week,disease_id,total_cases,severe_cases,hospitals_observed,severe_hospitals,average_severe_proportion,maximum_severe_proportion,average_severity_score,maximum_severity_score,previous_severe_cases,previous_total_cases,previous_severe_proportion,severe_case_growth,severe_proportion_change,previous_severe_growth,severe_growth_acceleration,severity_burden_score,severity_alert,severity_signal
2026-07-06,D004,2228,61,10,10,0.027743282721403816,0.043824701195219126,40.10197391988372,68.50265604249668,71.0,2176.0,0.032562962953404745,-0.14084507042253522,-0.004819680232000929,-0.20224719101123595,0.06140212058870073,27.311159299793697,GREEN,False
2026-07-13,D004,2215,65,10,10,0.029545354304894206,0.05179282868525897,42.3257532286342,69.38871473354232,61.0,2228.0,0.027743282721403816,0.06557377049180328,0.0018020715834903903,-0.14084507042253522,0.2064188409143385,35.06653490222511,YELLOW,True
2026-07-20,D004,2236,63,10,10,0.029344222889201077,0.05732484076433121,38.362460356916316,73.35648074767651,65.0,2215.0,0.029545354304894206,-0.03076923076923077,-0.00020113141569312945,0.06557377049180328,-0.09634300126103405,25.135239005610188,GREEN,False
2026-07-27,D004,2245,72,10,10,0.031282924056359886,0.04954954954954955,45.20891869405757,71.23145400593472,63.0,2236.0,0.029344222889201077,0.14285714285714285,0.0019387011671588086,-0.03076923076923077,0.17362637362637362,35.9909952263465,YELLOW,True
2026-08-03,D004,2172,72,10,10,0.03315036912274947,0.06302521008403361,36.76039745131291,60.93727570533781,72.0,2245.0,0.031282924056359886,0.0,0.0018674450663895836,0.14285714285714285,-0.14285714285714285,25.801314596481156,GREEN,False
2026-08-10,D004,2245,64,10,10,0.02804747992781632,0.043478260869565216,38.65419179213048,69.93877255206334,72.0,2172.0,0.03315036912274947,-0.1111111111111111,-0.005102889194933149,0.0,-0.1111111111111111,24.908308987367857,GREEN,False
2026-08-17,D004,2281,73,10,10,0.033286376506025867,0.050724637681159424,42.90190572703613,71.73769643925976,64.0,2245.0,0.02804747992781632,0.140625,0.005238896578209546,-0.1111111111111111,0.2517361111111111,39.41018533299897,YELLOW,True
2026-08-24,D004,1915,62,10,10,0.03181981245772127,0.04285714285714286,30.829299578324786,69.54775087406261,73.0,2281.0,0.033286376506025867,-0.1506849315068493,-0.0014665640483046,0.140625,-0.2913099315068493,25.56846718010122,GREEN,False
2026-06-01,D005,1375,112,10,10,0.0801264184701891,0.11510791366906475,76.78456161911737,83.03071689317758,0.0,0.0,0.0,1.0,0.0801264184701891,0.0,1.0,79.02212323228309,RED,True
2026-06-08,D005,1397,104,10,10,0.07566358924297786,0.11888111888111888,40.07416996469644,83.79299547120341,112.0,1375.0,0.0801264184701891,-0.07142857142857142,-0.004462829227211237,1.0,-1.0714285714285714,33.24112811752113,GREEN,False
2026-06-15,D005,1382,95,10,10,0.06843870320353637,0.1,43.32515483500397,77.75230817695072,104.0,1397.0,0.07566358924297786,-0.08653846153846154,-0.0072248860394414915,-0.07142857142857142,-0.015109890109890112,31.97677306061886,GREEN,False
2026-06-22,D005,1453,106,10,10,0.0752726302697065,0.1232876712328767,47.28652876807053,75.04973487206884,95.0,1382.0,0.06843870320353637,0.11578947368421053,0.0068339270661701285,-0.08653846153846154,0.20232793522267206,44.16056454821078,YELLOW,True
2026-06-29,D005,1438,99,10,10,0.07092261919764922,0.10687022900763359,38.39309241259347,81.3761422523481,106.0,1453.0,0.0752726302697065,-0.0660377358490566,-0.004350011072057278,0.11578947368421053,-0.18182720953326714,32.41145835958861,GREEN,False
2026-07-06,D005,1371,107,10,10,0.0766148835415054,0.1171875,50.99984912954553,83.09845152234699,99.0,1438.0,0.07092261919764922,0.08080808080808081,0.005692264343856182,-0.0660377358490566,0.14684581665713742,41.30163930625096,YELLOW,True
2026-07-13,D005,1383,77,10,10,0.05492081961956143,0.08227848101265822,31.913628653766096,63.52813902234699,107.0,1371.0,0.0766148835415054,-0.2803738317757009,-0.021694063921943972,0.08080808080808081,-0.36118191258378174,29.61114343342325,GREEN,False
2026-07-20,D005,1396,88,10,10,0.062472708999551686,0.09142857142857143,48.139151859701535,79.71514987819475,77.0,1383.0,0.05492081961956143,0.14285714285714285,0.007551889379990254,-0.2803738317757009,0.42323097463284376,51.433391631663866,YELLOW,True
2026-07-27,D005,1401,94,10,10,0.0675990319206665,0.08870967741935484,44.22706618040381,78.00081959331357,88.0,1396.0,0.062472708999551686,0.06818181818181818,0.005126322921114819,0.14285714285714285,-0.07467532467532467,33.53437604066209,GREEN,False
2026-08-03,D005,1400,89,10,10,0.06037084739867068,0.11616161616161616,43.34518218877655,84.48799654962069,94.0,1401.0,0.0675990319206665,-0.05319148936170213,-0.007228184521995827,0.06818181818181818,-0.1213733075435203,30.564898294767367,GREEN,False
2026-08-10,D005,1411,101,10,10,0.06888347906536349,0.10273972602739725,51.297177104535784,80.0443788368485,89.0,1400.0,0.06037084739867068,0.1348314606741573,0.008512631666692812,-0.05319148936170213,0.18802295003585942,42.946313354726925,YELLOW,True
2026-08-17,D005,1429,98,10,10,0.06927760634812594,0.09900990099009901,41.11300317071404,62.95877444713442,101.0,1411.0,0.06888347906536349,-0.0297029702970297,0.00039412728276244646,0.1348314606741573,-0.164534430971187,32.12358111092204,GREEN,False
2026-08-24,D005,1216,70,10,10,0.05864490918534517,0.08849557522123894,32.449452831151895,63.52770795619247,98.0,1429.0,0.06927760634812594,-0.2857142857142857,-0.010632697162780765,-0.0297029702970297,-0.25601131541725597,30.262859107435403,GREEN,False
2026-06-01,D006,269,40,10,10,0.1542862136956384,0.3157894736842105,81.18186764643835,91.18837672643001,0.0,0.0,0.0,1.0,0.1542862136956384,0.0,1.0,92.00008739673672,RED,True
2026-06-08,D006,275,39,10,10,0.13976251771649434,0.2727272727272727,43.869633581940214,91.4155896615434,40.0,269.0,0.1542862136956384,-0.025,-0.014523695979144075,1.0,-1.025,44.45844060038651,YELLOW,True
2026-06-15,D006,290,52,10,10,0.17085645415497094,0.2647058823529412,65.47921710116518,93.52891666785482,39.0,275.0,0.13976251771649434,0.3333333333333333,0.031093936438476605,-0.025,0.35833333333333334,72.56654614378658,ORANGE,True
2026-06-22,D006,270,46,10,10,0.16680717271234513,0.3,48.86591499881142,92.42970392586398,52.0,290.0,0.17085645415497094,-0.11538461538461539,-0.004049281442625813,0.3333333333333333,-0.4487179487179487,49.191255224660395,YELLOW,True
2026-06-29,D006,301,47,10,10,0.15971537939387945,0.30434782608695654,52.203687076382586,75.60208739956212,46.0,270.0,0.16680717271234513,0.021739130434782608,-0.007091793318465683,-0.11538461538461539,0.137123745819398,53.97861948757439,YELLOW,True
2026-07-06,D006,269,34,10,10,0.1273317184607507,0.19230769230769232,41.937193958360204,90.58349935082806,47.0,301.0,0.15971537939387945,-0.2765957446808511,-0.03238366093312875,0.021739130434782608,-0.29833487511563367,42.28305073063137,YELLOW,True
2026-07-13,D006,242,20,10,8,0.08037323053702364,0.16,32.245362401181616,67.18606345339217,34.0,269.0,0.1273317184607507,-0.4117647058823529,-0.04695848792372706,-0.2765957446808511,-0.13516896120150185,33.94807067228232,GREEN,False
2026-07-20,D006,320,41,10,10,0.12265562868504046,0.19607843137254902,66.80059398404737,93.61569769811533,20.0,242.0,0.08037323053702364,1.05,0.04228239814801682,-0.4117647058823529,1.461764705882353,86.46473501988208,RED,True
2026-07-27,D006,294,38,10,10,0.1305794894760412,0.2413793103448276,43.66967773846702,82.26999228393322,41.0,320.0,0.12265562868504046,-0.07317073170731707,0.007923860791000742,1.05,-1.1231707317073172,42.8514106583072,YELLOW,True
2026-08-03,D006,304,42,10,10,0.14219515852819195,0.2413793103448276,57.549915578368335,91.4155896615434,38.0,294.0,0.1305794894760412,0.10526315789473684,0.011615669052150751,-0.07317073170731707,0.17843388960205392,54.65308727388416,YELLOW,True
2026-08-10,D006,285,24,10,9,0.07919575919575919,0.14285714285714285,32.63009215425183,67.97095089916444,42.0,304.0,0.14219515852819195,-0.42857142857142855,-0.06299939933243276,0.10526315789473684,-0.5338345864661653,33.85925785925785,GREEN,False
2026-08-17,D006,292,38,10,10,0.12610644040268681,0.20512820512820512,65.04290396305831,93.35231516674024,24.0,285.0,0.07919575919575919,0.5833333333333334,0.046910681206927624,-0.42857142857142855,1.0119047619047619,76.65196040380353,RED,True
2026-08-24,D006,232,34,10,10,0.15405820105820106,0.2222222222222222,48.97723679347687,88.67945234250843,38.0,292.0,0.12610644040268681,-0.10526315789473684,0.027951760655514246,0.5833333333333334,-0.6885964912280702,46.69083356320657,YELLOW,True
2026-06-01,D007,482,27,10,9,0.05946166896734436,0.15384615384615385,64.94834424649241,85.27539208981716,0.0,0.0,0.0,1.0,0.05946166896734436,0.0,1.0,75.40579206928527,RED,True
2026-06-08,D007,490,34,10,9,0.06911759022532873,0.10526315789473684,42.19856534449468,77.01715127101542,27.0,482.0,0.05946166896734436,0.25925925925925924,0.009655921257984375,1.0,-0.7407407407407407,38.577059770914005,YELLOW,True
2026-06-15,D007,504,38,10,10,0.07567872425242878,0.13953488372093023,40.57524534539957,70.33167444932707,34.0,490.0,0.06911759022532873,0.11764705882352941,0.006561134027100041,0.25925925925925924,-0.14161220043572983,36.18495321476327,YELLOW,True
2026-06-22,D007,497,36,10,10,0.07496262820055245,0.1076923076923077,40.938103598512065,70.18246136730441,38.0,504.0,0.07567872425242878,-0.05263157894736842,-0.0007160960518763221,0.11764705882352941,-0.17027863777089783,33.11845993509668,GREEN,False
2026-06-29,D007,486,39,10,10,0.08108691409637742,0.1111111111111111,43.47787936543024,78.13153080557547,36.0,497.0,0.07496262820055245,0.08333333333333333,0.006124285895824963,-0.05263157894736842,0.13596491228070173,41.712139791427454,YELLOW,True
2026-07-06,D007,503,33,10,9,0.06456716584455488,0.17073170731707318,33.792448928186005,88.40696544834262,39.0,486.0,0.08108691409637742,-0.15384615384615385,-0.016519748251822536,0.08333333333333333,-0.23717948717948717,31.2992540227971,GREEN,False
2026-07-13,D007,521,38,10,10,0.07483701937280411,0.15151515151515152,47.788676912006586,84.27921108985947,33.0,503.0,0.06456716584455488,0.15151515151515152,0.010269853528249231,-0.15384615384615385,0.30536130536130535,49.098809392571724,YELLOW,True
2026-07-20,D007,514,45,10,10,0.09163440932870491,0.21951219512195122,49.69416077960527,93.52891666785482,38.0,521.0,0.07483701937280411,0.18421052631578946,0.0167973899559008,0.15151515151515152,0.032695374800637944,41.94909978244362,YELLOW,True
2026-07-27,D007,526,50,10,10,0.09235056599353944,0.16666666666666666,44.313549139122344,82.19153261098636,45.0,514.0,0.09163440932870491,0.1111111111111111,0.0007161566648345302,0.18421052631578946,-0.07309941520467836,38.939126826647176,YELLOW,True
2026-08-03,D007,534,35,10,9,0.06583356601863935,0.1111111111111111,37.723447018301506,78.30264372209747,50.0,526.0,0.09235056599353944,-0.3,-0.02651699997490009,0.1111111111111111,-0.4111111111111111,31.520874053261885,GREEN,False
2026-08-10,D007,504,31,10,10,0.061911911425935454,0.14893617021276595,38.035546122628986,85.07607838858101,35.0,534.0,0.06583356601863935,-0.11428571428571428,-0.0039216545927038965,-0.3,0.18571428571428572,38.26315592811013,YELLOW,True
2026-08-17,D007,498,28,10,9,0.053181036835078785,0.12903225806451613,39.59391477085145,82.57718851088418,31.0,504.0,0.061911911425935454,-0.0967741935483871,-0.008730874590856669,-0.11428571428571428,0.017511520737327188,30.007142275631875,GREEN,False
2026-08-24,D007,430,38,10,10,0.09182872088609348,0.16666666666666666,53.714894172735306,87.78075462335302,28.0,498.0,0.053181036835078785,0.35714285714285715,0.038647684051014694,-0.0967741935483871,0.4539170506912442,63.155279611287554,ORANGE,True
2026-06-01,D008,1197,31,10,9,0.026841345399759676,0.06741573033707865,62.46335910553596,73.08532133920711,0.0,0.0,0.0,1.0,0.026841345399759676,0.0,1.0,69.69723544495794,ORANGE,True
2026-06-08,D008,1183,51,10,9,0.041188564558737636,0.08333333333333333,46.0875320008259,76.14201559485382,31.0,1197.0,0.026841345399759676,0.6451612903225806,0.01434721915897796,1.0,-0.3548387096774194,43.337031055843596,YELLOW,True
2026-06-15,D008,1270,49,10,10,0.03838248008059418,0.08823529411764706,38.546736868820844,78.2496022413856,51.0,1183.0,0.041188564558737636,-0.0392156862745098,-0.0028060844781434557,0.6451612903225806,-0.6843769765970904,26.71693401410398,GREEN,False
2026-06-22,D008,1212,57,10,10,0.0455784951924471,0.07964601769911504,45.51223009250536,76.08125746653734,49.0,1270.0,0.03838248008059418,0.16326530612244897,0.007196015111852916,-0.0392156862745098,0.20248099239695877,40.15710900761782,YELLOW,True
2026-06-29,D008,1141,53,10,10,0.043048473436711476,0.087248322147651,38.51600227011792,70.59101610747979,57.0,1212.0,0.0455784951924471,-0.07017543859649122,-0.0025300217557356203,0.16326530612244897,-0.2334407447189402,27.53348285142451,GREEN,False
2026-07-06,D008,1149,40,10,10,0.033397122884300176,0.06756756756756757,34.796559887994064,58.22324954791531,53.0,1141.0,0.043048473436711476,-0.24528301886792453,-0.0096513505524113,-0.07017543859649122,-0.1751075802714333,25.84449650475253,GREEN,False
2026-07-13,D008,1201,51,10,10,0.04224259818735138,0.06666666666666667,45.21355105697524,74.02557135168351,40.0,1149.0,0.033397122884300176,0.275,0.0088454753030512,-0.24528301886792453,0.5202830188679246,54.26745468278649,YELLOW,True
2026-07-20,D008,1236,56,10,10,0.045406903827956334,0.0851063829787234,39.80220463250687,76.37688795586206,51.0,1201.0,0.04224259818735138,0.09803921568627451,0.003164305640604957,0.275,-0.17696078431372553,30.397188562049223,GREEN,False
2026-07-27,D008,1208,45,10,10,0.03860832357757628,0.056,38.052303090934494,72.30546773351546,56.0,1236.0,0.045406903827956334,-0.19642857142857142,-0.0067985802503800555,0.09803921568627451,-0.29446778711484595,26.75645662607585,GREEN,False
2026-08-03,D008,1284,49,10,10,0.040382117422137,0.08433734939759036,39.35486518094442,69.78730163916656,45.0,1208.0,0.03860832357757628,0.08888888888888889,0.0017737938445607226,-0.19642857142857142,0.2853174603174603,40.70179118379461,YELLOW,True
2026-08-10,D008,1243,55,10,10,0.042506299586784826,0.07407407407407407,42.05063938294596,74.94382565027162,49.0,1284.0,0.040382117422137,0.12244897959183673,0.0021241821646478254,0.08888888888888889,0.03356009070294784,31.842230545601176,GREEN,False
2026-08-17,D008,1212,50,10,10,0.04097500339208786,0.09574468085106383,30.714564371642275,61.34847407553812,55.0,1243.0,0.042506299586784826,-0.09090909090909091,-0.0015312961946969683,0.12244897959183673,-0.21335807050092764,27.170625593615373,GREEN,False
2026-08-24,D008,1076,38,10,10,0.035953204026190067,0.08433734939759036,37.829448616071055,75.7968771963547,50.0,1212.0,0.04097500339208786,-0.24,-0.005021799365897792,-0.09090909090909091,-0.14909090909090908,26.291810704583263,GREEN,False
