week,hospital_id,symptom_id,symptom_name,current_cases,historical_weeks,historical_mean,historical_std,deviation_from_baseline,deviation_percent,z_score,baseline_alert
2026-06-01,H007,S015,Joint Pain,99.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S016,Retro-orbital Pain,81.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S017,Rash,32.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S018,Nausea,77.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S019,Vomiting,119.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S020,Diarrhoea,95.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S021,Abdominal Pain,73.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S022,Loss of Appetite,20.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S023,Weight Loss,6.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S024,Night Sweats,8.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S025,Bleeding,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S026,Anaemia,2.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H007,S027,Dehydration,4.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S001,Fever,697.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S002,Headache,345.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S003,Fatigue,165.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S004,Chills,103.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S005,Sweating,103.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S006,Dry Cough,333.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S007,Persistent Cough,19.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S008,Sore Throat,225.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S009,Runny Nose,124.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S010,Breathlessness,16.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S011,Chest Pain,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S012,Loss of Taste,42.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S013,Loss of Smell,41.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S014,Muscle Pain,335.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S015,Joint Pain,130.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S016,Retro-orbital Pain,129.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S017,Rash,46.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S018,Nausea,108.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S019,Vomiting,135.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S020,Diarrhoea,97.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S021,Abdominal Pain,64.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S022,Loss of Appetite,23.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S023,Weight Loss,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S024,Night Sweats,4.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S025,Bleeding,4.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S026,Anaemia,4.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H008,S027,Dehydration,6.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S001,Fever,527.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S002,Headache,288.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S003,Fatigue,137.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S004,Chills,99.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S005,Sweating,99.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S006,Dry Cough,228.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S007,Persistent Cough,14.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S008,Sore Throat,139.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S009,Runny Nose,80.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S010,Breathlessness,7.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S011,Chest Pain,2.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S012,Loss of Taste,18.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S013,Loss of Smell,26.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S014,Muscle Pain,232.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S015,Joint Pain,113.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S016,Retro-orbital Pain,83.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S017,Rash,38.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S018,Nausea,89.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S019,Vomiting,126.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S020,Diarrhoea,93.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S021,Abdominal Pain,61.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S022,Loss of Appetite,29.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S023,Weight Loss,2.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S024,Night Sweats,5.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S025,Bleeding,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S026,Anaemia,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H009,S027,Dehydration,0.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S001,Fever,840.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S002,Headache,425.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S003,Fatigue,199.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S004,Chills,113.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S005,Sweating,113.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S006,Dry Cough,394.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S007,Persistent Cough,26.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S008,Sore Throat,248.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S009,Runny Nose,148.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S010,Breathlessness,11.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S011,Chest Pain,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S012,Loss of Taste,33.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S013,Loss of Smell,32.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S014,Muscle Pain,405.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S015,Joint Pain,170.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S016,Retro-orbital Pain,135.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S017,Rash,49.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S018,Nausea,146.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S019,Vomiting,187.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S020,Diarrhoea,157.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S021,Abdominal Pain,105.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S022,Loss of Appetite,34.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S023,Weight Loss,4.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S024,Night Sweats,17.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S025,Bleeding,3.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S026,Anaemia,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-01,H010,S027,Dehydration,1.0,0,,,,,,INSUFFICIENT_HISTORY
2026-06-08,H001,S001,Fever,924.0,1,922.0,,2.0,0.21691973969631237,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S002,Headache,463.0,1,489.0,,-26.0,-5.316973415132924,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S003,Fatigue,218.0,1,214.0,,4.0,1.8691588785046727,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S004,Chills,138.0,1,147.0,,-9.0,-6.122448979591836,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S005,Sweating,138.0,1,147.0,,-9.0,-6.122448979591836,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S006,Dry Cough,474.0,1,469.0,,5.0,1.0660980810234542,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S007,Persistent Cough,35.0,1,27.0,,8.0,29.629629629629626,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S008,Sore Throat,313.0,1,289.0,,24.0,8.304498269896193,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S009,Runny Nose,171.0,1,179.0,,-8.0,-4.4692737430167595,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S010,Breathlessness,13.0,1,18.0,,-5.0,-27.77777777777778,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S011,Chest Pain,2.0,1,3.0,,-1.0,-33.33333333333333,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S012,Loss of Taste,37.0,1,34.0,,3.0,8.823529411764707,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S013,Loss of Smell,40.0,1,38.0,,2.0,5.263157894736842,inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S014,Muscle Pain,410.0,1,422.0,,-12.0,-2.843601895734597,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S015,Joint Pain,161.0,1,175.0,,-14.0,-8.0,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S016,Retro-orbital Pain,109.0,1,118.0,,-9.0,-7.627118644067797,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S017,Rash,43.0,1,56.0,,-13.0,-23.214285714285715,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S018,Nausea,119.0,1,136.0,,-17.0,-12.5,-inf,INSUFFICIENT_HISTORY
2026-06-08,H001,S019,Vomiting,174.0,1,183.0,,-9.0,-4.918032786885246,-inf,INSUFFICIENT_HISTORY
