week,hospital_id,symptom_id,symptom_name,case_count,previous_cases,growth_rate,hospital_total_cases,incidence_proportion
2026-06-01,H002,S019,Vomiting,139,,,879,0.15813424345847554
2026-06-01,H002,S020,Diarrhoea,123,,,879,0.13993174061433447
2026-06-01,H002,S021,Abdominal Pain,83,,,879,0.09442548350398179
2026-06-01,H002,S022,Loss of Appetite,29,,,879,0.03299203640500569
2026-06-01,H002,S023,Weight Loss,3,,,879,0.0034129692832764505
2026-06-01,H002,S024,Night Sweats,9,,,879,0.010238907849829351
2026-06-01,H002,S025,Bleeding,2,,,879,0.0022753128555176336
2026-06-01,H002,S026,Anaemia,1,,,879,0.0011376564277588168
2026-06-01,H002,S027,Dehydration,2,,,879,0.0022753128555176336
2026-06-01,H003,S001,Fever,920,,,1070,0.8598130841121495
2026-06-01,H003,S002,Headache,487,,,1070,0.45514018691588787
2026-06-01,H003,S003,Fatigue,209,,,1070,0.19532710280373833
2026-06-01,H003,S004,Chills,146,,,1070,0.13644859813084112
2026-06-01,H003,S005,Sweating,146,,,1070,0.13644859813084112
2026-06-01,H003,S006,Dry Cough,394,,,1070,0.36822429906542054
2026-06-01,H003,S007,Persistent Cough,32,,,1070,0.029906542056074768
2026-06-01,H003,S008,Sore Throat,251,,,1070,0.23457943925233646
2026-06-01,H003,S009,Runny Nose,137,,,1070,0.1280373831775701
2026-06-01,H003,S010,Breathlessness,6,,,1070,0.005607476635514018
2026-06-01,H003,S012,Loss of Taste,19,,,1070,0.017757009345794394
2026-06-01,H003,S013,Loss of Smell,21,,,1070,0.019626168224299065
2026-06-01,H003,S014,Muscle Pain,456,,,1070,0.4261682242990654
2026-06-01,H003,S015,Joint Pain,215,,,1070,0.20093457943925233
2026-06-01,H003,S016,Retro-orbital Pain,159,,,1070,0.1485981308411215
2026-06-01,H003,S017,Rash,77,,,1070,0.07196261682242991
2026-06-01,H003,S018,Nausea,164,,,1070,0.15327102803738318
2026-06-01,H003,S019,Vomiting,204,,,1070,0.19065420560747665
2026-06-01,H003,S020,Diarrhoea,143,,,1070,0.1336448598130841
2026-06-01,H003,S021,Abdominal Pain,96,,,1070,0.08971962616822429
2026-06-01,H003,S022,Loss of Appetite,44,,,1070,0.041121495327102804
2026-06-01,H003,S023,Weight Loss,1,,,1070,0.0009345794392523365
2026-06-01,H003,S024,Night Sweats,6,,,1070,0.005607476635514018
2026-06-01,H003,S025,Bleeding,2,,,1070,0.001869158878504673
2026-06-01,H003,S026,Anaemia,2,,,1070,0.001869158878504673
2026-06-01,H003,S027,Dehydration,5,,,1070,0.004672897196261682
2026-06-01,H004,S001,Fever,884,,,1036,0.8532818532818532
2026-06-01,H004,S002,Headache,455,,,1036,0.4391891891891892
2026-06-01,H004,S003,Fatigue,226,,,1036,0.21814671814671815
2026-06-01,H004,S004,Chills,134,,,1036,0.12934362934362933
2026-06-01,H004,S005,Sweating,134,,,1036,0.12934362934362933
2026-06-01,H004,S006,Dry Cough,412,,,1036,0.39768339768339767
2026-06-01,H004,S007,Persistent Cough,36,,,1036,0.03474903474903475
2026-06-01,H004,S008,Sore Throat,261,,,1036,0.2519305019305019
2026-06-01,H004,S009,Runny Nose,159,,,1036,0.15347490347490347
2026-06-01,H004,S010,Breathlessness,10,,,1036,0.009652509652509652
2026-06-01,H004,S011,Chest Pain,4,,,1036,0.003861003861003861
2026-06-01,H004,S012,Loss of Taste,34,,,1036,0.032818532818532815
2026-06-01,H004,S013,Loss of Smell,34,,,1036,0.032818532818532815
2026-06-01,H004,S014,Muscle Pain,413,,,1036,0.39864864864864863
2026-06-01,H004,S015,Joint Pain,167,,,1036,0.1611969111969112
2026-06-01,H004,S016,Retro-orbital Pain,161,,,1036,0.1554054054054054
2026-06-01,H004,S017,Rash,51,,,1036,0.04922779922779923
2026-06-01,H004,S018,Nausea,138,,,1036,0.13320463320463322
2026-06-01,H004,S019,Vomiting,194,,,1036,0.18725868725868725
2026-06-01,H004,S020,Diarrhoea,150,,,1036,0.14478764478764478
2026-06-01,H004,S021,Abdominal Pain,106,,,1036,0.10231660231660232
2026-06-01,H004,S022,Loss of Appetite,36,,,1036,0.03474903474903475
2026-06-01,H004,S023,Weight Loss,6,,,1036,0.005791505791505791
2026-06-01,H004,S024,Night Sweats,12,,,1036,0.011583011583011582
2026-06-01,H004,S025,Bleeding,2,,,1036,0.0019305019305019305
2026-06-01,H004,S026,Anaemia,2,,,1036,0.0019305019305019305
2026-06-01,H004,S027,Dehydration,5,,,1036,0.004826254826254826
2026-06-01,H005,S001,Fever,786,,,936,0.8397435897435898
2026-06-01,H005,S002,Headache,462,,,936,0.4935897435897436
2026-06-01,H005,S003,Fatigue,166,,,936,0.17735042735042736
2026-06-01,H005,S004,Chills,114,,,936,0.12179487179487179
2026-06-01,H005,S005,Sweating,114,,,936,0.12179487179487179
2026-06-01,H005,S006,Dry Cough,355,,,936,0.37927350427350426
2026-06-01,H005,S007,Persistent Cough,21,,,936,0.022435897435897436
2026-06-01,H005,S008,Sore Throat,230,,,936,0.24572649572649571
2026-06-01,H005,S009,Runny Nose,160,,,936,0.17094017094017094
2026-06-01,H005,S010,Breathlessness,6,,,936,0.00641025641025641
2026-06-01,H005,S011,Chest Pain,1,,,936,0.0010683760683760685
2026-06-01,H005,S012,Loss of Taste,14,,,936,0.014957264957264958
2026-06-01,H005,S013,Loss of Smell,15,,,936,0.016025641025641024
2026-06-01,H005,S014,Muscle Pain,412,,,936,0.44017094017094016
2026-06-01,H005,S015,Joint Pain,161,,,936,0.172008547008547
2026-06-01,H005,S016,Retro-orbital Pain,147,,,936,0.15705128205128205
2026-06-01,H005,S017,Rash,63,,,936,0.0673076923076923
2026-06-01,H005,S018,Nausea,167,,,936,0.17841880341880342
2026-06-01,H005,S019,Vomiting,197,,,936,0.21047008547008547
2026-06-01,H005,S020,Diarrhoea,160,,,936,0.17094017094017094
2026-06-01,H005,S021,Abdominal Pain,108,,,936,0.11538461538461539
2026-06-01,H005,S022,Loss of Appetite,34,,,936,0.03632478632478633
2026-06-01,H005,S023,Weight Loss,5,,,936,0.005341880341880342
2026-06-01,H005,S024,Night Sweats,11,,,936,0.011752136752136752
2026-06-01,H005,S025,Bleeding,6,,,936,0.00641025641025641
2026-06-01,H005,S026,Anaemia,3,,,936,0.003205128205128205
2026-06-01,H005,S027,Dehydration,4,,,936,0.004273504273504274
2026-06-01,H006,S001,Fever,637,,,754,0.8448275862068966
2026-06-01,H006,S002,Headache,334,,,754,0.44297082228116713
2026-06-01,H006,S003,Fatigue,163,,,754,0.21618037135278514
2026-06-01,H006,S004,Chills,117,,,754,0.15517241379310345
2026-06-01,H006,S005,Sweating,117,,,754,0.15517241379310345
2026-06-01,H006,S006,Dry Cough,264,,,754,0.35013262599469497
2026-06-01,H006,S007,Persistent Cough,43,,,754,0.05702917771883289
2026-06-01,H006,S008,Sore Throat,179,,,754,0.23740053050397877
2026-06-01,H006,S009,Runny Nose,96,,,754,0.1273209549071618
2026-06-01,H006,S010,Breathlessness,8,,,754,0.010610079575596816
2026-06-01,H006,S011,Chest Pain,4,,,754,0.005305039787798408
2026-06-01,H006,S012,Loss of Taste,21,,,754,0.027851458885941646
2026-06-01,H006,S013,Loss of Smell,23,,,754,0.03050397877984085
2026-06-01,H006,S014,Muscle Pain,280,,,754,0.3713527851458886
2026-06-01,H006,S015,Joint Pain,139,,,754,0.1843501326259947
2026-06-01,H006,S016,Retro-orbital Pain,103,,,754,0.13660477453580902
2026-06-01,H006,S017,Rash,44,,,754,0.058355437665782495
2026-06-01,H006,S018,Nausea,100,,,754,0.13262599469496023
2026-06-01,H006,S019,Vomiting,138,,,754,0.1830238726790451
2026-06-01,H006,S020,Diarrhoea,105,,,754,0.13925729442970822
2026-06-01,H006,S021,Abdominal Pain,79,,,754,0.10477453580901856
2026-06-01,H006,S022,Loss of Appetite,26,,,754,0.034482758620689655
2026-06-01,H006,S023,Weight Loss,7,,,754,0.009283819628647215
2026-06-01,H006,S024,Night Sweats,11,,,754,0.014588859416445624
2026-06-01,H006,S025,Bleeding,1,,,754,0.001326259946949602
2026-06-01,H006,S026,Anaemia,3,,,754,0.003978779840848806
2026-06-01,H006,S027,Dehydration,1,,,754,0.001326259946949602
2026-06-01,H007,S001,Fever,576,,,668,0.8622754491017964
2026-06-01,H007,S002,Headache,292,,,668,0.437125748502994
2026-06-01,H007,S003,Fatigue,154,,,668,0.23053892215568864
2026-06-01,H007,S004,Chills,87,,,668,0.13023952095808383
2026-06-01,H007,S005,Sweating,87,,,668,0.13023952095808383
2026-06-01,H007,S006,Dry Cough,294,,,668,0.44011976047904194
2026-06-01,H007,S007,Persistent Cough,19,,,668,0.02844311377245509
2026-06-01,H007,S008,Sore Throat,187,,,668,0.27994011976047906
2026-06-01,H007,S009,Runny Nose,107,,,668,0.1601796407185629
2026-06-01,H007,S010,Breathlessness,9,,,668,0.01347305389221557
2026-06-01,H007,S011,Chest Pain,2,,,668,0.0029940119760479044
2026-06-01,H007,S012,Loss of Taste,23,,,668,0.0344311377245509
2026-06-01,H007,S013,Loss of Smell,27,,,668,0.040419161676646706
2026-06-01,H007,S014,Muscle Pain,244,,,668,0.3652694610778443
2026-06-01,H007,S015,Joint Pain,99,,,668,0.14820359281437126
2026-06-01,H007,S016,Retro-orbital Pain,81,,,668,0.12125748502994012
2026-06-01,H007,S017,Rash,32,,,668,0.04790419161676647
2026-06-01,H007,S018,Nausea,77,,,668,0.11526946107784432
2026-06-01,H007,S019,Vomiting,119,,,668,0.1781437125748503
2026-06-01,H007,S020,Diarrhoea,95,,,668,0.14221556886227546
2026-06-01,H007,S021,Abdominal Pain,73,,,668,0.1092814371257485
2026-06-01,H007,S022,Loss of Appetite,20,,,668,0.029940119760479042
2026-06-01,H007,S023,Weight Loss,6,,,668,0.008982035928143712
2026-06-01,H007,S024,Night Sweats,8,,,668,0.011976047904191617
2026-06-01,H007,S025,Bleeding,1,,,668,0.0014970059880239522
2026-06-01,H007,S026,Anaemia,2,,,668,0.0029940119760479044
2026-06-01,H007,S027,Dehydration,4,,,668,0.005988023952095809
2026-06-01,H008,S001,Fever,697,,,784,0.889030612244898
2026-06-01,H008,S002,Headache,345,,,784,0.44005102040816324
2026-06-01,H008,S003,Fatigue,165,,,784,0.21045918367346939
2026-06-01,H008,S004,Chills,103,,,784,0.13137755102040816
2026-06-01,H008,S005,Sweating,103,,,784,0.13137755102040816
2026-06-01,H008,S006,Dry Cough,333,,,784,0.4247448979591837
2026-06-01,H008,S007,Persistent Cough,19,,,784,0.02423469387755102
2026-06-01,H008,S008,Sore Throat,225,,,784,0.2869897959183674
2026-06-01,H008,S009,Runny Nose,124,,,784,0.15816326530612246
2026-06-01,H008,S010,Breathlessness,16,,,784,0.02040816326530612
2026-06-01,H008,S011,Chest Pain,1,,,784,0.0012755102040816326
2026-06-01,H008,S012,Loss of Taste,42,,,784,0.05357142857142857
2026-06-01,H008,S013,Loss of Smell,41,,,784,0.05229591836734694
2026-06-01,H008,S014,Muscle Pain,335,,,784,0.4272959183673469
2026-06-01,H008,S015,Joint Pain,130,,,784,0.16581632653061223
2026-06-01,H008,S016,Retro-orbital Pain,129,,,784,0.16454081632653061
2026-06-01,H008,S017,Rash,46,,,784,0.058673469387755105
2026-06-01,H008,S018,Nausea,108,,,784,0.1377551020408163
2026-06-01,H008,S019,Vomiting,135,,,784,0.17219387755102042
2026-06-01,H008,S020,Diarrhoea,97,,,784,0.12372448979591837
2026-06-01,H008,S021,Abdominal Pain,64,,,784,0.08163265306122448
2026-06-01,H008,S022,Loss of Appetite,23,,,784,0.029336734693877552
2026-06-01,H008,S023,Weight Loss,1,,,784,0.0012755102040816326
2026-06-01,H008,S024,Night Sweats,4,,,784,0.00510204081632653
2026-06-01,H008,S025,Bleeding,4,,,784,0.00510204081632653
2026-06-01,H008,S026,Anaemia,4,,,784,0.00510204081632653
2026-06-01,H008,S027,Dehydration,6,,,784,0.007653061224489796
2026-06-01,H009,S001,Fever,527,,,614,0.8583061889250815
2026-06-01,H009,S002,Headache,288,,,614,0.46905537459283386
2026-06-01,H009,S003,Fatigue,137,,,614,0.22312703583061888
2026-06-01,H009,S004,Chills,99,,,614,0.16123778501628663
2026-06-01,H009,S005,Sweating,99,,,614,0.16123778501628663
2026-06-01,H009,S006,Dry Cough,228,,,614,0.3713355048859935
2026-06-01,H009,S007,Persistent Cough,14,,,614,0.02280130293159609
2026-06-01,H009,S008,Sore Throat,139,,,614,0.2263843648208469
2026-06-01,H009,S009,Runny Nose,80,,,614,0.13029315960912052
2026-06-01,H009,S010,Breathlessness,7,,,614,0.011400651465798045
2026-06-01,H009,S011,Chest Pain,2,,,614,0.003257328990228013
2026-06-01,H009,S012,Loss of Taste,18,,,614,0.029315960912052116
2026-06-01,H009,S013,Loss of Smell,26,,,614,0.04234527687296417
2026-06-01,H009,S014,Muscle Pain,232,,,614,0.3778501628664495
2026-06-01,H009,S015,Joint Pain,113,,,614,0.18403908794788273
2026-06-01,H009,S016,Retro-orbital Pain,83,,,614,0.13517915309446255
2026-06-01,H009,S017,Rash,38,,,614,0.06188925081433225
2026-06-01,H009,S018,Nausea,89,,,614,0.1449511400651466
2026-06-01,H009,S019,Vomiting,126,,,614,0.20521172638436483
2026-06-01,H009,S020,Diarrhoea,93,,,614,0.15146579804560262
2026-06-01,H009,S021,Abdominal Pain,61,,,614,0.0993485342019544
2026-06-01,H009,S022,Loss of Appetite,29,,,614,0.04723127035830619
2026-06-01,H009,S023,Weight Loss,2,,,614,0.003257328990228013
2026-06-01,H009,S024,Night Sweats,5,,,614,0.008143322475570033
2026-06-01,H009,S025,Bleeding,1,,,614,0.0016286644951140066
2026-06-01,H009,S026,Anaemia,1,,,614,0.0016286644951140066
2026-06-01,H010,S001,Fever,840,,,986,0.8519269776876268
2026-06-01,H010,S002,Headache,425,,,986,0.43103448275862066
2026-06-01,H010,S003,Fatigue,199,,,986,0.20182555780933062
2026-06-01,H010,S004,Chills,113,,,986,0.11460446247464504
2026-06-01,H010,S005,Sweating,113,,,986,0.11460446247464504
2026-06-01,H010,S006,Dry Cough,394,,,986,0.3995943204868154
2026-06-01,H010,S007,Persistent Cough,26,,,986,0.02636916835699797
2026-06-01,H010,S008,Sore Throat,248,,,986,0.2515212981744422
2026-06-01,H010,S009,Runny Nose,148,,,986,0.15010141987829614
2026-06-01,H010,S010,Breathlessness,11,,,986,0.011156186612576065
2026-06-01,H010,S011,Chest Pain,1,,,986,0.0010141987829614604
2026-06-01,H010,S012,Loss of Taste,33,,,986,0.033468559837728194
2026-06-01,H010,S013,Loss of Smell,32,,,986,0.032454361054766734
2026-06-01,H010,S014,Muscle Pain,405,,,986,0.4107505070993915
2026-06-01,H010,S015,Joint Pain,170,,,986,0.1724137931034483
2026-06-01,H010,S016,Retro-orbital Pain,135,,,986,0.13691683569979715
2026-06-01,H010,S017,Rash,49,,,986,0.04969574036511156
2026-06-01,H010,S018,Nausea,146,,,986,0.14807302231237324
2026-06-01,H010,S019,Vomiting,187,,,986,0.1896551724137931
2026-06-01,H010,S020,Diarrhoea,157,,,986,0.1592292089249493
2026-06-01,H010,S021,Abdominal Pain,105,,,986,0.10649087221095335
2026-06-01,H010,S022,Loss of Appetite,34,,,986,0.034482758620689655
2026-06-01,H010,S023,Weight Loss,4,,,986,0.004056795131845842
2026-06-01,H010,S024,Night Sweats,17,,,986,0.017241379310344827
2026-06-01,H010,S025,Bleeding,3,,,986,0.0030425963488843813
2026-06-01,H010,S026,Anaemia,1,,,986,0.0010141987829614604
2026-06-01,H010,S027,Dehydration,1,,,986,0.0010141987829614604
2026-06-08,H001,S001,Fever,924,922.0,0.21691973969631237,1064,0.868421052631579
2026-06-08,H001,S002,Headache,463,489.0,-5.316973415132924,1064,0.4351503759398496
2026-06-08,H001,S003,Fatigue,218,214.0,1.8691588785046727,1064,0.20488721804511278
2026-06-08,H001,S004,Chills,138,147.0,-6.122448979591836,1064,0.12969924812030076
2026-06-08,H001,S005,Sweating,138,147.0,-6.122448979591836,1064,0.12969924812030076
2026-06-08,H001,S006,Dry Cough,474,469.0,1.0660980810234542,1064,0.44548872180451127
2026-06-08,H001,S007,Persistent Cough,35,27.0,29.629629629629626,1064,0.03289473684210526
2026-06-08,H001,S008,Sore Throat,313,289.0,8.304498269896193,1064,0.2941729323308271
2026-06-08,H001,S009,Runny Nose,171,179.0,-4.4692737430167595,1064,0.16071428571428573
2026-06-08,H001,S010,Breathlessness,13,18.0,-27.77777777777778,1064,0.012218045112781954
2026-06-08,H001,S011,Chest Pain,2,3.0,-33.33333333333333,1064,0.0018796992481203006
2026-06-08,H001,S012,Loss of Taste,37,34.0,8.823529411764707,1064,0.03477443609022556
2026-06-08,H001,S013,Loss of Smell,40,38.0,5.263157894736842,1064,0.03759398496240601
2026-06-08,H001,S014,Muscle Pain,410,422.0,-2.843601895734597,1064,0.38533834586466165
2026-06-08,H001,S015,Joint Pain,161,175.0,-8.0,1064,0.1513157894736842
2026-06-08,H001,S016,Retro-orbital Pain,109,118.0,-7.627118644067797,1064,0.10244360902255639
2026-06-08,H001,S017,Rash,43,56.0,-23.214285714285715,1064,0.040413533834586464
2026-06-08,H001,S018,Nausea,119,136.0,-12.5,1064,0.1118421052631579
2026-06-08,H001,S019,Vomiting,174,183.0,-4.918032786885246,1064,0.16353383458646617
2026-06-08,H001,S020,Diarrhoea,137,143.0,-4.195804195804196,1064,0.1287593984962406
2026-06-08,H001,S021,Abdominal Pain,103,97.0,6.185567010309279,1064,0.09680451127819549
2026-06-08,H001,S022,Loss of Appetite,43,41.0,4.878048780487805,1064,0.040413533834586464
2026-06-08,H001,S023,Weight Loss,2,5.0,-60.0,1064,0.0018796992481203006
2026-06-08,H001,S024,Night Sweats,8,8.0,0.0,1064,0.007518796992481203
2026-06-08,H001,S025,Bleeding,5,4.0,25.0,1064,0.004699248120300752
2026-06-08,H001,S026,Anaemia,3,2.0,50.0,1064,0.002819548872180451
2026-06-08,H001,S027,Dehydration,7,2.0,250.0,1064,0.006578947368421052
2026-06-08,H002,S001,Fever,769,745.0,3.2214765100671143,885,0.8689265536723164
2026-06-08,H002,S002,Headache,382,355.0,7.605633802816901,885,0.43163841807909603
2026-06-08,H002,S003,Fatigue,185,189.0,-2.1164021164021163,885,0.20903954802259886
2026-06-08,H002,S004,Chills,86,94.0,-8.51063829787234,885,0.09717514124293786
2026-06-08,H002,S005,Sweating,86,94.0,-8.51063829787234,885,0.09717514124293786
2026-06-08,H002,S006,Dry Cough,415,414.0,0.24154589371980675,885,0.4689265536723164
2026-06-08,H002,S007,Persistent Cough,29,32.0,-9.375,885,0.0327683615819209
2026-06-08,H002,S008,Sore Throat,256,284.0,-9.859154929577464,885,0.28926553672316385
2026-06-08,H002,S009,Runny Nose,165,158.0,4.430379746835443,885,0.1864406779661017
2026-06-08,H002,S010,Breathlessness,4,14.0,-71.42857142857143,885,0.004519774011299435
2026-06-08,H002,S011,Chest Pain,2,2.0,0.0,885,0.0022598870056497176
2026-06-08,H002,S012,Loss of Taste,28,38.0,-26.31578947368421,885,0.031638418079096044
2026-06-08,H002,S013,Loss of Smell,27,44.0,-38.63636363636363,885,0.030508474576271188
2026-06-08,H002,S014,Muscle Pain,355,333.0,6.606606606606606,885,0.4011299435028249
2026-06-08,H002,S015,Joint Pain,147,120.0,22.5,885,0.16610169491525423
2026-06-08,H002,S016,Retro-orbital Pain,114,93.0,22.58064516129032,885,0.1288135593220339
2026-06-08,H002,S017,Rash,43,40.0,7.5,885,0.04858757062146893
2026-06-08,H002,S018,Nausea,110,89.0,23.595505617977526,885,0.12429378531073447
2026-06-08,H002,S019,Vomiting,144,139.0,3.597122302158273,885,0.16271186440677965
2026-06-08,H002,S020,Diarrhoea,120,123.0,-2.4390243902439024,885,0.13559322033898305
2026-06-08,H002,S021,Abdominal Pain,84,83.0,1.2048192771084338,885,0.09491525423728814
2026-06-08,H002,S022,Loss of Appetite,41,29.0,41.37931034482759,885,0.04632768361581921
2026-06-08,H002,S023,Weight Loss,3,3.0,0.0,885,0.003389830508474576
2026-06-08,H002,S024,Night Sweats,10,9.0,11.11111111111111,885,0.011299435028248588
2026-06-08,H002,S025,Bleeding,5,2.0,150.0,885,0.005649717514124294
2026-06-08,H002,S026,Anaemia,1,1.0,0.0,885,0.0011299435028248588
2026-06-08,H002,S027,Dehydration,4,2.0,100.0,885,0.004519774011299435
2026-06-08,H003,S001,Fever,920,920.0,0.0,1069,0.8606173994387278
2026-06-08,H003,S002,Headache,460,487.0,-5.544147843942506,1069,0.4303086997193639
2026-06-08,H003,S003,Fatigue,192,209.0,-8.133971291866029,1069,0.1796071094480823
2026-06-08,H003,S004,Chills,150,146.0,2.73972602739726,1069,0.1403180542563143
2026-06-08,H003,S005,Sweating,150,146.0,2.73972602739726,1069,0.1403180542563143
2026-06-08,H003,S006,Dry Cough,415,394.0,5.32994923857868,1069,0.3882132834424696
2026-06-08,H003,S007,Persistent Cough,31,32.0,-3.125,1069,0.028999064546304958
2026-06-08,H003,S008,Sore Throat,263,251.0,4.780876494023905,1069,0.2460243217960711
2026-06-08,H003,S009,Runny Nose,169,137.0,23.357664233576642,1069,0.1580916744621141
2026-06-08,H003,S010,Breathlessness,12,6.0,100.0,1069,0.011225444340505144
2026-06-08,H003,S011,Chest Pain,3,,,1069,0.002806361085126286
2026-06-08,H003,S012,Loss of Taste,33,19.0,73.68421052631578,1069,0.03086997193638915
2026-06-08,H003,S013,Loss of Smell,32,21.0,52.38095238095239,1069,0.029934518241347054
2026-06-08,H003,S014,Muscle Pain,436,456.0,-4.385964912280701,1069,0.4078578110383536
2026-06-08,H003,S015,Joint Pain,196,215.0,-8.837209302325581,1069,0.1833489242282507
2026-06-08,H003,S016,Retro-orbital Pain,155,159.0,-2.515723270440252,1069,0.1449953227315248
2026-06-08,H003,S017,Rash,53,77.0,-31.16883116883117,1069,0.04957904583723106
2026-06-08,H003,S018,Nausea,135,164.0,-17.682926829268293,1069,0.12628624883068287
2026-06-08,H003,S019,Vomiting,187,204.0,-8.333333333333332,1069,0.17492984097287184
2026-06-08,H003,S020,Diarrhoea,154,143.0,7.6923076923076925,1069,0.14405986903648269
2026-06-08,H003,S021,Abdominal Pain,116,96.0,20.833333333333336,1069,0.10851262862488306
2026-06-08,H003,S022,Loss of Appetite,40,44.0,-9.090909090909092,1069,0.037418147801683815
2026-06-08,H003,S023,Weight Loss,6,1.0,500.0,1069,0.005612722170252572
2026-06-08,H003,S024,Night Sweats,11,6.0,83.33333333333334,1069,0.01028999064546305
2026-06-08,H003,S025,Bleeding,3,2.0,50.0,1069,0.002806361085126286
2026-06-08,H003,S026,Anaemia,3,2.0,50.0,1069,0.002806361085126286
2026-06-08,H003,S027,Dehydration,10,5.0,100.0,1069,0.009354536950420954
2026-06-08,H004,S001,Fever,890,884.0,0.6787330316742082,1047,0.8500477554918816
2026-06-08,H004,S002,Headache,429,455.0,-5.714285714285714,1047,0.40974212034383956
2026-06-08,H004,S003,Fatigue,211,226.0,-6.637168141592921,1047,0.20152817574021012
2026-06-08,H004,S004,Chills,127,134.0,-5.223880597014925,1047,0.12129894937917861
2026-06-08,H004,S005,Sweating,127,134.0,-5.223880597014925,1047,0.12129894937917861
2026-06-08,H004,S006,Dry Cough,454,412.0,10.194174757281553,1047,0.43361986628462273
2026-06-08,H004,S007,Persistent Cough,33,36.0,-8.333333333333332,1047,0.03151862464183381
2026-06-08,H004,S008,Sore Throat,295,261.0,13.026819923371647,1047,0.2817574021012416
2026-06-08,H004,S009,Runny Nose,175,159.0,10.062893081761008,1047,0.16714422158548234
2026-06-08,H004,S010,Breathlessness,11,10.0,10.0,1047,0.010506208213944603
2026-06-08,H004,S011,Chest Pain,4,4.0,0.0,1047,0.0038204393505253103
2026-06-08,H004,S012,Loss of Taste,28,34.0,-17.647058823529413,1047,0.026743075453677174
2026-06-08,H004,S013,Loss of Smell,31,34.0,-8.823529411764707,1047,0.029608404966571154
2026-06-08,H004,S014,Muscle Pain,398,413.0,-3.631961259079903,1047,0.38013371537726837
2026-06-08,H004,S015,Joint Pain,169,167.0,1.1976047904191618,1047,0.16141356255969436
2026-06-08,H004,S016,Retro-orbital Pain,126,161.0,-21.73913043478261,1047,0.12034383954154727
2026-06-08,H004,S017,Rash,57,51.0,11.76470588235294,1047,0.054441260744985676
2026-06-08,H004,S018,Nausea,157,138.0,13.768115942028986,1047,0.14995224450811842
2026-06-08,H004,S019,Vomiting,201,194.0,3.608247422680412,1047,0.19197707736389685
