week,symptom_id,symptom_name,baseline_score,baseline_z_max,baseline_deviation_max,baseline_hospitals_elevated,baseline_hospitals_observed,anomaly_score,temporal_score,persistence_score,spatial_score,best_matching_disease_id,b8_pattern_score,objective_a_score,b8_integration_score,severity_score,severe_cases,total_cases,disease_total_cases,raw_risk_score,risk_score,strong_evidence_count,moderate_evidence_count,persistence_support,spatial_support,temporal_support,risk_alert,outbreak_signal,risk_explanation,alert_id,alert_level,alert_priority,alert_status,alert_type,recommended_action,baseline_contribution,anomaly_contribution,temporal_contribution,persistence_contribution,spatial_contribution,objective_a_contribution,severity_contribution,strong_evidence_count_explainability,moderate_evidence_count_explainability,primary_drivers,weak_or_missing_evidence,explainability_interpretation,detailed_explanation,weighted_evidence_breakdown,alert_severity
2026-06-01,S006,Dry Cough,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.46720753397664,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0).",ALT-20260601-S006-GREEN-0011,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.51,12.45,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.5. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.5. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=12.45; objective_a=5.51; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S008,Sore Throat,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.46720753397664,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0).",ALT-20260601-S008-GREEN-0012,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.51,12.45,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.5. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.5. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=12.45; objective_a=5.51; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S010,Breathlessness,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.46720753397664,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0).",ALT-20260601-S010-GREEN-0013,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.51,12.45,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.5. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.5. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=12.45; objective_a=5.51; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S012,Loss of Taste,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.46720753397664,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0).",ALT-20260601-S012-GREEN-0014,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.51,12.45,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.5. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.5. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=12.45; objective_a=5.51; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S013,Loss of Smell,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.46720753397664,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0).",ALT-20260601-S013-GREEN-0015,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.51,12.45,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.5. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.5. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=12.45; objective_a=5.51; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S011,Chest Pain,0.0,0.0,0.0,0,10,27.0,0.0,0.0,0.0,D006,47.236,42.56,54.25,91.18837672643,40.0,269.0,269.0,22.451856508964497,22.45,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (91.2).",ALT-20260601-S011-GREEN-0016,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.05,0.0,0.0,0.0,4.72,13.68,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.4. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D006.",severity=13.68; objective_a=4.72; anomaly=4.05; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S015,Joint Pain,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D001,50.532,48.56,53.49,83.23176202603375,137.0,1830.0,1830.0,22.037964303905063,22.04,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.0, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (50.5); severity burden from disease D001 (83.2).",ALT-20260601-S015-GREEN-0017,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.05,12.48,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.0. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.0. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=12.48; objective_a=5.05; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S022,Loss of Appetite,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D007,47.278000000000006,45.57,49.84,85.27539208981716,27.0,482.0,482.0,22.019108813472577,22.02,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.0, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (47.3); severity burden from disease D007 (85.3).",ALT-20260601-S022-GREEN-0018,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.73,12.79,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.0. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.0. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D007.",severity=12.79; objective_a=4.73; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S016,Retro-orbital Pain,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D001,46.812,44.84,49.77,83.23176202603375,137.0,1830.0,1830.0,21.665964303905064,21.67,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (46.8); severity burden from disease D001 (83.2).",ALT-20260601-S016-GREEN-0019,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.68,12.48,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.7. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=12.48; objective_a=4.68; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S025,Bleeding,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D001,46.728,44.36,50.28,83.23176202603375,137.0,1830.0,1830.0,21.657564303905065,21.66,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (46.7); severity burden from disease D001 (83.2).",ALT-20260601-S025-GREEN-0020,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.67,12.48,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.7. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=12.48; objective_a=4.67; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S004,Chills,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D002,41.852,39.22,45.8,84.95668774927083,101.0,1154.0,1154.0,21.428703162390622,21.43,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.0).",ALT-20260601-S004-GREEN-0021,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.19,12.74,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.4. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=12.74; anomaly=4.50; objective_a=4.19; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S005,Sweating,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D002,41.852,39.22,45.8,84.95668774927083,101.0,1154.0,1154.0,21.428703162390622,21.43,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.0).",ALT-20260601-S005-GREEN-0022,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.19,12.74,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.4. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=12.74; anomaly=4.50; objective_a=4.19; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S026,Anaemia,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D002,41.852,39.22,45.8,84.95668774927083,101.0,1154.0,1154.0,21.428703162390622,21.43,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.0).",ALT-20260601-S026-GREEN-0023,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.19,12.74,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.4. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=12.74; anomaly=4.50; objective_a=4.19; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-06-01,S020,Diarrhoea,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D008,48.106,42.95,55.84,73.08532133920711,31.0,1197.0,1197.0,20.27339820088107,20.27,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.3, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (73.1).",ALT-20260601-S020-GREEN-0024,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.81,10.96,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.3. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D008.",severity=10.96; objective_a=4.81; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
