week,symptom_id,symptom_name,baseline_score,baseline_z_max,baseline_deviation_max,baseline_hospitals_elevated,baseline_hospitals_observed,anomaly_score,temporal_score,persistence_score,spatial_score,best_matching_disease_id,b8_pattern_score,objective_a_score,b8_integration_score,severity_score,severe_cases,total_cases,disease_total_cases,raw_risk_score,risk_score,strong_evidence_count,moderate_evidence_count,persistence_support,spatial_support,temporal_support,risk_alert,outbreak_signal,risk_explanation,alert_id,alert_level,alert_priority,alert_status,alert_type,recommended_action,baseline_contribution,anomaly_contribution,temporal_contribution,persistence_contribution,spatial_contribution,objective_a_contribution,severity_contribution,strong_evidence_count_explainability,moderate_evidence_count_explainability,primary_drivers,weak_or_missing_evidence,explainability_interpretation,detailed_explanation,weighted_evidence_breakdown,alert_severity
2026-08-24,S018,Nausea,12.110463346110052,0.6285610169353201,5.448154657293498,0,10,34.4,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,23.396417723677565,23.4,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 23.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2).",ALT-20260824-S018-GREEN-0335,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,1.82,5.16,0.0,0.0,0.0,5.74,10.68,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 23.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 23.4. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=5.74; anomaly=5.16; baseline=1.82; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S026,Anaemia,22.11220056985009,0.5855555636027701,41.17647058823529,0,10,28.1,0.0,0.0,0.0,D002,41.852,39.22,45.8,71.56419602064199,68.0,945.0,945.0,22.45165948857381,22.45,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (71.6).",ALT-20260824-S026-GREEN-0336,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,3.32,4.22,0.0,0.0,0.0,4.19,10.73,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.4. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=10.73; anomaly=4.22; objective_a=4.19; baseline=3.32; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S016,Retro-orbital Pain,0.0,-0.4013083330419837,-3.281027104136943,0,10,30.0,11.98,3.19,0.0,D001,46.812,44.84,49.77,71.21365481174038,106.0,1460.0,1460.0,22.138748221761052,22.14,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.1, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (46.8); severity burden from disease D001 (71.2).",ALT-20260824-S016-GREEN-0337,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,1.8,0.48,0.0,4.68,10.68,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 22.1. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 22.1. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=4.68; anomaly=4.50; temporal=1.80; persistence=0.48; baseline=0.00; spatial=0.00,0
2026-08-24,S004,Chills,0.0,-0.4199263064023151,-3.321554770318025,0,10,30.0,11.78,3.14,0.0,D002,41.852,39.22,45.8,71.56419602064199,68.0,945.0,945.0,21.6578294030963,21.66,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (71.6).",ALT-20260824-S004-GREEN-0338,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,1.77,0.47,0.0,4.19,10.73,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.7. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=10.73; anomaly=4.50; objective_a=4.19; temporal=1.77; persistence=0.47; baseline=0.00; spatial=0.00,0
2026-08-24,S005,Sweating,0.0,-0.4199263064023151,-3.321554770318025,0,10,30.0,11.78,3.14,0.0,D002,41.852,39.22,45.8,71.56419602064199,68.0,945.0,945.0,21.6578294030963,21.66,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (71.6).",ALT-20260824-S005-GREEN-0339,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,1.77,0.47,0.0,4.19,10.73,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 21.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.7. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=10.73; anomaly=4.50; objective_a=4.19; temporal=1.77; persistence=0.47; baseline=0.00; spatial=0.00,0
2026-08-24,S001,Fever,0.0,-3.890857456250525,-12.453630100688924,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2).",ALT-20260824-S001-GREEN-0340,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.74,10.68,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.9. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.9. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=5.74; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S002,Headache,0.0,-2.214454461428313,-10.020876826722338,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2).",ALT-20260824-S002-GREEN-0341,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.74,10.68,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.9. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.9. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=5.74; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S014,Muscle Pain,0.0,-2.502440685714239,-13.098672821696477,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2).",ALT-20260824-S014-GREEN-0342,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.74,10.68,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.9. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.9. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=5.74; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S019,Vomiting,0.0,-0.1868891487024907,-1.378929950358528,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2).",ALT-20260824-S019-GREEN-0343,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.74,10.68,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.9. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.9. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=5.74; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S013,Loss of Smell,6.231607237243784,0.3004270464795249,4.081632653061232,0,10,32.1,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,20.79149727901544,20.79,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.8, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5).",ALT-20260824-S013-GREEN-0344,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.93,4.82,0.0,0.0,0.0,5.51,9.53,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.8. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.8. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=9.53; objective_a=5.51; anomaly=4.82; baseline=0.93; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S020,Diarrhoea,0.0,-0.7063784749755478,-3.3016228315612697,0,10,30.0,0.0,0.0,0.0,D008,48.106,42.95,55.84,75.7968771963547,38.0,1076.0,1076.0,20.680131579453203,20.68,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (75.8).",ALT-20260824-S020-GREEN-0345,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,4.81,11.37,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.7. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D008.",severity=11.37; objective_a=4.81; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S012,Loss of Taste,3.661116881067496,0.1481868684597175,3.971119133574012,0,10,31.04,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,20.246923725588992,20.25,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.2, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5).",ALT-20260824-S012-GREEN-0346,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.55,4.66,0.0,0.0,0.0,5.51,9.53,2,2,Severity burden; Objective A emerging/atypical signal,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.2. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.2. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=9.53; objective_a=5.51; anomaly=4.66; baseline=0.55; temporal=0.00; persistence=0.00; spatial=0.00,0
2026-08-24,S015,Joint Pain,0.0,-0.7714691056306098,-6.348281887012237,0,10,30.0,0.0,0.0,0.0,D001,50.532,48.56,53.49,71.21365481174038,106.0,1460.0,1460.0,20.235248221761054,20.24,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.2, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (50.5); severity burden from disease D001 (71.2).",ALT-20260824-S015-GREEN-0347,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,0.0,4.5,0.0,0.0,0.0,5.05,10.68,1,2,Severity burden,Historical baseline; Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 20.2. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 20.2. Primary risk drivers: Severity burden. Weaker or missing corroboration: Historical baseline, Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=10.68; objective_a=5.05; anomaly=4.50; baseline=0.00; temporal=0.00; persistence=0.00; spatial=0.00,0
