week,symptom_id,symptom_name,source_hospital_id,source_hospital_name,source_city,source_region,target_hospital_id,target_hospital_name,target_city,target_region,geographic_relation,target_growth_rate
2026-06-15,S017,Rash,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,30.23255813953488
2026-06-15,S017,Rash,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,38.46153846153847
2026-06-15,S017,Rash,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,30.23255813953488
2026-06-15,S017,Rash,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,38.46153846153847
2026-06-15,S021,Abdominal Pain,H003,JIPMER Puducherry,Puducherry,Puducherry,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,38.70967741935484
2026-06-15,S021,Abdominal Pain,H003,JIPMER Puducherry,Puducherry,Puducherry,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,26.666666666666668
2026-06-15,S021,Abdominal Pain,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,36.666666666666664
2026-06-15,S021,Abdominal Pain,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,38.70967741935484
2026-06-15,S021,Abdominal Pain,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,26.666666666666668
2026-06-15,S021,Abdominal Pain,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,36.666666666666664
2026-06-15,S022,Loss of Appetite,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,41.37931034482759
2026-06-15,S022,Loss of Appetite,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,26.923076923076923
2026-06-15,S022,Loss of Appetite,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,41.37931034482759
2026-06-15,S022,Loss of Appetite,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,26.923076923076923
2026-06-15,S022,Loss of Appetite,H007,Safdarjung Hospital,New Delhi,Delhi,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,41.37931034482759
2026-06-15,S022,Loss of Appetite,H007,Safdarjung Hospital,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,26.923076923076923
2026-06-15,S022,Loss of Appetite,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,41.37931034482759
2026-06-15,S022,Loss of Appetite,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,26.923076923076923
2026-06-15,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,200.0
2026-06-15,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,100.0
2026-06-15,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,125.0
2026-06-15,S023,Weight Loss,H004,CMC Vellore,Vellore,Tamil Nadu,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,200.0
2026-06-15,S023,Weight Loss,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,33.33333333333333
2026-06-15,S023,Weight Loss,H004,CMC Vellore,Vellore,Tamil Nadu,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,100.0
2026-06-15,S023,Weight Loss,H004,CMC Vellore,Vellore,Tamil Nadu,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,125.0
2026-06-15,S023,Weight Loss,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,200.0
2026-06-15,S023,Weight Loss,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,33.33333333333333
2026-06-15,S023,Weight Loss,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,100.0
2026-06-15,S023,Weight Loss,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,125.0
2026-06-15,S024,Night Sweats,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,62.5
2026-06-15,S024,Night Sweats,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,36.36363636363637
2026-06-15,S024,Night Sweats,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,50.0
2026-06-15,S024,Night Sweats,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,166.66666666666669
2026-06-15,S024,Night Sweats,H003,JIPMER Puducherry,Puducherry,Puducherry,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,62.5
2026-06-15,S024,Night Sweats,H003,JIPMER Puducherry,Puducherry,Puducherry,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,40.0
2026-06-15,S024,Night Sweats,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,50.0
2026-06-15,S024,Night Sweats,H003,JIPMER Puducherry,Puducherry,Puducherry,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,166.66666666666669
2026-06-15,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,62.5
2026-06-15,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,40.0
2026-06-15,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,36.36363636363637
2026-06-15,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,50.0
2026-06-15,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,166.66666666666669
2026-06-15,S024,Night Sweats,H007,Safdarjung Hospital,New Delhi,Delhi,H001,AIIMS New Delhi,New Delhi,Delhi,same_city,62.5
2026-06-15,S024,Night Sweats,H007,Safdarjung Hospital,New Delhi,Delhi,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,40.0
2026-06-15,S024,Night Sweats,H007,Safdarjung Hospital,New Delhi,Delhi,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,36.36363636363637
2026-06-15,S024,Night Sweats,H007,Safdarjung Hospital,New Delhi,Delhi,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,50.0
2026-06-15,S024,Night Sweats,H007,Safdarjung Hospital,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,166.66666666666669
2026-06-15,S025,Bleeding,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,66.66666666666666
2026-06-15,S025,Bleeding,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,300.0
2026-06-15,S025,Bleeding,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.0
2026-06-15,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,300.0
2026-06-15,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.0
2026-06-15,S025,Bleeding,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,66.66666666666666
2026-06-15,S025,Bleeding,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,300.0
2026-06-15,S025,Bleeding,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.0
2026-06-15,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,66.66666666666666
2026-06-15,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,300.0
2026-06-15,S026,Anaemia,H001,AIIMS New Delhi,New Delhi,Delhi,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,66.66666666666666
2026-06-15,S026,Anaemia,H001,AIIMS New Delhi,New Delhi,Delhi,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,66.66666666666666
2026-06-15,S026,Anaemia,H001,AIIMS New Delhi,New Delhi,Delhi,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,100.0
2026-06-15,S026,Anaemia,H003,JIPMER Puducherry,Puducherry,Puducherry,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,66.66666666666666
2026-06-15,S026,Anaemia,H003,JIPMER Puducherry,Puducherry,Puducherry,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,100.0
2026-06-15,S026,Anaemia,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,66.66666666666666
2026-06-15,S026,Anaemia,H004,CMC Vellore,Vellore,Tamil Nadu,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,100.0
2026-06-15,S026,Anaemia,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,66.66666666666666
2026-06-15,S026,Anaemia,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,66.66666666666666
2026-06-15,S026,Anaemia,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,100.0
2026-06-15,S027,Dehydration,H001,AIIMS New Delhi,New Delhi,Delhi,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H001,AIIMS New Delhi,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,33.33333333333333
2026-06-15,S027,Dehydration,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,33.33333333333333
2026-06-15,S027,Dehydration,H003,JIPMER Puducherry,Puducherry,Puducherry,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H003,JIPMER Puducherry,Puducherry,Puducherry,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,33.33333333333333
2026-06-15,S027,Dehydration,H004,CMC Vellore,Vellore,Tamil Nadu,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H004,CMC Vellore,Vellore,Tamil Nadu,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,33.33333333333333
2026-06-15,S027,Dehydration,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,33.33333333333333
2026-06-15,S027,Dehydration,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-06-15,S027,Dehydration,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,33.33333333333333
2026-06-22,S007,Persistent Cough,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,57.89473684210527
2026-06-22,S007,Persistent Cough,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,29.629629629629626
2026-06-22,S007,Persistent Cough,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,57.89473684210527
2026-06-22,S007,Persistent Cough,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,29.629629629629626
2026-06-22,S007,Persistent Cough,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,57.89473684210527
2026-06-22,S007,Persistent Cough,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,57.89473684210527
2026-06-22,S007,Persistent Cough,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,29.629629629629626
2026-06-22,S007,Persistent Cough,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,57.89473684210527
2026-06-22,S007,Persistent Cough,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,29.629629629629626
2026-06-22,S011,Chest Pain,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,150.0
2026-06-22,S011,Chest Pain,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,150.0
2026-06-22,S011,Chest Pain,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,150.0
2026-06-22,S012,Loss of Taste,H001,AIIMS New Delhi,New Delhi,Delhi,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,50.0
2026-06-22,S012,Loss of Taste,H001,AIIMS New Delhi,New Delhi,Delhi,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,25.0
2026-06-22,S012,Loss of Taste,H001,AIIMS New Delhi,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,64.28571428571429
2026-06-22,S013,Loss of Smell,H001,AIIMS New Delhi,New Delhi,Delhi,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,52.0
2026-06-22,S013,Loss of Smell,H001,AIIMS New Delhi,New Delhi,Delhi,H007,Safdarjung Hospital,New Delhi,Delhi,same_city,45.0
2026-06-22,S017,Rash,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,76.92307692307693
2026-06-22,S017,Rash,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,50.0
2026-06-22,S017,Rash,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,76.92307692307693
2026-06-22,S017,Rash,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,50.0
2026-06-22,S022,Loss of Appetite,H004,CMC Vellore,Vellore,Tamil Nadu,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,47.61904761904761
2026-06-22,S022,Loss of Appetite,H004,CMC Vellore,Vellore,Tamil Nadu,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.64102564102564
2026-06-22,S022,Loss of Appetite,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,47.61904761904761
2026-06-22,S022,Loss of Appetite,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.64102564102564
2026-06-22,S022,Loss of Appetite,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,47.61904761904761
2026-06-22,S022,Loss of Appetite,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.64102564102564
2026-06-22,S022,Loss of Appetite,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,47.61904761904761
2026-06-22,S022,Loss of Appetite,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,25.64102564102564
2026-06-22,S023,Weight Loss,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,50.0
2026-06-22,S023,Weight Loss,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,350.0
2026-06-22,S023,Weight Loss,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,100.0
2026-06-22,S023,Weight Loss,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,50.0
2026-06-22,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,50.0
2026-06-22,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,350.0
2026-06-22,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,100.0
2026-06-22,S023,Weight Loss,H003,JIPMER Puducherry,Puducherry,Puducherry,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,50.0
2026-06-22,S023,Weight Loss,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,50.0
2026-06-22,S023,Weight Loss,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,350.0
2026-06-22,S023,Weight Loss,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,50.0
2026-06-22,S023,Weight Loss,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,50.0
2026-06-22,S023,Weight Loss,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,350.0
2026-06-22,S023,Weight Loss,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,100.0
2026-06-22,S023,Weight Loss,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,50.0
2026-06-22,S024,Night Sweats,H001,AIIMS New Delhi,New Delhi,Delhi,H007,Safdarjung Hospital,New Delhi,Delhi,same_city,114.28571428571428
2026-06-22,S024,Night Sweats,H001,AIIMS New Delhi,New Delhi,Delhi,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,83.33333333333334
2026-06-22,S024,Night Sweats,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,114.28571428571428
2026-06-22,S024,Night Sweats,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,83.33333333333334
2026-06-22,S024,Night Sweats,H003,JIPMER Puducherry,Puducherry,Puducherry,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,114.28571428571428
2026-06-22,S024,Night Sweats,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,83.33333333333334
2026-06-22,S024,Night Sweats,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,114.28571428571428
2026-06-22,S024,Night Sweats,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,114.28571428571428
2026-06-22,S024,Night Sweats,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,83.33333333333334
2026-06-22,S025,Bleeding,H001,AIIMS New Delhi,New Delhi,Delhi,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,40.0
2026-06-22,S025,Bleeding,H001,AIIMS New Delhi,New Delhi,Delhi,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,25.0
2026-06-22,S025,Bleeding,H001,AIIMS New Delhi,New Delhi,Delhi,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,300.0
2026-06-22,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,25.0
2026-06-22,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,300.0
2026-06-22,S025,Bleeding,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,40.0
2026-06-22,S025,Bleeding,H004,CMC Vellore,Vellore,Tamil Nadu,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,25.0
2026-06-22,S025,Bleeding,H004,CMC Vellore,Vellore,Tamil Nadu,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,300.0
2026-06-22,S025,Bleeding,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,40.0
2026-06-22,S025,Bleeding,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,300.0
2026-06-22,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,40.0
2026-06-22,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,25.0
2026-06-22,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,300.0
2026-06-22,S026,Anaemia,H003,JIPMER Puducherry,Puducherry,Puducherry,H001,AIIMS New Delhi,New Delhi,Delhi,cross_region,200.0
2026-06-22,S026,Anaemia,H003,JIPMER Puducherry,Puducherry,Puducherry,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,100.0
