week,symptom_id,symptom_name,hospitals_observed,hospitals_increasing,average_growth_rate,spread_proportion,cross_hospital_alert,average_z_score,maximum_z_score,baseline_anomalous_hospitals,baseline_strong_hospitals,anomaly_score,anomaly_alert,potential_outbreak,persistent_hospitals,strong_anomaly_hospitals,max_hospital_consecutive_weeks,cross_hospital_consecutive_weeks,persistence_score,cross_hospital_persistence_alert,persistent_outbreak_signal,outbreak_risk_score,outbreak_risk_level,risk_interpretation,final_outbreak_signal
2026-06-01,S018,Nausea,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S019,Vomiting,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S020,Diarrhoea,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S021,Abdominal Pain,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S022,Loss of Appetite,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S023,Weight Loss,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S024,Night Sweats,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S025,Bleeding,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S026,Anaemia,10,0,,1.0,GREEN,,,0,0,30.0,GREEN,False,0,0,0,0,0.0,GREEN,False,32.5,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S011,Chest Pain,9,0,,0.9,GREEN,,,0,0,27.0,GREEN,False,0,0,0,0,0.0,GREEN,False,29.25,GREEN,No significant persistent outbreak signal.,False
2026-06-01,S027,Dehydration,9,0,,0.9,GREEN,,,0,0,27.0,GREEN,False,0,0,0,0,0.0,GREEN,False,29.25,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S027,Dehydration,9,6,211.25,0.9,RED,,inf,0,0,54.5,YELLOW,True,0,0,0,0,2.5,GREEN,False,66.62,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-08,S026,Anaemia,10,6,59.16666666666667,1.0,RED,,inf,0,0,50.83,YELLOW,True,0,0,0,0,2.5,GREEN,False,60.04,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-08,S025,Bleeding,10,5,53.333333333333336,1.0,ORANGE,,inf,0,0,46.67,YELLOW,True,0,0,0,0,2.5,GREEN,False,57.83,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-08,S023,Weight Loss,10,3,45.76190476190476,1.0,ORANGE,,inf,0,0,43.65,YELLOW,True,0,0,0,0,2.5,GREEN,False,51.56,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S007,Persistent Cough,10,4,7.66022153874051,1.0,ORANGE,,inf,0,0,31.53,GREEN,False,0,0,0,0,1.88,GREEN,False,42.79,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S012,Loss of Taste,10,3,7.454150372443546,1.0,ORANGE,,inf,0,0,34.49,GREEN,False,0,0,0,0,2.5,GREEN,False,41.61,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S010,Breathlessness,10,2,13.274531024531026,1.0,YELLOW,,inf,0,0,35.65,YELLOW,True,0,0,0,0,2.5,GREEN,False,41.07,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S013,Loss of Smell,10,3,4.863604626926266,1.0,ORANGE,,inf,0,0,33.97,GREEN,False,0,0,0,0,2.5,GREEN,False,40.97,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S024,Night Sweats,10,2,7.425282234105765,1.0,YELLOW,,inf,0,0,34.49,GREEN,False,0,0,0,0,2.33,GREEN,False,39.57,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S022,Loss of Appetite,10,2,9.025441585541737,1.0,YELLOW,,inf,0,0,33.31,GREEN,False,0,0,0,0,2.05,GREEN,False,39.54,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S011,Chest Pain,8,2,23.809523809523814,0.8,YELLOW,,inf,0,0,31.76,GREEN,False,0,0,0,0,2.5,GREEN,False,37.2,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-08,S018,Nausea,10,1,-0.8447562224660039,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.86,GREEN,False,34.87,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S009,Runny Nose,10,0,7.433199562312143,1.0,GREEN,,inf,0,0,31.49,GREEN,False,0,0,0,0,1.73,GREEN,False,34.71,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S015,Joint Pain,10,0,4.963545979283408,1.0,GREEN,,inf,0,0,30.99,GREEN,False,0,0,0,0,1.72,GREEN,False,34.08,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S006,Dry Cough,10,0,2.8395203814515138,1.0,GREEN,,inf,0,0,30.57,GREEN,False,0,0,0,0,1.67,GREEN,False,33.54,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S008,Sore Throat,10,0,1.8332869201699795,1.0,GREEN,,inf,0,0,30.37,GREEN,False,0,0,0,0,1.63,GREEN,False,33.29,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S014,Muscle Pain,10,0,1.1722434440023082,1.0,GREEN,,inf,0,0,30.23,GREEN,False,0,0,0,0,1.66,GREEN,False,33.12,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S016,Retro-orbital Pain,10,0,-2.840539520292773,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.73,GREEN,False,32.85,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S021,Abdominal Pain,10,0,-0.8139916001347537,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.71,GREEN,False,32.84,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S017,Rash,10,0,-1.7410110098404528,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.72,GREEN,False,32.84,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S020,Diarrhoea,10,0,-0.2434133087369287,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.58,GREEN,False,32.82,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S002,Headache,10,0,-3.622514244961122,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.58,GREEN,False,32.82,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S004,Chills,10,0,-7.876774441579871,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.58,GREEN,False,32.82,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S005,Sweating,10,0,-7.876774441579871,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.58,GREEN,False,32.82,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S001,Fever,10,0,-0.0981603155457996,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.53,GREEN,False,32.81,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S019,Vomiting,10,0,-2.623033909442523,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.55,GREEN,False,32.81,GREEN,No significant persistent outbreak signal.,False
2026-06-08,S003,Fatigue,10,0,-5.694691014139049,1.0,GREEN,,inf,0,0,30.0,GREEN,False,0,0,0,0,1.57,GREEN,False,32.81,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S023,Weight Loss,10,7,75.38888888888889,1.0,RED,inf,inf,0,0,54.08,YELLOW,True,0,0,0,0,2.5,GREEN,False,64.1,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-15,S011,Chest Pain,10,5,53.333333333333336,1.0,ORANGE,,inf,0,0,46.67,YELLOW,True,0,0,0,0,2.5,GREEN,False,57.83,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-15,S024,Night Sweats,10,6,33.33050283050283,1.0,ORANGE,inf,inf,0,0,41.17,YELLOW,True,0,0,0,0,2.12,GREEN,False,52.38,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S025,Bleeding,7,4,70.47619047619047,0.7,ORANGE,inf,inf,0,0,41.1,YELLOW,True,0,0,0,0,2.5,GREEN,False,50.37,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S027,Dehydration,10,3,13.05952380952381,1.0,ORANGE,1.077496047522358,12.020815280171307,0,0,35.61,YELLOW,True,0,0,0,0,2.5,GREEN,False,43.01,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S026,Anaemia,8,4,26.25,0.8,ORANGE,,inf,0,0,35.25,YELLOW,True,0,0,0,0,2.5,GREEN,False,42.56,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S021,Abdominal Pain,10,3,14.423737808133495,1.0,ORANGE,,inf,0,0,32.88,GREEN,False,0,0,0,0,1.87,GREEN,False,42.48,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S010,Breathlessness,10,3,8.771561771561773,1.0,ORANGE,-0.8673843182554982,0.7071067811865475,0,0,34.75,GREEN,False,0,0,0,0,1.04,GREEN,False,41.65,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S007,Persistent Cough,10,2,9.289577424491217,1.0,YELLOW,0.8903117199485167,6.010407640085654,0,0,33.36,GREEN,False,0,0,0,0,2.36,GREEN,False,39.67,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S017,Rash,10,3,2.7240158527226077,1.0,ORANGE,inf,inf,0,0,30.54,GREEN,False,0,0,0,0,1.8,GREEN,False,39.54,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S004,Chills,10,2,6.811105742532111,1.0,YELLOW,0.5606571100608002,12.020815280171307,0,0,31.36,GREEN,False,0,0,0,0,1.6,GREEN,False,38.52,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S005,Sweating,10,2,6.811105742532111,1.0,YELLOW,0.5606571100608002,12.020815280171307,0,0,31.36,GREEN,False,0,0,0,0,1.6,GREEN,False,38.52,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S012,Loss of Taste,10,2,3.9890239265239273,1.0,YELLOW,-1.338901078218147,4.00693842672377,0,0,32.3,GREEN,False,0,0,0,0,1.39,GREEN,False,38.15,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S022,Loss of Appetite,10,2,3.5712889419461957,1.0,YELLOW,inf,inf,0,0,30.71,GREEN,False,0,0,0,0,1.65,GREEN,False,37.72,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-15,S003,Fatigue,10,1,0.9449992436733912,1.0,GREEN,-4.422832626514468,3.792663644546028,0,0,30.19,GREEN,False,0,0,0,0,1.27,GREEN,False,34.99,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S018,Nausea,10,0,8.281300198742391,1.0,GREEN,0.7538228782504979,2.45803785841038,0,0,31.66,GREEN,False,0,0,0,0,0.97,GREEN,False,34.77,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S013,Loss of Smell,10,1,-5.790842884889375,1.0,GREEN,-0.798412052108041,3.5355339059327373,0,0,30.0,GREEN,False,0,0,0,0,1.16,GREEN,False,34.73,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S020,Diarrhoea,10,0,7.1751697814208,1.0,GREEN,,inf,0,0,31.44,GREEN,False,0,0,0,0,1.69,GREEN,False,34.63,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S019,Vomiting,10,0,6.797697898567111,1.0,GREEN,inf,inf,0,0,31.36,GREEN,False,0,0,0,0,1.71,GREEN,False,34.54,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S016,Retro-orbital Pain,10,0,-1.6271815982616915,1.0,GREEN,-inf,7.424621202458749,0,0,30.0,GREEN,False,0,0,0,0,1.65,GREEN,False,32.83,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S006,Dry Cough,10,0,-2.1117877457589893,1.0,GREEN,-8.771559251107274,6.363961030678928,0,0,30.0,GREEN,False,0,0,0,0,1.54,GREEN,False,32.81,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S008,Sore Throat,10,0,-0.6977750130982194,1.0,GREEN,0.08463814963514385,4.00693842672377,0,0,30.0,GREEN,False,0,0,0,0,1.31,GREEN,False,32.76,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S002,Headache,10,0,-0.3560122039400888,1.0,GREEN,-1.0751325433252148,1.4404027024170412,0,0,30.0,GREEN,False,0,0,0,0,0.52,GREEN,False,32.6,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S009,Runny Nose,10,0,-5.184409161991153,1.0,GREEN,-inf,1.414213562373095,0,0,30.0,GREEN,False,0,0,0,0,0.49,GREEN,False,32.6,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S014,Muscle Pain,10,0,-4.123955185728261,1.0,GREEN,-0.8666065270729224,0.6527139518645054,0,0,30.0,GREEN,False,0,0,0,0,0.2,GREEN,False,32.54,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S015,Joint Pain,10,0,-8.480247785226624,1.0,GREEN,-4.93318147622673,0.6023502210107626,0,0,30.0,GREEN,False,0,0,0,0,0.18,GREEN,False,32.54,GREEN,No significant persistent outbreak signal.,False
2026-06-15,S001,Fever,10,0,-1.534280452465339,1.0,GREEN,-inf,0.4714045207910317,0,0,30.0,GREEN,False,0,0,0,0,0.14,GREEN,False,32.53,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S027,Dehydration,10,4,63.583333333333336,1.0,ORANGE,0.7496734226936045,4.618802153517005,0,0,48.72,YELLOW,True,0,0,0,0,2.39,GREEN,False,58.37,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-22,S012,Loss of Taste,10,4,31.930045529183463,1.0,ORANGE,1.071310068187497,2.8368325730679014,0,0,42.39,YELLOW,True,0,0,0,0,1.46,GREEN,False,50.28,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S023,Weight Loss,10,4,28.611111111111114,1.0,ORANGE,0.36842069762508234,3.7097041340118704,0,0,41.72,YELLOW,True,0,0,0,0,2.11,GREEN,False,49.57,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S013,Loss of Smell,10,4,28.398214814913104,1.0,ORANGE,0.41918856406053245,2.155263624321299,0,0,38.68,YELLOW,True,0,0,0,0,1.17,GREEN,False,48.58,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S010,Breathlessness,10,4,21.729097699685934,1.0,ORANGE,0.16777037514148174,4.041451884327381,0,0,38.85,YELLOW,True,0,0,0,0,1.43,GREEN,False,47.34,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S011,Chest Pain,9,4,30.55555555555556,0.9,ORANGE,-inf,6.350852961085884,0,0,39.11,YELLOW,True,0,0,0,0,2.5,GREEN,False,46.89,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S025,Bleeding,10,2,13.5,1.0,YELLOW,0.32755976150148614,2.400396792595916,0,0,34.2,GREEN,False,0,0,0,0,1.34,GREEN,False,40.52,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S017,Rash,10,2,8.700569582922524,1.0,YELLOW,0.482491454142695,4.138119259730432,0,0,34.74,GREEN,False,0,0,0,0,2.01,GREEN,False,39.83,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S024,Night Sweats,10,2,6.967338217338217,1.0,YELLOW,0.39899874611880015,5.484827557301445,0,0,34.39,GREEN,False,0,0,0,0,2.33,GREEN,False,39.46,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S007,Persistent Cough,10,2,-2.720905839572061,1.0,YELLOW,-1.4009453247325403,3.042434922296655,0,0,31.5,GREEN,False,0,0,0,0,1.36,GREEN,False,37.15,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S022,Loss of Appetite,10,2,-6.157888859108373,1.0,YELLOW,-0.06545012177514539,5.455447255899807,0,0,30.0,GREEN,False,0,0,0,0,1.98,GREEN,False,36.9,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S015,Joint Pain,10,1,8.420521603607645,1.0,GREEN,0.46967517200814723,2.2994340472328445,0,0,31.68,GREEN,False,0,0,0,0,0.8,GREEN,False,36.76,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S009,Runny Nose,10,1,4.128915130987339,1.0,GREEN,-0.09645402033341685,3.1641594084218894,0,0,30.83,GREEN,False,0,0,0,0,1.03,GREEN,False,35.74,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S026,Anaemia,7,3,20.95238095238096,0.7,ORANGE,-0.2140727018032543,6.350852961085883,0,0,29.69,GREEN,False,0,0,0,0,2.5,GREEN,False,35.61,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-22,S016,Retro-orbital Pain,10,0,8.86023964298835,1.0,GREEN,2.400470662779204,9.23760430703397,0,0,31.77,GREEN,False,0,0,0,0,1.65,GREEN,False,35.04,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S003,Fatigue,10,0,7.1991838873319125,1.0,GREEN,0.8901895903901369,5.2915026221291805,0,0,31.44,GREEN,False,0,0,0,0,1.57,GREEN,False,34.61,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S014,Muscle Pain,10,0,5.898234910941948,1.0,GREEN,0.8200021047922468,3.412500738508723,0,0,31.18,GREEN,False,0,0,0,0,1.13,GREEN,False,34.2,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S006,Dry Cough,10,0,4.169950879100016,1.0,GREEN,0.8475586494287126,6.992342750670703,0,0,30.83,GREEN,False,0,0,0,0,1.59,GREEN,False,33.86,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S001,Fever,10,0,4.111688761002605,1.0,GREEN,4.440453260937323,19.19689645055521,0,0,30.82,GREEN,False,0,0,0,0,1.62,GREEN,False,33.85,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S002,Headache,10,0,3.822581739162545,1.0,GREEN,0.7233444615201535,4.444444444444445,0,0,30.76,GREEN,False,0,0,0,0,1.45,GREEN,False,33.74,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S008,Sore Throat,10,0,3.851611673578264,1.0,GREEN,0.5672021273554381,3.4837455331342047,0,0,30.77,GREEN,False,0,0,0,0,1.26,GREEN,False,33.71,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S018,Nausea,10,0,-5.460264817743923,1.0,GREEN,0.3512720781528901,6.379052256590136,0,0,30.0,GREEN,False,0,0,0,0,1.72,GREEN,False,32.84,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S021,Abdominal Pain,10,0,-6.383756119033333,1.0,GREEN,0.8926777646637802,12.701705922171769,0,0,30.0,GREEN,False,0,0,0,0,1.69,GREEN,False,32.84,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S004,Chills,10,0,0.0032973462664543,1.0,GREEN,-0.36417428071783275,5.405899027195886,0,0,30.0,GREEN,False,0,0,0,0,1.67,GREEN,False,32.83,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S005,Sweating,10,0,0.0032973462664543,1.0,GREEN,-0.36417428071783275,5.405899027195886,0,0,30.0,GREEN,False,0,0,0,0,1.67,GREEN,False,32.83,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S019,Vomiting,10,0,-1.4315353564185442,1.0,GREEN,0.43945409255089257,5.220368976638746,0,0,30.0,GREEN,False,0,0,0,0,1.63,GREEN,False,32.83,GREEN,No significant persistent outbreak signal.,False
2026-06-22,S020,Diarrhoea,10,0,-4.940855159739665,1.0,GREEN,0.404782393294996,11.547005383792532,0,0,30.0,GREEN,False,0,0,0,0,1.61,GREEN,False,32.82,GREEN,No significant persistent outbreak signal.,False
2026-06-29,S023,Weight Loss,10,5,77.88888888888889,1.0,ORANGE,0.17362933667567276,3.6742346141747673,1,1,77.3,RED,True,1,1,1,0,17.94,GREEN,False,73.49,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-29,S025,Bleeding,10,3,64.80952380952381,1.0,ORANGE,1.185201979406902,9.5,2,2,82.46,RED,True,2,2,1,1,35.5,GREEN,False,71.68,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-29,S026,Anaemia,10,4,49.16666666666666,1.0,ORANGE,0.22187477506488285,2.449489742783178,1,1,62.98,ORANGE,True,1,1,1,0,17.9,GREEN,False,62.16,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-29,S022,Loss of Appetite,10,4,8.744486803115228,1.0,ORANGE,0.6630296506148856,7.1030549646267325,3,1,66.75,ORANGE,True,3,1,1,1,37.64,GREEN,False,58.96,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-29,S011,Chest Pain,10,4,7.333333333333334,1.0,ORANGE,0.3257083658230587,2.8722813232690143,3,2,56.07,ORANGE,True,3,2,1,1,40.86,GREEN,False,56.66,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-06-29,S024,Night Sweats,10,3,13.01010101010101,1.0,ORANGE,0.5471975218473031,2.598076211353316,2,1,53.79,YELLOW,True,2,1,1,1,30.63,GREEN,False,53.18,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S010,Breathlessness,10,2,0.8799762329174101,1.0,YELLOW,0.481216776052902,4.438980226870294,2,2,62.75,ORANGE,True,2,2,1,1,35.27,GREEN,False,51.92,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S027,Dehydration,10,3,13.787878787878787,1.0,ORANGE,0.09124595952001666,1.891624771144944,1,0,49.0,YELLOW,True,1,0,1,0,13.28,GREEN,False,48.66,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S007,Persistent Cough,10,2,14.676406926406926,1.0,YELLOW,0.45962557136110566,1.1825341841884291,0,0,42.71,YELLOW,True,0,0,0,0,1.05,GREEN,False,42.82,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S015,Joint Pain,10,0,-1.7453036013380536,1.0,GREEN,-0.013878959207546027,3.517169590410852,1,1,54.62,YELLOW,False,1,1,1,0,17.38,GREEN,False,42.13,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S003,Fatigue,10,0,-0.7477314992392323,1.0,GREEN,0.058174918289798115,1.8655370462689176,2,0,43.06,YELLOW,False,2,0,1,1,26.56,GREEN,False,41.08,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S014,Muscle Pain,10,0,-3.1269809885451343,1.0,GREEN,-0.31661301163588007,2.274004575698253,1,1,45.92,YELLOW,False,1,1,1,0,16.94,GREEN,False,39.87,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S006,Dry Cough,10,0,-1.910582485227456,1.0,GREEN,0.12423365468421199,2.251940297371412,1,1,45.76,YELLOW,False,1,1,1,0,16.95,GREEN,False,39.83,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S012,Loss of Taste,10,0,-10.931509105505656,1.0,GREEN,0.02353425314170393,2.110674535892834,1,1,44.77,YELLOW,False,1,1,1,0,16.97,GREEN,False,39.59,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
