week,hospital_id,disease_id,case_count,previous_cases,growth_rate,hospital_total_cases,incidence_proportion
2026-06-08,H004,D006,33,36.0,-0.08333333333333333,1047,0.03151862464183381
2026-06-08,H004,D007,44,53.0,-0.16981132075471697,1047,0.04202483285577841
2026-06-08,H004,D008,151,148.0,0.02027027027027027,1047,0.14422158548233047
2026-06-08,H005,D001,203,215.0,-0.05581395348837209,939,0.2161874334398296
2026-06-08,H005,D002,123,114.0,0.07894736842105263,939,0.13099041533546327
2026-06-08,H005,D003,28,27.0,0.037037037037037035,939,0.029818956336528223
2026-06-08,H005,D004,220,260.0,-0.15384615384615385,939,0.23429179978700745
2026-06-08,H005,D005,143,95.0,0.5052631578947369,939,0.15228966986155484
2026-06-08,H005,D006,29,21.0,0.38095238095238093,939,0.0308839190628328
2026-06-08,H005,D007,51,55.0,-0.07272727272727272,939,0.054313099041533544
2026-06-08,H005,D008,142,149.0,-0.04697986577181208,939,0.15122470713525027
2026-06-08,H006,D001,159,155.0,0.025806451612903226,745,0.2134228187919463
2026-06-08,H006,D002,75,117.0,-0.358974358974359,745,0.10067114093959731
2026-06-08,H006,D003,33,35.0,-0.05714285714285714,745,0.04429530201342282
2026-06-08,H006,D004,172,155.0,0.10967741935483871,745,0.23087248322147652
2026-06-08,H006,D005,136,109.0,0.24770642201834864,745,0.1825503355704698
2026-06-08,H006,D006,32,43.0,-0.2558139534883721,745,0.042953020134228186
2026-06-08,H006,D007,42,41.0,0.024390243902439025,745,0.056375838926174496
2026-06-08,H006,D008,96,99.0,-0.030303030303030304,745,0.12885906040268458
2026-06-08,H007,D001,120,125.0,-0.04,672,0.17857142857142858
2026-06-08,H007,D002,83,87.0,-0.04597701149425287,672,0.12351190476190477
2026-06-08,H007,D003,35,20.0,0.75,672,0.052083333333333336
2026-06-08,H007,D004,195,171.0,0.14035087719298245,672,0.29017857142857145
2026-06-08,H007,D005,89,123.0,-0.2764227642276423,672,0.1324404761904762
2026-06-08,H007,D006,25,19.0,0.3157894736842105,672,0.03720238095238095
2026-06-08,H007,D007,38,34.0,0.11764705882352941,672,0.05654761904761905
2026-06-08,H007,D008,87,89.0,-0.02247191011235955,672,0.12946428571428573
2026-06-08,H008,D001,165,178.0,-0.07303370786516854,749,0.22029372496662217
2026-06-08,H008,D002,100,103.0,-0.02912621359223301,749,0.13351134846461948
2026-06-08,H008,D003,27,20.0,0.35,749,0.036048064085447265
2026-06-08,H008,D004,176,194.0,-0.09278350515463918,749,0.2349799732977303
2026-06-08,H008,D005,128,139.0,-0.07913669064748201,749,0.17089452603471295
2026-06-08,H008,D006,21,19.0,0.10526315789473684,749,0.028037383177570093
2026-06-08,H008,D007,40,42.0,-0.047619047619047616,749,0.0534045393858478
2026-06-08,H008,D008,92,89.0,0.033707865168539325,749,0.12283044058744993
2026-06-08,H009,D001,144,127.0,0.13385826771653545,627,0.22966507177033493
2026-06-08,H009,D002,74,99.0,-0.25252525252525254,627,0.11802232854864433
2026-06-08,H009,D003,30,21.0,0.42857142857142855,627,0.04784688995215311
2026-06-08,H009,D004,139,134.0,0.03731343283582089,627,0.22169059011164274
2026-06-08,H009,D005,90,94.0,-0.0425531914893617,627,0.14354066985645933
2026-06-08,H009,D006,18,14.0,0.2857142857142857,627,0.028708133971291867
2026-06-08,H009,D007,42,39.0,0.07692307692307693,627,0.06698564593301436
2026-06-08,H009,D008,90,86.0,0.046511627906976744,627,0.14354066985645933
2026-06-08,H010,D001,195,214.0,-0.08878504672897196,971,0.2008238928939238
2026-06-08,H010,D002,112,113.0,-0.008849557522123894,971,0.11534500514933059
2026-06-08,H010,D003,35,30.0,0.16666666666666666,971,0.03604531410916581
2026-06-08,H010,D004,272,240.0,0.13333333333333333,971,0.2801235839340886
2026-06-08,H010,D005,139,154.0,-0.09740259740259741,971,0.1431513903192585
2026-06-08,H010,D006,22,26.0,-0.15384615384615385,971,0.02265705458290422
2026-06-08,H010,D007,57,62.0,-0.08064516129032258,971,0.05870236869207003
2026-06-08,H010,D008,139,147.0,-0.05442176870748299,971,0.1431513903192585
2026-06-15,H001,D001,175,183.0,-0.04371584699453552,1062,0.1647834274952919
2026-06-15,H001,D002,127,138.0,-0.07971014492753623,1062,0.11958568738229755
2026-06-15,H001,D003,35,37.0,-0.05405405405405406,1062,0.03295668549905838
2026-06-15,H001,D004,314,291.0,0.07903780068728522,1062,0.295668549905838
2026-06-15,H001,D005,180,183.0,-0.01639344262295082,1062,0.1694915254237288
2026-06-15,H001,D006,31,35.0,-0.11428571428571428,1062,0.02919020715630885
2026-06-15,H001,D007,58,65.0,-0.1076923076923077,1062,0.054613935969868174
2026-06-15,H001,D008,142,132.0,0.07575757575757576,1062,0.1337099811676083
2026-06-15,H002,D001,173,160.0,0.08125,900,0.1922222222222222
2026-06-15,H002,D002,114,86.0,0.32558139534883723,900,0.12666666666666668
2026-06-15,H002,D003,33,36.0,-0.08333333333333333,900,0.03666666666666667
2026-06-15,H002,D004,225,261.0,-0.13793103448275862,900,0.25
2026-06-15,H002,D005,149,154.0,-0.032467532467532464,900,0.16555555555555557
2026-06-15,H002,D006,34,29.0,0.1724137931034483,900,0.03777777777777778
2026-06-15,H002,D007,43,49.0,-0.12244897959183673,900,0.04777777777777778
2026-06-15,H002,D008,129,110.0,0.17272727272727273,900,0.14333333333333334
2026-06-15,H003,D001,268,237.0,0.1308016877637131,1061,0.2525918944392083
2026-06-15,H003,D002,143,150.0,-0.04666666666666667,1061,0.1347785108388313
2026-06-15,H003,D003,35,30.0,0.16666666666666666,1061,0.03298774740810556
2026-06-15,H003,D004,241,258.0,-0.06589147286821706,1061,0.22714420358152687
2026-06-15,H003,D005,141,157.0,-0.10191082802547771,1061,0.13289349670122527
2026-06-15,H003,D006,31,31.0,0.0,1061,0.029217719132893498
2026-06-15,H003,D007,62,62.0,0.0,1061,0.058435438265786996
2026-06-15,H003,D008,140,144.0,-0.027777777777777776,1061,0.13195098963242224
2026-06-15,H004,D001,180,199.0,-0.09547738693467336,1036,0.17374517374517376
2026-06-15,H004,D002,120,127.0,-0.05511811023622047,1036,0.11583011583011583
2026-06-15,H004,D003,30,39.0,-0.23076923076923078,1036,0.02895752895752896
2026-06-15,H004,D004,272,276.0,-0.014492753623188406,1036,0.2625482625482625
2026-06-15,H004,D005,181,178.0,0.016853932584269662,1036,0.17471042471042472
2026-06-15,H004,D006,25,33.0,-0.24242424242424243,1036,0.02413127413127413
2026-06-15,H004,D007,62,44.0,0.4090909090909091,1036,0.059845559845559844
2026-06-15,H004,D008,166,151.0,0.09933774834437085,1036,0.16023166023166024
2026-06-15,H005,D001,180,203.0,-0.11330049261083744,925,0.1945945945945946
2026-06-15,H005,D002,120,123.0,-0.024390243902439025,925,0.12972972972972974
2026-06-15,H005,D003,22,28.0,-0.21428571428571427,925,0.023783783783783784
2026-06-15,H005,D004,209,220.0,-0.05,925,0.22594594594594594
2026-06-15,H005,D005,156,143.0,0.09090909090909091,925,0.16864864864864865
2026-06-15,H005,D006,33,29.0,0.13793103448275862,925,0.03567567567567568
2026-06-15,H005,D007,69,51.0,0.35294117647058826,925,0.0745945945945946
2026-06-15,H005,D008,136,142.0,-0.04225352112676056,925,0.14702702702702702
2026-06-15,H006,D001,145,159.0,-0.0880503144654088,745,0.19463087248322147
2026-06-15,H006,D002,103,75.0,0.37333333333333335,745,0.138255033557047
2026-06-15,H006,D003,31,33.0,-0.06060606060606061,745,0.04161073825503356
2026-06-15,H006,D004,185,172.0,0.0755813953488372,745,0.2483221476510067
2026-06-15,H006,D005,107,136.0,-0.21323529411764705,745,0.1436241610738255
2026-06-15,H006,D006,27,32.0,-0.15625,745,0.036241610738255034
2026-06-15,H006,D007,44,42.0,0.047619047619047616,745,0.05906040268456376
2026-06-15,H006,D008,103,96.0,0.07291666666666667,745,0.138255033557047
2026-06-15,H007,D001,118,120.0,-0.016666666666666666,665,0.1774436090225564
2026-06-15,H007,D002,84,83.0,0.012048192771084338,665,0.12631578947368421
2026-06-15,H007,D003,23,35.0,-0.34285714285714286,665,0.03458646616541353
2026-06-15,H007,D004,193,195.0,-0.010256410256410256,665,0.29022556390977444
2026-06-15,H007,D005,106,89.0,0.19101123595505617,665,0.1593984962406015
2026-06-15,H007,D006,19,25.0,-0.24,665,0.02857142857142857
2026-06-15,H007,D007,33,38.0,-0.13157894736842105,665,0.04962406015037594
2026-06-15,H007,D008,89,87.0,0.022988505747126436,665,0.13383458646616542
2026-06-15,H008,D001,150,165.0,-0.09090909090909091,762,0.1968503937007874
2026-06-15,H008,D002,92,100.0,-0.08,762,0.12073490813648294
2026-06-15,H008,D003,31,27.0,0.14814814814814814,762,0.04068241469816273
2026-06-15,H008,D004,181,176.0,0.028409090909090908,762,0.23753280839895013
2026-06-15,H008,D005,142,128.0,0.109375,762,0.18635170603674542
2026-06-15,H008,D006,27,21.0,0.2857142857142857,762,0.03543307086614173
2026-06-15,H008,D007,35,40.0,-0.125,762,0.045931758530183726
2026-06-15,H008,D008,104,92.0,0.13043478260869565,762,0.13648293963254593
2026-06-15,H009,D001,134,144.0,-0.06944444444444445,624,0.21474358974358973
2026-06-15,H009,D002,87,74.0,0.17567567567567569,624,0.13942307692307693
2026-06-15,H009,D003,28,30.0,-0.06666666666666667,624,0.04487179487179487
2026-06-15,H009,D004,117,139.0,-0.15827338129496402,624,0.1875
2026-06-15,H009,D005,84,90.0,-0.06666666666666667,624,0.1346153846153846
2026-06-15,H009,D006,22,18.0,0.2222222222222222,624,0.035256410256410256
2026-06-15,H009,D007,46,42.0,0.09523809523809523,624,0.07371794871794872
2026-06-15,H009,D008,106,90.0,0.17777777777777778,624,0.16987179487179488
2026-06-15,H010,D001,168,195.0,-0.13846153846153847,972,0.1728395061728395
2026-06-15,H010,D002,121,112.0,0.08035714285714286,972,0.12448559670781893
2026-06-15,H010,D003,32,35.0,-0.08571428571428572,972,0.03292181069958848
2026-06-15,H010,D004,267,272.0,-0.01838235294117647,972,0.27469135802469136
2026-06-15,H010,D005,136,139.0,-0.02158273381294964,972,0.13991769547325103
2026-06-15,H010,D006,41,22.0,0.8636363636363636,972,0.04218106995884774
2026-06-15,H010,D007,52,57.0,-0.08771929824561403,972,0.053497942386831275
2026-06-15,H010,D008,155,139.0,0.11510791366906475,972,0.15946502057613168
2026-06-22,H001,D001,191,175.0,0.09142857142857143,1068,0.17883895131086142
2026-06-22,H001,D002,128,127.0,0.007874015748031496,1068,0.1198501872659176
2026-06-22,H001,D003,40,35.0,0.14285714285714285,1068,0.03745318352059925
2026-06-22,H001,D004,317,314.0,0.009554140127388535,1068,0.29681647940074907
2026-06-22,H001,D005,176,180.0,-0.022222222222222223,1068,0.1647940074906367
2026-06-22,H001,D006,24,31.0,-0.22580645161290322,1068,0.02247191011235955
2026-06-22,H001,D007,65,58.0,0.1206896551724138,1068,0.060861423220973786
2026-06-22,H001,D008,127,142.0,-0.1056338028169014,1068,0.11891385767790262
2026-06-22,H002,D001,177,173.0,0.023121387283236993,888,0.19932432432432431
2026-06-22,H002,D002,104,114.0,-0.08771929824561403,888,0.11711711711711711
2026-06-22,H002,D003,33,33.0,0.0,888,0.037162162162162164
2026-06-22,H002,D004,274,225.0,0.21777777777777776,888,0.30855855855855857
2026-06-22,H002,D005,146,149.0,-0.020134228187919462,888,0.16441441441441443
2026-06-22,H002,D006,20,34.0,-0.4117647058823529,888,0.02252252252252252
2026-06-22,H002,D007,35,43.0,-0.18604651162790697,888,0.039414414414414414
2026-06-22,H002,D008,99,129.0,-0.23255813953488372,888,0.11148648648648649
2026-06-22,H003,D001,258,268.0,-0.03731343283582089,1095,0.2356164383561644
2026-06-22,H003,D002,163,143.0,0.13986013986013987,1095,0.14885844748858448
2026-06-22,H003,D003,55,35.0,0.5714285714285714,1095,0.0502283105022831
2026-06-22,H003,D004,225,241.0,-0.06639004149377593,1095,0.2054794520547945
2026-06-22,H003,D005,183,141.0,0.2978723404255319,1095,0.16712328767123288
2026-06-22,H003,D006,24,31.0,-0.22580645161290322,1095,0.021917808219178082
2026-06-22,H003,D007,53,62.0,-0.14516129032258066,1095,0.048401826484018265
2026-06-22,H003,D008,134,140.0,-0.04285714285714286,1095,0.1223744292237443
2026-06-22,H004,D001,224,180.0,0.24444444444444444,1022,0.2191780821917808
2026-06-22,H004,D002,112,120.0,-0.06666666666666667,1022,0.1095890410958904
2026-06-22,H004,D003,37,30.0,0.23333333333333334,1022,0.036203522504892366
2026-06-22,H004,D004,257,272.0,-0.05514705882352941,1022,0.25146771037182
2026-06-22,H004,D005,179,181.0,-0.011049723756906077,1022,0.175146771037182
2026-06-22,H004,D006,22,25.0,-0.12,1022,0.021526418786692758
2026-06-22,H004,D007,51,62.0,-0.1774193548387097,1022,0.049902152641878667
2026-06-22,H004,D008,140,166.0,-0.1566265060240964,1022,0.136986301369863
2026-06-22,H005,D001,175,180.0,-0.027777777777777776,946,0.1849894291754757
2026-06-22,H005,D002,109,120.0,-0.09166666666666666,946,0.11522198731501057
2026-06-22,H005,D003,32,22.0,0.45454545454545453,946,0.03382663847780127
2026-06-22,H005,D004,255,209.0,0.22009569377990432,946,0.26955602536997886
2026-06-22,H005,D005,143,156.0,-0.08333333333333333,946,0.1511627906976744
2026-06-22,H005,D006,29,33.0,-0.12121212121212122,946,0.0306553911205074
2026-06-22,H005,D007,56,69.0,-0.18840579710144928,946,0.05919661733615222
2026-06-22,H005,D008,147,136.0,0.08088235294117647,946,0.1553911205073996
2026-06-22,H006,D001,167,145.0,0.15172413793103448,772,0.21632124352331605
2026-06-22,H006,D002,98,103.0,-0.04854368932038835,772,0.12694300518134716
2026-06-22,H006,D003,19,31.0,-0.3870967741935484,772,0.02461139896373057
2026-06-22,H006,D004,175,185.0,-0.05405405405405406,772,0.2266839378238342
2026-06-22,H006,D005,126,107.0,0.17757009345794392,772,0.16321243523316062
2026-06-22,H006,D006,33,27.0,0.2222222222222222,772,0.042746113989637305
2026-06-22,H006,D007,41,44.0,-0.06818181818181818,772,0.05310880829015544
2026-06-22,H006,D008,113,103.0,0.0970873786407767,772,0.14637305699481865
2026-06-22,H007,D001,134,118.0,0.13559322033898305,655,0.20458015267175572
2026-06-22,H007,D002,63,84.0,-0.25,655,0.09618320610687023
2026-06-22,H007,D003,20,23.0,-0.13043478260869565,655,0.030534351145038167
2026-06-22,H007,D004,181,193.0,-0.06217616580310881,655,0.27633587786259545
2026-06-22,H007,D005,99,106.0,-0.0660377358490566,655,0.15114503816793892
2026-06-22,H007,D006,30,19.0,0.5789473684210527,655,0.04580152671755725
2026-06-22,H007,D007,44,33.0,0.3333333333333333,655,0.06717557251908397
2026-06-22,H007,D008,84,89.0,-0.056179775280898875,655,0.1282442748091603
2026-06-22,H008,D001,159,150.0,0.06,791,0.20101137800252844
2026-06-22,H008,D002,102,92.0,0.10869565217391304,791,0.12895069532237674
2026-06-22,H008,D003,21,31.0,-0.3225806451612903,791,0.02654867256637168
2026-06-22,H008,D004,175,181.0,-0.03314917127071823,791,0.22123893805309736
2026-06-22,H008,D005,150,142.0,0.056338028169014086,791,0.18963337547408343
2026-06-22,H008,D006,35,27.0,0.2962962962962963,791,0.04424778761061947
2026-06-22,H008,D007,47,35.0,0.34285714285714286,791,0.05941845764854614
2026-06-22,H008,D008,102,104.0,-0.019230769230769232,791,0.12895069532237674
2026-06-22,H009,D001,152,134.0,0.13432835820895522,676,0.22485207100591717
2026-06-22,H009,D002,97,87.0,0.11494252873563218,676,0.14349112426035504
2026-06-22,H009,D003,30,28.0,0.07142857142857142,676,0.04437869822485207
2026-06-22,H009,D004,146,117.0,0.24786324786324787,676,0.21597633136094674
2026-06-22,H009,D005,105,84.0,0.25,676,0.15532544378698224
2026-06-22,H009,D006,21,22.0,-0.045454545454545456,676,0.03106508875739645
2026-06-22,H009,D007,25,46.0,-0.45652173913043476,676,0.03698224852071006
2026-06-22,H009,D008,100,106.0,-0.05660377358490566,676,0.14792899408284024
2026-06-22,H010,D001,197,168.0,0.17261904761904762,1035,0.19033816425120773
2026-06-22,H010,D002,142,121.0,0.17355371900826447,1035,0.13719806763285025
2026-06-22,H010,D003,34,32.0,0.0625,1035,0.03285024154589372
2026-06-22,H010,D004,238,267.0,-0.10861423220973783,1035,0.22995169082125605
2026-06-22,H010,D005,146,136.0,0.07352941176470588,1035,0.14106280193236714
2026-06-22,H010,D006,32,41.0,-0.21951219512195122,1035,0.030917874396135265
2026-06-22,H010,D007,80,52.0,0.5384615384615384,1035,0.07729468599033816
2026-06-22,H010,D008,166,155.0,0.07096774193548387,1035,0.1603864734299517
2026-06-29,H001,D001,184,191.0,-0.03664921465968586,1084,0.16974169741697417
2026-06-29,H001,D002,127,128.0,-0.0078125,1084,0.11715867158671586
2026-06-29,H001,D003,37,40.0,-0.075,1084,0.03413284132841329
2026-06-29,H001,D004,316,317.0,-0.0031545741324921135,1084,0.2915129151291513
2026-06-29,H001,D005,179,176.0,0.017045454545454544,1084,0.16512915129151293
2026-06-29,H001,D006,34,24.0,0.4166666666666667,1084,0.03136531365313653
2026-06-29,H001,D007,73,65.0,0.12307692307692308,1084,0.06734317343173432
2026-06-29,H001,D008,134,127.0,0.05511811023622047,1084,0.12361623616236163
2026-06-29,H002,D001,173,177.0,-0.022598870056497175,863,0.20046349942062572
2026-06-29,H002,D002,107,104.0,0.028846153846153848,863,0.12398609501738123
2026-06-29,H002,D003,28,33.0,-0.15151515151515152,863,0.03244495944380069
2026-06-29,H002,D004,231,274.0,-0.15693430656934307,863,0.26767091541135574
2026-06-29,H002,D005,153,146.0,0.04794520547945205,863,0.1772885283893395
2026-06-29,H002,D006,35,20.0,0.75,863,0.04055619930475087
2026-06-29,H002,D007,32,35.0,-0.08571428571428572,863,0.03707995365005794
2026-06-29,H002,D008,104,99.0,0.050505050505050504,863,0.1205098493626883
2026-06-29,H003,D001,252,258.0,-0.023255813953488372,1055,0.23886255924170616
2026-06-29,H003,D002,153,163.0,-0.06134969325153374,1055,0.14502369668246445
2026-06-29,H003,D003,39,55.0,-0.2909090909090909,1055,0.03696682464454976
2026-06-29,H003,D004,213,225.0,-0.05333333333333334,1055,0.2018957345971564
2026-06-29,H003,D005,164,183.0,-0.10382513661202186,1055,0.15545023696682464
2026-06-29,H003,D006,30,24.0,0.25,1055,0.02843601895734597
2026-06-29,H003,D007,69,53.0,0.3018867924528302,1055,0.06540284360189573
2026-06-29,H003,D008,135,134.0,0.007462686567164179,1055,0.12796208530805686
2026-06-29,H004,D001,210,224.0,-0.0625,994,0.2112676056338028
2026-06-29,H004,D002,114,112.0,0.017857142857142856,994,0.11468812877263582
2026-06-29,H004,D003,37,37.0,0.0,994,0.03722334004024145
2026-06-29,H004,D004,242,257.0,-0.058365758754863814,994,0.24346076458752516
2026-06-29,H004,D005,176,179.0,-0.01675977653631285,994,0.17706237424547283
2026-06-29,H004,D006,23,22.0,0.045454545454545456,994,0.023138832997987926
2026-06-29,H004,D007,64,51.0,0.2549019607843137,994,0.06438631790744467
2026-06-29,H004,D008,128,140.0,-0.08571428571428572,994,0.12877263581488935
2026-06-29,H005,D001,191,175.0,0.09142857142857143,933,0.20471596998928188
2026-06-29,H005,D002,121,109.0,0.11009174311926606,933,0.12968917470525188
2026-06-29,H005,D003,30,32.0,-0.0625,933,0.03215434083601286
2026-06-29,H005,D004,233,255.0,-0.08627450980392157,933,0.2497320471596999
2026-06-29,H005,D005,134,143.0,-0.06293706293706294,933,0.14362272240085744
2026-06-29,H005,D006,29,29.0,0.0,933,0.031082529474812434
2026-06-29,H005,D007,59,56.0,0.05357142857142857,933,0.0632368703108253
2026-06-29,H005,D008,136,147.0,-0.07482993197278912,933,0.1457663451232583
2026-06-29,H006,D001,149,167.0,-0.10778443113772455,759,0.1963109354413702
2026-06-29,H006,D002,107,98.0,0.09183673469387756,759,0.14097496706192358
2026-06-29,H006,D003,25,19.0,0.3157894736842105,759,0.03293807641633729
2026-06-29,H006,D004,165,175.0,-0.05714285714285714,759,0.21739130434782608
2026-06-29,H006,D005,131,126.0,0.03968253968253968,759,0.1725955204216074
2026-06-29,H006,D006,41,33.0,0.24242424242424243,759,0.05401844532279315
2026-06-29,H006,D007,44,41.0,0.07317073170731707,759,0.057971014492753624
2026-06-29,H006,D008,97,113.0,-0.1415929203539823,759,0.12779973649538867
2026-06-29,H007,D001,127,134.0,-0.05223880597014925,663,0.19155354449472098
2026-06-29,H007,D002,86,63.0,0.36507936507936506,663,0.1297134238310709
2026-06-29,H007,D003,14,20.0,-0.3,663,0.021116138763197588
2026-06-29,H007,D004,185,181.0,0.022099447513812154,663,0.2790346907993967
2026-06-29,H007,D005,124,99.0,0.25252525252525254,663,0.1870286576168929
2026-06-29,H007,D006,24,30.0,-0.2,663,0.03619909502262444
2026-06-29,H007,D007,27,44.0,-0.38636363636363635,663,0.04072398190045249
2026-06-29,H007,D008,76,84.0,-0.09523809523809523,663,0.11463046757164404
