week,symptom_id,symptom_name,current_cases,average_growth_rate,median_growth_rate,average_growth_acceleration,maximum_growth_acceleration,hospitals_with_change_point,maximum_change_point_strength,hospitals_with_exponential_growth,average_exponential_growth_rate,minimum_doubling_time_weeks,average_growth_fit_r2,recent_change_point_hospitals,recent_change_point_strength,temporal_acceleration_score,temporal_alert,temporal_acceleration_signal
2026-06-22,S003,Fatigue,1845,7.1991838873319125,8.211314089155394,6.254184643658522,36.94218608852755,2,73.88,0,,,,0,0.0,4.76,GREEN,False
2026-06-22,S009,Runny Nose,1402,4.128915130987339,5.181260457334077,9.313324292978493,49.08582089552239,2,98.17,0,,,,0,0.0,4.45,GREEN,False
2026-06-22,S006,Dry Cough,3696,4.169950879100016,1.850693413630773,6.281738624859004,37.10269612635513,1,74.21,0,,,,0,0.0,3.55,GREEN,False
2026-06-22,S001,Fever,7712,4.111688761002605,2.7934999887698493,5.645969213467944,14.500956163577523,0,0.0,0,,,,0,0.0,3.34,GREEN,False
2026-06-22,S008,Sore Throat,2369,3.851611673578264,1.0104161666586664,4.549386686676483,30.708620867236583,2,61.42,0,,,,0,0.0,2.91,GREEN,False
2026-06-22,S024,Night Sweats,102,6.967338217338217,-4.166666666666666,-26.363164613164617,160.43956043956044,2,100.0,0,,,,0,0.0,2.79,GREEN,False
2026-06-22,S002,Headache,3903,3.822581739162545,3.1599042625940275,4.1785939431026335,16.183477888424886,0,0.0,0,,,,0,0.0,2.78,GREEN,False
2026-06-22,S004,Chills,1118,0.003297346266454326,-2.0334836786178423,-6.807808396265656,18.869565217391305,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S005,Sweating,1118,0.003297346266454326,-2.0334836786178423,-6.807808396265656,18.869565217391305,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S007,Persistent Cough,270,-2.720905839572061,-12.060606060606059,-12.010483264063279,81.89473684210526,2,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S018,Nausea,1177,-5.460264817743923,-9.382553284992309,-13.741565016486316,16.912242686890572,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S019,Vomiting,1637,-1.4315353564185442,0.37498733150907065,-8.229233254985656,18.449557522123893,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S020,Diarrhoea,1275,-4.940855159739665,-6.2912308930008045,-12.116024941160465,9.310191366266132,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S021,Abdominal Pain,906,-6.383756119033333,-10.733904636343661,-20.807493927166828,22.995733213563888,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-22,S022,Loss of Appetite,315,-6.157888859108373,-8.93939393939394,-9.729177801054567,60.11904761904761,1,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S023,Weight Loss,47,77.88888888888889,20.0,49.27777777777778,788.8888888888889,0,0.0,0,,,,0,0.0,45.94,YELLOW,True
2026-06-29,S025,Bleeding,39,64.80952380952381,-12.5,51.30952380952382,550.0,0,0.0,0,,,,0,0.0,41.32,YELLOW,True
2026-06-29,S026,Anaemia,24,49.166666666666664,-37.5,19.499999999999993,466.66666666666663,0,0.0,0,,,,0,0.0,25.52,GREEN,False
2026-06-29,S007,Persistent Cough,301,14.676406926406926,11.011904761904763,17.397312765978988,116.17647058823529,4,100.0,0,,,,0,0.0,11.09,GREEN,False
2026-06-29,S022,Loss of Appetite,335,8.744486803115228,-2.1538461538461537,14.902375662223601,95.26515151515153,4,100.0,0,,,,0,0.0,7.97,GREEN,False
2026-06-29,S024,Night Sweats,109,13.01010101010101,4.545454545454546,6.042762792762789,150.0,4,100.0,0,,,,0,0.0,7.02,GREEN,False
2026-06-29,S027,Dehydration,49,13.787878787878787,0.0,-49.79545454545455,280.0,1,91.67,0,,,,0,0.0,5.52,GREEN,False
2026-06-29,S004,Chills,1146,4.7237545664927945,1.9237849779086893,4.72045722022634,61.507936507936506,1,100.0,0,,,,0,0.0,3.31,GREEN,False
2026-06-29,S005,Sweating,1146,4.7237545664927945,1.9237849779086893,4.72045722022634,61.507936507936506,1,100.0,0,,,,0,0.0,3.31,GREEN,False
2026-06-29,S011,Chest Pain,25,7.333333333333334,0.0,-20.166666666666668,175.0,0,0.0,0,,,,0,0.0,2.93,GREEN,False
2026-06-29,S018,Nausea,1137,-2.2782054279018906,-5.0003322479899,3.182059389842032,61.73341677096371,1,100.0,0,,,,0,0.0,0.95,GREEN,False
2026-06-29,S010,Breathlessness,92,0.8799762329174101,-9.722222222222221,-20.84912146676853,100.0,1,100.0,0,,,,0,0.0,0.35,GREEN,False
2026-06-29,S020,Diarrhoea,1220,-4.210656805606232,-8.039191316596238,0.7301983541334334,32.287581699346404,1,50.56,0,,,,0,0.0,0.22,GREEN,False
2026-06-29,S017,Rash,489,0.44234352464502036,-1.278825995807128,-8.258226058277504,88.4920634920635,2,100.0,0,,,,0,0.0,0.18,GREEN,False
2026-06-29,S008,Sore Throat,2365,0.23950613492187295,2.2860034702139966,-3.612105538656391,20.44748632527968,0,0.0,0,,,,0,0.0,0.1,GREEN,False
2026-06-29,S001,Fever,7599,-1.3383591361274807,-0.115473441108545,-5.450047897130085,3.381761393213762,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S002,Headache,3812,-2.2211620671276195,-3.230329576411517,-6.0437438062901645,4.051811228171453,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S003,Fatigue,1815,-0.7477314992392323,-0.3105590062111801,-7.946915386571145,9.829147096862023,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S006,Dry Cough,3614,-1.9105824852274558,-2.894784967539395,-6.080533364327471,16.711657907310084,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S009,Runny Nose,1359,-2.0432133605387106,-3.8259413259413257,-6.17212849152605,38.06697108066971,2,76.13,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S012,Loss of Taste,279,-10.931509105505656,-18.83070301291248,-42.861554634689114,6.0066740823136815,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S013,Loss of Smell,289,-2.2282537664463566,-9.077380952380953,-30.62646858135946,49.63235294117647,1,99.26,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S014,Muscle Pain,3459,-3.1269809885451343,-5.849354610315342,-9.025215899487083,17.37879202292754,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S015,Joint Pain,1493,-1.7453036013380536,-3.7928534879754396,-10.1658252049457,17.401628222523744,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S016,Retro-orbital Pain,1182,-3.89039686996025,-7.475840105424995,-12.7506365129486,20.337676895053942,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S019,Vomiting,1577,-4.387497635079162,-0.2380952380952381,-2.955962278660618,20.254515599343186,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-06-29,S021,Abdominal Pain,835,-8.197636098761919,-7.1647274954072255,-1.8138799797285863,24.97701783416069,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S011,Chest Pain,22,39.58333333333333,16.666666666666664,38.74999999999999,366.66666666666663,0,0.0,0,,,,0,0.0,27.46,GREEN,False
2026-07-06,S010,Breathlessness,101,20.485209235209233,27.922077922077918,19.605233002291822,112.5,7,100.0,0,,,,0,0.0,14.08,GREEN,False
2026-07-06,S012,Loss of Taste,304,12.146979344116545,-5.840336134453782,23.0784884496222,118.33333333333333,4,100.0,0,,,,0,0.0,11.78,GREEN,False
2026-07-06,S025,Bleeding,40,29.416666666666664,41.666666666666664,-35.39285714285715,233.33333333333331,0,0.0,0,,,,0,0.0,11.77,GREEN,False
2026-07-06,S009,Runny Nose,1458,7.844598893201857,10.408834586466165,9.887812253740567,39.73506960035923,3,79.47,0,,,,0,0.0,6.1,GREEN,False
2026-07-06,S013,Loss of Smell,304,6.314537346133347,-3.5252643948296116,8.542791112579703,75.20525451559934,3,100.0,0,,,,0,0.0,5.09,GREEN,False
2026-07-06,S021,Abdominal Pain,845,3.709037586938328,0.890985324947589,11.906673685700246,56.19761013019439,2,100.0,0,,,,0,0.0,5.06,GREEN,False
2026-07-06,S026,Anaemia,13,9.79166666666667,-16.666666666666664,-42.291666666666664,250.0,0,0.0,0,,,,0,0.0,3.92,GREEN,False
2026-07-06,S018,Nausea,1172,3.876163717754429,3.488372093023256,6.15436914565632,35.52096052096052,2,71.04,0,,,,0,0.0,3.4,GREEN,False
2026-07-06,S022,Loss of Appetite,338,7.01510302013219,10.597826086956522,-1.729383782983038,62.93859649122807,5,100.0,0,,,,0,0.0,2.81,GREEN,False
2026-07-06,S002,Headache,3914,2.9422200179048,2.340885001898781,5.16338208503242,15.29327048965698,0,0.0,0,,,,0,0.0,2.73,GREEN,False
2026-07-06,S020,Diarrhoea,1214,0.13714530476103057,2.582761481034613,4.347802110367262,21.21236844252264,0,0.0,0,,,,0,0.0,1.36,GREEN,False
2026-07-06,S019,Vomiting,1549,-0.34955018527302606,0.607628905501246,4.037947449806137,34.69918699186992,1,69.4,0,,,,0,0.0,1.21,GREEN,False
2026-07-06,S004,Chills,1182,2.7950551225603677,1.1769620128753255,-1.9286994439324263,19.102792632204398,0,0.0,0,,,,0,0.0,1.12,GREEN,False
2026-07-06,S005,Sweating,1182,2.7950551225603677,1.1769620128753255,-1.9286994439324263,19.102792632204398,0,0.0,0,,,,0,0.0,1.12,GREEN,False
2026-07-06,S014,Muscle Pain,3435,-0.719209272051457,-0.28735632183908044,2.407771716493677,14.1311456763443,0,0.0,0,,,,0,0.0,0.72,GREEN,False
2026-07-06,S006,Dry Cough,3599,0.010882395044413861,1.8305711903272879,1.9214648802718703,16.08610287616373,0,0.0,0,,,,0,0.0,0.58,GREEN,False
2026-07-06,S001,Fever,7521,-1.0633481213952833,-1.0282228156059932,0.27501101473219713,8.583107354099486,0,0.0,0,,,,0,0.0,0.08,GREEN,False
2026-07-06,S003,Fatigue,1758,-2.8401973311992967,-2.29269801980198,-2.0924658319600655,27.33453760851021,1,54.67,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S007,Persistent Cough,269,-11.261883363477473,-11.69415292353823,-25.9382902898844,18.02197802197802,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S008,Sore Throat,2296,-2.846896931821991,-3.9264705882352944,-3.086403066743864,17.396794027228808,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S015,Joint Pain,1447,-3.632339224184359,-1.6964285714285714,-1.8870356228463052,21.66289592760181,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S016,Retro-orbital Pain,1119,-4.4975014664150335,-2.1098212640501197,-0.6071045964547832,23.819591261451727,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S017,Rash,459,-2.868339725790616,-5.6254367575122295,-3.3106832504356363,78.91849529780565,2,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S023,Weight Loss,34,-11.714285714285714,-41.666666666666664,-89.60317460317461,200.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S024,Night Sweats,88,-16.183455433455435,-13.392857142857142,-29.193556443556446,65.55555555555556,1,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-06,S027,Dehydration,33,-20.3030303030303,-33.33333333333333,-34.090909090909086,80.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S027,Dehydration,46,80.47619047619048,25.0,100.77922077922076,300.0,0,0.0,0,,,,0,0.0,62.19,YELLOW,True
2026-07-13,S026,Anaemia,25,92.5925925925926,0.0,75.55555555555556,480.0,0,0.0,0,,,,0,0.0,59.7,YELLOW,True
2026-07-13,S024,Night Sweats,83,17.619047619047613,-3.571428571428571,33.80250305250305,336.66666666666663,2,100.0,0,,,,0,0.0,17.19,GREEN,False
2026-07-13,S016,Retro-orbital Pain,1211,8.626529230103,8.508771929824562,13.124030696518034,51.220348279171816,2,100.0,0,,,,0,0.0,7.39,GREEN,False
2026-07-13,S015,Joint Pain,1538,8.746156151040692,10.555555555555555,12.378495375225052,46.11801242236025,3,92.24,0,,,,0,0.0,7.21,GREEN,False
2026-07-13,S017,Rash,478,7.518764902757856,5.0,10.38710462854847,74.92997198879551,5,100.0,0,,,,0,0.0,6.12,GREEN,False
2026-07-13,S021,Abdominal Pain,901,6.741317858341131,5.201569264069264,3.0322802714028025,24.617021276595743,0,0.0,0,,,,0,0.0,3.61,GREEN,False
2026-07-13,S014,Muscle Pain,3586,4.808427280531648,5.319349962207105,5.527636552583105,20.064424250644244,0,0.0,0,,,,0,0.0,3.58,GREEN,False
2026-07-13,S019,Vomiting,1631,4.931052051055546,4.927336055729041,5.280602236328572,23.78741258741259,0,0.0,0,,,,0,0.0,3.56,GREEN,False
2026-07-13,S020,Diarrhoea,1274,4.8812979565775265,5.343137254901961,4.744152651816496,22.915357217682796,0,0.0,0,,,,0,0.0,3.38,GREEN,False
2026-07-13,S018,Nausea,1225,4.546115982291982,3.7732919254658386,0.6699522645375545,39.236111111111114,2,78.47,0,,,,0,0.0,2.02,GREEN,False
2026-07-13,S007,Persistent Cough,242,-5.284995470479342,-9.722222222222221,5.976887892998132,58.57142857142857,3,100.0,0,,,,0,0.0,1.79,GREEN,False
2026-07-13,S022,Loss of Appetite,350,4.1326700092657545,3.846153846153846,-2.8824330108664356,36.410256410256416,3,72.82,0,,,,0,0.0,1.65,GREEN,False
2026-07-13,S001,Fever,7591,0.9842411181924847,1.3337468982630272,2.0475892395877677,9.022314715944997,0,0.0,0,,,,0,0.0,1.01,GREEN,False
2026-07-13,S008,Sore Throat,2301,0.14324489576540228,4.5364156102411135,2.9901418275873937,19.861660079051383,0,0.0,0,,,,0,0.0,0.95,GREEN,False
2026-07-13,S003,Fatigue,1739,-1.3073287803678786,-1.7647058823529411,1.5328685508314184,22.844827586206897,0,0.0,0,,,,0,0.0,0.46,GREEN,False
2026-07-13,S002,Headache,3868,-1.2377531306432217,-3.1924302903253596,-4.179973148548021,8.440643396838642,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S004,Chills,1097,-7.274443276939179,-11.421770866391622,-10.069498399499548,14.476744186046512,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S005,Sweating,1097,-7.274443276939179,-11.421770866391622,-10.069498399499548,14.476744186046512,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S006,Dry Cough,3598,-0.19863033404671704,0.5333333333333334,-0.20951272909113072,17.30477642950291,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S009,Runny Nose,1407,-4.015356021894741,-6.611323459149546,-11.859954915096598,7.653958944281524,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S010,Breathlessness,76,-20.92085692085692,-34.52380952380952,-41.40606615606615,114.54545454545453,1,100.0,0,,,,0,0.0,0.0,GREEN,False
