week,symptom_id,symptom_name,baseline_score,baseline_z_max,baseline_deviation_max,baseline_hospitals_elevated,baseline_hospitals_observed,anomaly_score,temporal_score,persistence_score,spatial_score,best_matching_disease_id,b8_pattern_score,objective_a_score,b8_integration_score,severity_score,severe_cases,total_cases,disease_total_cases,raw_risk_score,risk_score,strong_evidence_count,moderate_evidence_count,persistence_support,spatial_support,temporal_support,risk_alert,outbreak_signal,risk_explanation
2026-06-01,S006,Dry Cough,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.467207533976637,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0)."
2026-06-01,S008,Sore Throat,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.467207533976637,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0)."
2026-06-01,S010,Breathlessness,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.467207533976637,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0)."
2026-06-01,S012,Loss of Taste,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.467207533976637,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0)."
2026-06-01,S013,Loss of Smell,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,83.03071689317758,112.0,1375.0,1375.0,22.467207533976637,22.47,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.0)."
2026-06-01,S011,Chest Pain,0.0,0.0,0.0,0,10,27.0,0.0,0.0,0.0,D006,47.236000000000004,42.56,54.25,91.18837672643,40.0,269.0,269.0,22.451856508964497,22.45,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (91.2)."
2026-06-01,S015,Joint Pain,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D001,50.532,48.56,53.49,83.23176202603375,137.0,1830.0,1830.0,22.037964303905063,22.04,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.0, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (50.5); severity burden from disease D001 (83.2)."
2026-06-01,S022,Loss of Appetite,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D007,47.278000000000006,45.57,49.84,85.27539208981716,27.0,482.0,482.0,22.019108813472577,22.02,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 22.0, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (47.3); severity burden from disease D007 (85.3)."
2026-06-01,S016,Retro-orbital Pain,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D001,46.812,44.84,49.77,83.23176202603375,137.0,1830.0,1830.0,21.665964303905064,21.67,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (46.8); severity burden from disease D001 (83.2)."
2026-06-01,S025,Bleeding,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D001,46.728,44.36,50.28,83.23176202603375,137.0,1830.0,1830.0,21.657564303905062,21.66,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (46.7); severity burden from disease D001 (83.2)."
2026-06-01,S004,Chills,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D002,41.852000000000004,39.22,45.8,84.95668774927083,101.0,1154.0,1154.0,21.428703162390626,21.43,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.0)."
2026-06-01,S005,Sweating,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D002,41.852000000000004,39.22,45.8,84.95668774927083,101.0,1154.0,1154.0,21.428703162390626,21.43,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.0)."
2026-06-01,S026,Anaemia,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D002,41.852000000000004,39.22,45.8,84.95668774927083,101.0,1154.0,1154.0,21.428703162390626,21.43,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.4, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.0)."
2026-06-01,S020,Diarrhoea,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D008,48.106,42.95,55.84,73.08532133920711,31.0,1197.0,1197.0,20.27339820088107,20.27,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.3, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (73.1)."
2026-06-01,S021,Abdominal Pain,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,D008,48.106,42.95,55.84,73.08532133920711,31.0,1197.0,1197.0,20.27339820088107,20.27,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.3, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (73.1)."
2026-06-01,S027,Dehydration,0.0,0.0,0.0,0,10,27.0,0.0,0.0,0.0,D008,48.106,42.95,55.84,73.08532133920711,31.0,1197.0,1197.0,19.823398200881066,19.82,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 19.8, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (73.1)."
2026-06-01,S009,Runny Nose,0.0,0.0,0.0,0,10,30.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,4.5,4.5,0,0,False,False,False,GREEN,False,"Composite outbreak-risk score is 4.5, producing a GREEN alert. No major corroborating outbreak signals were detected."
2026-06-08,S027,Dehydration,94.0,inf,inf,7,10,54.5,40.0,40.67,73.33,D008,48.106,42.95,55.84,76.14201559485382,51.0,1183.0,1183.0,61.60690233922807,61.61,3,7,True,True,True,ORANGE,True,"Composite outbreak-risk score is 61.6, producing a ORANGE alert. Supporting evidence: historical baseline deviation (94.0); statistical anomaly (54.5); temporal acceleration (40.0); persistent signal (40.7); spatial propagation (73.3); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (76.1)."
2026-06-08,S026,Anaemia,92.0,inf,400.0,6,10,50.83,23.67,26.1,60.0,D002,41.852000000000004,39.22,45.8,69.09047996817912,99.0,1068.0,1068.0,52.43877199522687,52.44,3,5,False,True,False,YELLOW,False,"Composite outbreak-risk score is 52.4, producing a YELLOW alert. Supporting evidence: historical baseline deviation (92.0); statistical anomaly (50.8); spatial propagation (60.0); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (69.1)."
2026-06-08,S025,Bleeding,92.0,inf,300.0,6,10,46.67,21.33,24.02,68.0,D001,46.728,44.36,50.28,50.68325684541399,147.0,1765.0,1765.0,50.0782885268121,50.08,2,5,False,True,False,YELLOW,False,"Composite outbreak-risk score is 50.1, producing a YELLOW alert. Supporting evidence: historical baseline deviation (92.0); statistical anomaly (46.7); spatial propagation (68.0); Objective A atypical/emerging evidence (46.7); severity burden from disease D001 (50.7)."
2026-06-08,S023,Weight Loss,88.0,inf,500.0,4,10,43.65,18.3,21.32,31.0,D006,47.236000000000004,42.56,54.25,91.4155896615434,39.0,275.0,275.0,48.776438449231506,48.78,2,4,False,False,False,YELLOW,False,"Composite outbreak-risk score is 48.8, producing a YELLOW alert. Supporting evidence: historical baseline deviation (88.0); statistical anomaly (43.6); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (91.4)."
2026-06-08,S010,Breathlessness,90.0,inf,166.66666666666669,5,10,35.65,5.31,9.73,53.0,D005,55.126000000000005,53.05,58.24,83.79299547120341,104.0,1397.0,1397.0,47.13504932068051,47.14,3,5,False,True,False,YELLOW,False,"Composite outbreak-risk score is 47.1, producing a YELLOW alert. Supporting evidence: historical baseline deviation (90.0); statistical anomaly (35.6); spatial propagation (53.0); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.8)."
2026-06-08,S011,Chest Pain,86.0,inf,inf,3,10,31.76,9.52,32.54,18.5,D006,47.236000000000004,42.56,54.25,91.4155896615434,39.0,275.0,275.0,45.18393844923151,45.18,2,3,False,False,False,YELLOW,False,"Composite outbreak-risk score is 45.2, producing a YELLOW alert. Supporting evidence: historical baseline deviation (86.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (91.4)."
2026-06-08,S024,Night Sweats,85.0,inf,83.33333333333334,5,10,34.49,2.97,7.65,39.0,D006,47.236000000000004,42.56,54.25,91.4155896615434,39.0,275.0,275.0,43.80243844923151,43.8,2,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 43.8, producing a YELLOW alert. Supporting evidence: historical baseline deviation (85.0); spatial propagation (39.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (91.4)."
2026-06-08,S007,Persistent Cough,71.42857142857143,inf,38.095238095238095,5,10,31.53,3.06,7.73,54.0,D006,47.236000000000004,42.56,54.25,91.4155896615434,39.0,275.0,275.0,43.59822416351722,43.6,2,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 43.6, producing a YELLOW alert. Supporting evidence: historical baseline deviation (71.4); spatial propagation (54.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (91.4)."
2026-06-08,S012,Loss of Taste,88.0,inf,114.28571428571428,4,10,34.49,2.98,7.66,37.0,D005,55.126000000000005,53.05,58.24,83.79299547120341,104.0,1397.0,1397.0,43.60104932068051,43.6,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 43.6, producing a YELLOW alert. Supporting evidence: historical baseline deviation (88.0); spatial propagation (37.0); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.8)."
2026-06-08,S013,Loss of Smell,90.0,inf,126.66666666666666,5,10,33.97,1.95,6.74,37.0,D005,55.126000000000005,53.05,58.24,83.79299547120341,104.0,1397.0,1397.0,43.530549320680514,43.53,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 43.5, producing a YELLOW alert. Supporting evidence: historical baseline deviation (90.0); spatial propagation (37.0); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.8)."
2026-06-08,S022,Loss of Appetite,78.5,inf,55.00000000000001,6,10,33.31,3.61,8.22,39.0,D007,47.278000000000006,45.57,49.84,77.01715127101542,34.0,490.0,490.0,40.676372690652315,40.68,2,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 40.7, producing a YELLOW alert. Supporting evidence: historical baseline deviation (78.5); spatial propagation (39.0); Objective A atypical/emerging evidence (47.3); severity burden from disease D007 (77.0)."
2026-06-08,S006,Dry Cough,71.0,inf,16.666666666666664,8,10,30.57,1.14,6.01,11.0,D005,55.126000000000005,53.05,58.24,83.79299547120341,104.0,1397.0,1397.0,36.03954932068051,36.04,3,3,False,False,False,YELLOW,False,"Composite outbreak-risk score is 36.0, producing a YELLOW alert. Supporting evidence: historical baseline deviation (71.0); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.8)."
2026-06-08,S008,Sore Throat,67.9080459770115,inf,13.026819923371647,7,10,30.37,0.73,5.65,3.0,D005,55.126000000000005,53.05,58.24,83.79299547120341,104.0,1397.0,1397.0,34.23025621723224,34.23,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 34.2, producing a GREEN alert. Supporting evidence: historical baseline deviation (67.9); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.8)."
2026-06-08,S021,Abdominal Pain,64.25,inf,20.833333333333336,4,10,30.0,0.0,5.0,11.0,D008,48.106,42.95,55.84,76.14201559485382,51.0,1183.0,1183.0,32.76940233922807,32.77,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.8, producing a GREEN alert. Supporting evidence: historical baseline deviation (64.2); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (76.1)."
2026-06-08,S018,Nausea,66.9090909090909,inf,36.36363636363637,3,10,30.0,0.0,5.0,25.0,D001,57.378,51.15,66.72,50.68325684541399,147.0,1765.0,1765.0,32.376652163175734,32.38,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.4, producing a GREEN alert. Supporting evidence: historical baseline deviation (66.9); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (50.7)."
2026-06-08,S015,Joint Pain,70.75,inf,22.5,7,10,30.99,1.99,6.77,19.0,D001,50.532,48.56,53.49,50.68325684541399,147.0,1765.0,1765.0,32.0806885268121,32.08,1,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.1, producing a GREEN alert. Supporting evidence: historical baseline deviation (70.8); Objective A atypical/emerging evidence (50.5); severity burden from disease D001 (50.7)."
2026-06-08,S003,Fatigue,57.98795180722892,inf,6.626506024096386,3,10,30.0,0.0,5.0,0.0,D005,55.126000000000005,53.05,58.24,83.79299547120341,104.0,1397.0,1397.0,32.029742091764845,32.03,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.0, producing a GREEN alert. Supporting evidence: historical baseline deviation (58.0); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (83.8)."
2026-06-08,S017,Rash,66.73469387755102,inf,22.448979591836736,5,10,30.0,0.0,5.0,19.0,D001,57.378,51.15,66.72,50.68325684541399,147.0,1765.0,1765.0,31.45049260844475,31.45,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 31.4, producing a GREEN alert. Supporting evidence: historical baseline deviation (66.7); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (50.7)."
2026-06-08,S014,Muscle Pain,62.6551724137931,inf,15.517241379310343,4,10,30.23,0.47,5.42,19.0,D001,57.378,51.15,66.72,50.68325684541399,147.0,1765.0,1765.0,31.006564388881063,31.01,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 31.0, producing a GREEN alert. Supporting evidence: historical baseline deviation (62.7); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (50.7)."
2026-06-08,S020,Diarrhoea,58.30769230769231,inf,7.6923076923076925,3,10,30.0,0.0,5.0,0.0,D008,48.106,42.95,55.84,76.14201559485382,51.0,1183.0,1183.0,30.228056185381917,30.23,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 30.2, producing a GREEN alert. Supporting evidence: historical baseline deviation (58.3); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (76.1)."
2026-06-08,S016,Retro-orbital Pain,60.774193548387096,inf,22.58064516129032,2,10,30.0,0.0,5.0,11.0,D001,46.812,44.84,49.77,50.68325684541399,147.0,1765.0,1765.0,28.299817559070163,28.3,1,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 28.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (60.8); Objective A atypical/emerging evidence (46.8); severity burden from disease D001 (50.7)."
2026-06-08,S004,Chills,56.368421052631575,inf,7.894736842105263,2,10,30.0,0.0,5.0,0.0,D002,41.852000000000004,39.22,45.8,69.09047996817912,99.0,1068.0,1068.0,28.254035153121606,28.25,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 28.2, producing a GREEN alert. Supporting evidence: historical baseline deviation (56.4); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (69.1)."
2026-06-08,S005,Sweating,56.368421052631575,inf,7.894736842105263,2,10,30.0,0.0,5.0,0.0,D002,41.852000000000004,39.22,45.8,69.09047996817912,99.0,1068.0,1068.0,28.254035153121606,28.25,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 28.2, producing a GREEN alert. Supporting evidence: historical baseline deviation (56.4); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (69.1)."
2026-06-08,S001,Fever,62.966442953020135,inf,3.2214765100671143,6,10,30.0,0.0,5.0,0.0,D001,57.378,51.15,66.72,50.68325684541399,147.0,1765.0,1765.0,28.035254969765116,28.04,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 28.0, producing a GREEN alert. Supporting evidence: historical baseline deviation (63.0); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (50.7)."
2026-06-08,S019,Vomiting,57.51260504201681,inf,5.042016806722689,3,10,30.0,0.0,5.0,0.0,D001,57.378,51.15,66.72,50.68325684541399,147.0,1765.0,1765.0,27.21717928311462,27.22,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 27.2, producing a GREEN alert. Supporting evidence: historical baseline deviation (57.5); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (50.7)."
2026-06-08,S002,Headache,56.28169014084507,inf,7.605633802816901,2,10,30.0,0.0,5.0,0.0,D001,57.378,51.15,66.72,50.68325684541399,147.0,1765.0,1765.0,27.032542047938858,27.03,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 27.0, producing a GREEN alert. Supporting evidence: historical baseline deviation (56.3); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (50.7)."
2026-06-08,S009,Runny Nose,69.00729927007299,inf,23.35766423357664,6,10,31.49,2.97,7.65,35.0,,0.0,,,0.0,0.0,,0.0,21.917594890510948,21.92,1,2,False,True,False,GREEN,False,"Composite outbreak-risk score is 21.9, producing a GREEN alert. Supporting evidence: historical baseline deviation (69.0); spatial propagation (35.0)."
2026-06-15,S023,Weight Loss,86.0,inf,200.0,3,10,54.08,39.04,59.29,71.0,D006,47.236000000000004,42.56,54.25,93.52891666785482,52.0,290.0,290.0,65.16443750017822,65.16,4,7,True,True,True,ORANGE,True,"Composite outbreak-risk score is 65.2, producing a ORANGE alert. Supporting evidence: historical baseline deviation (86.0); statistical anomaly (54.1); temporal acceleration (39.0); persistent signal (59.3); spatial propagation (71.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (93.5)."
2026-06-15,S024,Night Sweats,90.0,inf,100.0,5,10,41.17,21.1,35.19,85.0,D006,47.236000000000004,42.56,54.25,93.52891666785482,52.0,290.0,290.0,59.62193750017822,59.62,3,6,True,True,False,ORANGE,True,"Composite outbreak-risk score is 59.6, producing a ORANGE alert. Supporting evidence: historical baseline deviation (90.0); statistical anomaly (41.2); persistent signal (35.2); spatial propagation (85.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (93.5)."
2026-06-15,S011,Chest Pain,86.0,inf,500.0,3,10,46.67,39.9,48.22,47.0,D006,47.236000000000004,42.56,54.25,93.52891666785482,52.0,290.0,290.0,58.921437500178214,58.92,2,7,True,True,True,ORANGE,True,"Composite outbreak-risk score is 58.9, producing a ORANGE alert. Supporting evidence: historical baseline deviation (86.0); statistical anomaly (46.7); temporal acceleration (39.9); persistent signal (48.2); spatial propagation (47.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (93.5)."
2026-06-15,S025,Bleeding,88.0,inf,300.0,4,10,41.1,28.62,62.62,60.86,D001,46.728,44.36,50.28,58.005636636044166,146.0,1691.0,1691.0,55.55364549540662,55.55,4,6,True,True,False,ORANGE,True,"Composite outbreak-risk score is 55.5, producing a ORANGE alert. Supporting evidence: historical baseline deviation (88.0); statistical anomaly (41.1); persistent signal (62.6); spatial propagation (60.9); Objective A atypical/emerging evidence (46.7); severity burden from disease D001 (58.0)."
2026-06-15,S026,Anaemia,88.0,inf,100.0,4,10,35.25,10.5,45.51,59.25,D002,41.852000000000004,39.22,45.8,85.69223801835018,98.0,1111.0,1111.0,52.81553570275253,52.82,3,6,True,True,False,YELLOW,False,"Composite outbreak-risk score is 52.8, producing a YELLOW alert. Supporting evidence: historical baseline deviation (88.0); statistical anomaly (35.2); persistent signal (45.5); spatial propagation (59.2); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (85.7)."
2026-06-15,S007,Persistent Cough,79.25,6.010407640085654,70.83333333333334,4,10,33.36,4.2,21.52,65.0,D006,47.236000000000004,42.56,54.25,93.52891666785482,52.0,290.0,290.0,49.25243750017822,49.25,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 49.2, producing a YELLOW alert. Supporting evidence: historical baseline deviation (79.2); spatial propagation (65.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (93.5)."
2026-06-15,S027,Dehydration,82.0,12.020815280171307,242.85714285714283,1,10,35.61,5.22,41.64,43.0,D008,48.106,42.95,55.84,78.2496022413856,49.0,1270.0,1270.0,47.66854033620784,47.67,2,6,True,True,False,YELLOW,False,"Composite outbreak-risk score is 47.7, producing a YELLOW alert. Supporting evidence: historical baseline deviation (82.0); statistical anomaly (35.6); persistent signal (41.6); spatial propagation (43.0); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (78.2)."
2026-06-15,S021,Abdominal Pain,69.67741935483872,inf,32.25806451612903,5,10,32.88,10.34,23.52,68.0,D008,48.106,42.95,55.84,78.2496022413856,49.0,1270.0,1270.0,47.21065323943365,47.21,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 47.2, producing a YELLOW alert. Supporting evidence: historical baseline deviation (69.7); spatial propagation (68.0); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (78.2)."
2026-06-15,S022,Loss of Appetite,65.84615384615384,inf,26.15384615384616,4,10,30.71,1.43,16.77,55.0,D007,47.278000000000006,45.57,49.84,70.33167444932707,38.0,504.0,504.0,40.74097424432214,40.74,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 40.7, producing a YELLOW alert. Supporting evidence: historical baseline deviation (65.8); spatial propagation (55.0); Objective A atypical/emerging evidence (47.3); severity burden from disease D007 (70.3)."
2026-06-15,S020,Diarrhoea,67.3125,inf,17.708333333333336,6,10,31.44,5.1,18.1,27.0,D008,48.106,42.95,55.84,78.2496022413856,49.0,1270.0,1270.0,38.89091533620784,38.89,2,3,False,False,False,YELLOW,False,"Composite outbreak-risk score is 38.9, producing a YELLOW alert. Supporting evidence: historical baseline deviation (67.3); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (78.2)."
2026-06-15,S017,Rash,66.48192771084337,inf,34.93975903614458,3,10,30.54,2.43,13.15,35.0,D001,57.378,51.15,66.72,58.005636636044166,146.0,1691.0,1691.0,36.578934652033126,36.58,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 36.6, producing a YELLOW alert. Supporting evidence: historical baseline deviation (66.5); spatial propagation (35.0); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (58.0)."
2026-06-15,S003,Fatigue,59.5700325732899,3.792663644546028,18.566775244299677,2,10,30.19,2.37,13.13,17.0,D005,55.126000000000005,53.05,58.24,77.75230817695072,95.0,1382.0,1382.0,35.51445111253609,35.51,3,3,False,False,False,YELLOW,False,"Composite outbreak-risk score is 35.5, producing a YELLOW alert. Supporting evidence: historical baseline deviation (59.6); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (77.8)."
