week,symptom_id,symptom_name,hospitals_observed,total_cases,average_cases_per_hospital,average_growth_rate,median_growth_rate,average_incidence_proportion,hospitals_increasing,hospitals_orange_red,spread_proportion,increasing_hospital_proportion,cross_hospital_alert,potential_outbreak_signal
2026-06-15,S018,Nausea,10,1263,126.3,8.281300198742391,10.740469208211145,0.14354281040375336,0,0,1.0,0.0,GREEN,False
2026-06-15,S020,Diarrhoea,10,1346,134.6,7.1751697814208,10.191433686819998,0.15391959597857732,0,0,1.0,0.0,GREEN,False
2026-06-15,S019,Vomiting,10,1678,167.8,6.797697898567111,6.156383856120467,0.19194730684269884,0,0,1.0,0.0,GREEN,False
2026-06-15,S003,Fatigue,10,1737,173.7,0.9449992436733913,-0.6728553415365885,0.19797276681753084,1,0,1.0,0.1,GREEN,False
2026-06-15,S002,Headache,10,3759,375.9,-0.35601220394008887,-2.2597412404349577,0.4295982862557053,0,0,1.0,0.0,GREEN,False
2026-06-15,S008,Sore Throat,10,2314,231.4,-0.6977750130982194,-3.425684485006519,0.2634515352442789,0,0,1.0,0.0,GREEN,False
2026-06-15,S001,Fever,10,7416,741.6,-1.534280452465339,-1.0793923058074002,0.8465225333987005,0,0,1.0,0.0,GREEN,False
2026-06-15,S016,Retro-orbital Pain,10,1137,113.7,-1.6271815982616915,-1.3626298756600237,0.13010476767809417,0,0,1.0,0.0,GREEN,False
2026-06-15,S006,Dry Cough,10,3586,358.6,-2.1117877457589893,-1.0833681683226686,0.40747859344453874,0,0,1.0,0.0,GREEN,False
2026-06-15,S014,Muscle Pain,10,3384,338.4,-4.123955185728261,-3.678094844401958,0.38678558057458323,0,0,1.0,0.0,GREEN,False
2026-06-15,S009,Runny Nose,10,1371,137.1,-5.184409161991153,-4.229811647542759,0.15542451143577884,0,0,1.0,0.0,GREEN,False
2026-06-15,S013,Loss of Smell,10,256,25.6,-5.790842884889375,-1.4705882352941175,0.0289034972415953,1,0,1.0,0.1,GREEN,False
2026-06-15,S015,Joint Pain,10,1408,140.8,-8.480247785226624,-9.205449722691103,0.16191897124510965,0,0,1.0,0.0,GREEN,False
2026-06-22,S027,Dehydration,10,56,5.6,63.583333333333336,12.5,0.00622011793359311,4,4,1.0,0.4,ORANGE,True
2026-06-22,S012,Loss of Taste,10,321,32.1,31.930045529183463,16.666666666666664,0.035942988022348424,4,4,1.0,0.4,ORANGE,True
2026-06-22,S023,Weight Loss,10,46,4.6,28.611111111111114,-16.666666666666664,0.00543711682757138,4,4,1.0,0.4,ORANGE,True
2026-06-22,S013,Loss of Smell,10,307,30.7,28.398214814913104,18.26923076923077,0.03427842288175825,4,2,1.0,0.4,ORANGE,True
2026-06-22,S010,Breathlessness,10,99,9.9,21.729097699685934,11.11111111111111,0.01141652895465301,4,3,1.0,0.4,ORANGE,False
2026-06-22,S011,Chest Pain,9,26,2.888888888888889,30.555555555555557,0.0,0.003350715758256289,4,4,0.9,0.4,ORANGE,True
2026-06-22,S026,Anaemia,7,20,2.857142857142857,20.952380952380956,-60.0,0.0031706822246602854,3,3,0.7,0.3,ORANGE,False
2026-06-22,S025,Bleeding,10,35,3.5,13.5,-20.0,0.0038353638777567796,2,1,1.0,0.2,YELLOW,False
2026-06-22,S017,Rash,10,495,49.5,8.700569582922524,-0.26610644257703064,0.055997271890173284,2,2,1.0,0.2,YELLOW,False
2026-06-22,S024,Night Sweats,10,102,10.2,6.967338217338217,-4.166666666666666,0.01196207900275232,2,2,1.0,0.2,YELLOW,False
2026-06-22,S007,Persistent Cough,10,270,27.0,-2.720905839572061,-12.060606060606059,0.03138724422326056,2,1,1.0,0.2,YELLOW,False
2026-06-22,S022,Loss of Appetite,10,315,31.5,-6.157888859108373,-8.93939393939394,0.03495239089209879,2,0,1.0,0.2,YELLOW,False
2026-06-22,S016,Retro-orbital Pain,10,1226,122.6,8.86023964298835,9.441176470588236,0.13758404203209298,0,0,1.0,0.0,GREEN,False
2026-06-22,S015,Joint Pain,10,1529,152.9,8.420521603607645,8.031442241968557,0.1707639178403036,1,0,1.0,0.1,GREEN,False
2026-06-22,S003,Fatigue,10,1845,184.5,7.1991838873319125,8.211314089155394,0.20628252605095554,0,0,1.0,0.0,GREEN,False
2026-06-22,S014,Muscle Pain,10,3571,357.1,5.898234910941948,5.095481501150646,0.3997851895629371,0,0,1.0,0.0,GREEN,False
2026-06-22,S006,Dry Cough,10,3696,369.6,4.169950879100016,1.850693413630773,0.4125085367583304,0,0,1.0,0.0,GREEN,False
2026-06-22,S009,Runny Nose,10,1402,140.2,4.128915130987339,5.181260457334077,0.15646071539875744,1,0,1.0,0.1,GREEN,False
2026-06-22,S001,Fever,10,7712,771.2,4.111688761002605,2.7934999887698493,0.8606122828890739,0,0,1.0,0.0,GREEN,False
2026-06-22,S008,Sore Throat,10,2369,236.9,3.851611673578264,1.0104161666586664,0.26512752905613296,0,0,1.0,0.0,GREEN,False
2026-06-22,S002,Headache,10,3903,390.3,3.822581739162545,3.1599042625940275,0.434988688094594,0,0,1.0,0.0,GREEN,False
2026-06-22,S004,Chills,10,1118,111.8,0.003297346266454326,-2.0334836786178423,0.12434028787863191,0,0,1.0,0.0,GREEN,False
2026-06-22,S005,Sweating,10,1118,111.8,0.003297346266454326,-2.0334836786178423,0.12434028787863191,0,0,1.0,0.0,GREEN,False
2026-06-22,S019,Vomiting,10,1637,163.7,-1.4315353564185442,0.37498733150907065,0.18417858022019282,0,0,1.0,0.0,GREEN,False
2026-06-22,S020,Diarrhoea,10,1275,127.5,-4.940855159739665,-6.2912308930008045,0.14266862532284424,0,0,1.0,0.0,GREEN,False
2026-06-22,S018,Nausea,10,1177,117.7,-5.460264817743923,-9.382553284992309,0.131961406439854,0,0,1.0,0.0,GREEN,False
2026-06-22,S021,Abdominal Pain,10,906,90.6,-6.383756119033333,-10.733904636343661,0.10134378154476734,0,0,1.0,0.0,GREEN,False
2026-06-29,S023,Weight Loss,10,47,4.7,77.88888888888889,20.0,0.00539490257953208,5,4,1.0,0.5,ORANGE,True
2026-06-29,S025,Bleeding,10,39,3.9,64.80952380952381,-12.5,0.00457870754031828,3,3,1.0,0.3,ORANGE,True
2026-06-29,S026,Anaemia,10,24,2.4,49.166666666666664,-37.5,0.00271990355238662,4,4,1.0,0.4,ORANGE,True
2026-06-29,S027,Dehydration,10,49,4.9,13.787878787878787,0.0,0.00528194495074737,3,2,1.0,0.3,ORANGE,False
2026-06-29,S024,Night Sweats,10,109,10.9,13.01010101010101,4.545454545454546,0.01246708327787054,3,2,1.0,0.3,ORANGE,False
2026-06-29,S022,Loss of Appetite,10,335,33.5,8.744486803115228,-2.1538461538461537,0.03729269228503048,4,0,1.0,0.4,ORANGE,False
2026-06-29,S011,Chest Pain,10,25,2.5,7.333333333333334,0.0,0.00295773791198333,4,3,1.0,0.4,ORANGE,False
2026-06-29,S007,Persistent Cough,10,301,30.1,14.676406926406926,11.011904761904763,0.03492286134208397,2,1,1.0,0.2,YELLOW,False
2026-06-29,S010,Breathlessness,10,92,9.2,0.8799762329174101,-9.722222222222221,0.011077986815746569,2,1,1.0,0.2,YELLOW,False
2026-06-29,S013,Loss of Smell,10,289,28.9,-2.2282537664463566,-9.077380952380953,0.03325167205297289,2,0,1.0,0.2,YELLOW,False
2026-06-29,S004,Chills,10,1146,114.6,4.7237545664927945,1.9237849779086893,0.13128686524929284,1,0,1.0,0.1,GREEN,False
2026-06-29,S005,Sweating,10,1146,114.6,4.7237545664927945,1.9237849779086893,0.13128686524929284,1,0,1.0,0.1,GREEN,False
2026-06-29,S017,Rash,10,489,48.9,0.44234352464502036,-1.278825995807128,0.05534804531268771,1,1,1.0,0.1,GREEN,False
2026-06-29,S008,Sore Throat,10,2365,236.5,0.23950613492187295,2.2860034702139966,0.26952850866839484,0,0,1.0,0.0,GREEN,False
2026-06-29,S003,Fatigue,10,1815,181.5,-0.7477314992392323,-0.3105590062111801,0.2076758167455242,0,0,1.0,0.0,GREEN,False
2026-06-29,S001,Fever,10,7599,759.9,-1.3383591361274807,-0.115473441108545,0.8635372304854634,0,0,1.0,0.0,GREEN,False
2026-06-29,S015,Joint Pain,10,1493,149.3,-1.7453036013380536,-3.7928534879754396,0.1699772190628234,0,0,1.0,0.0,GREEN,False
2026-06-29,S006,Dry Cough,10,3614,361.4,-1.9105824852274558,-2.894784967539395,0.411017407653949,0,0,1.0,0.0,GREEN,False
2026-06-29,S009,Runny Nose,10,1359,135.9,-2.0432133605387106,-3.8259413259413257,0.15403930673188823,0,0,1.0,0.0,GREEN,False
2026-06-29,S002,Headache,10,3812,381.2,-2.2211620671276195,-3.230329576411517,0.4326002156286557,0,0,1.0,0.0,GREEN,False
2026-06-29,S018,Nausea,10,1137,113.7,-2.2782054279018906,-5.0003322479899,0.12939998949133086,1,0,1.0,0.1,GREEN,False
2026-06-29,S014,Muscle Pain,10,3459,345.9,-3.1269809885451343,-5.849354610315342,0.3922653224782952,0,0,1.0,0.0,GREEN,False
2026-06-29,S016,Retro-orbital Pain,10,1182,118.2,-3.89039686996025,-7.475840105424995,0.13401397630859269,0,0,1.0,0.0,GREEN,False
2026-06-29,S020,Diarrhoea,10,1220,122.0,-4.210656805606232,-8.039191316596238,0.13789008247602114,0,0,1.0,0.0,GREEN,False
2026-06-29,S019,Vomiting,10,1577,157.7,-4.387497635079162,-0.2380952380952381,0.17824570195629788,0,0,1.0,0.0,GREEN,False
2026-06-29,S021,Abdominal Pain,10,835,83.5,-8.197636098761919,-7.1647274954072255,0.09371776548810724,0,0,1.0,0.0,GREEN,False
2026-06-29,S012,Loss of Taste,10,279,27.9,-10.931509105505656,-18.83070301291248,0.03245611771803769,0,0,1.0,0.0,GREEN,False
2026-07-06,S025,Bleeding,10,40,4.0,29.416666666666664,41.666666666666664,0.00462475350257764,6,5,1.0,0.6,RED,True
2026-07-06,S010,Breathlessness,10,101,10.1,20.485209235209233,27.922077922077918,0.011334409148314059,6,4,1.0,0.6,ORANGE,False
2026-07-06,S012,Loss of Taste,10,304,30.4,12.146979344116545,-5.840336134453782,0.03459917085877662,4,2,1.0,0.4,ORANGE,False
2026-07-06,S022,Loss of Appetite,10,338,33.8,7.01510302013219,10.597826086956522,0.03865093827218042,3,0,1.0,0.3,ORANGE,False
2026-07-06,S013,Loss of Smell,10,304,30.4,6.314537346133347,-3.5252643948296116,0.03481979930843962,3,0,1.0,0.3,ORANGE,False
2026-07-06,S011,Chest Pain,8,22,2.75,39.58333333333333,16.666666666666664,0.0030209022534882874,4,2,0.8,0.4,ORANGE,True
2026-07-06,S021,Abdominal Pain,10,845,84.5,3.709037586938328,0.890985324947589,0.09650019067646208,2,0,1.0,0.2,YELLOW,False
2026-07-06,S017,Rash,10,459,45.9,-2.868339725790616,-5.6254367575122295,0.052395151673185224,2,0,1.0,0.2,YELLOW,False
2026-07-06,S023,Weight Loss,10,34,3.4,-11.714285714285714,-41.666666666666664,0.00393951414180792,2,2,1.0,0.2,YELLOW,False
2026-07-06,S027,Dehydration,10,33,3.3,-20.3030303030303,-33.33333333333333,0.0036286502236230604,2,2,1.0,0.2,YELLOW,False
2026-07-06,S026,Anaemia,8,13,1.625,9.79166666666667,-16.666666666666664,0.0019552245761506374,2,2,0.8,0.2,YELLOW,False
2026-07-06,S009,Runny Nose,10,1458,145.8,7.844598893201857,10.408834586466165,0.1664514368043531,0,0,1.0,0.0,GREEN,False
2026-07-06,S018,Nausea,10,1172,117.2,3.876163717754429,3.488372093023256,0.13460213772342972,0,0,1.0,0.0,GREEN,False
2026-07-06,S002,Headache,10,3914,391.4,2.9422200179048,2.340885001898781,0.447927415612949,0,0,1.0,0.0,GREEN,False
2026-07-06,S004,Chills,10,1182,118.2,2.7950551225603677,1.1769620128753255,0.1347178233634121,0,0,1.0,0.0,GREEN,False
2026-07-06,S005,Sweating,10,1182,118.2,2.7950551225603677,1.1769620128753255,0.1347178233634121,0,0,1.0,0.0,GREEN,False
2026-07-06,S020,Diarrhoea,10,1214,121.4,0.13714530476103057,2.582761481034613,0.13903151011400977,0,0,1.0,0.0,GREEN,False
2026-07-06,S006,Dry Cough,10,3599,359.9,0.010882395044413861,1.8305711903272879,0.4128020803240594,0,0,1.0,0.0,GREEN,False
2026-07-06,S019,Vomiting,10,1549,154.9,-0.34955018527302606,0.607628905501246,0.177923820988786,0,0,1.0,0.0,GREEN,False
2026-07-06,S014,Muscle Pain,10,3435,343.5,-0.719209272051457,-0.28735632183908044,0.3915854461117757,0,0,1.0,0.0,GREEN,False
2026-07-06,S001,Fever,10,7521,752.1,-1.0633481213952833,-1.0282228156059932,0.8600813646912693,0,0,1.0,0.0,GREEN,False
2026-07-06,S003,Fatigue,10,1758,175.8,-2.8401973311992967,-2.29269801980198,0.20244112860788852,0,0,1.0,0.0,GREEN,False
2026-07-06,S008,Sore Throat,10,2296,229.6,-2.846896931821991,-3.9264705882352944,0.26311913297833245,0,0,1.0,0.0,GREEN,False
2026-07-06,S015,Joint Pain,10,1447,144.7,-3.632339224184359,-1.6964285714285714,0.1643448077383439,0,0,1.0,0.0,GREEN,False
2026-07-06,S016,Retro-orbital Pain,10,1119,111.9,-4.4975014664150335,-2.1098212640501197,0.12784621406576818,0,0,1.0,0.0,GREEN,False
2026-07-06,S007,Persistent Cough,10,269,26.9,-11.261883363477473,-11.69415292353823,0.03113422357660065,1,0,1.0,0.1,GREEN,False
2026-07-06,S024,Night Sweats,10,88,8.8,-16.183455433455435,-13.392857142857142,0.010295289319590919,1,1,1.0,0.1,GREEN,False
2026-07-13,S027,Dehydration,10,46,4.6,80.47619047619048,25.0,0.00524118438747396,5,5,1.0,0.5,RED,True
2026-07-13,S024,Night Sweats,10,83,8.3,17.619047619047613,-3.571428571428571,0.009473670174192669,3,2,1.0,0.3,ORANGE,False
2026-07-13,S025,Bleeding,10,32,3.2,-4.5,-16.666666666666664,0.00368607389549451,3,2,1.0,0.3,ORANGE,False
2026-07-13,S026,Anaemia,9,25,2.7777777777777777,92.5925925925926,0.0,0.0033015037424027113,4,4,0.9,0.4,ORANGE,True
2026-07-13,S017,Rash,10,478,47.8,7.518764902757856,5.0,0.05478438334006086,2,1,1.0,0.2,YELLOW,False
2026-07-13,S022,Loss of Appetite,10,350,35.0,4.1326700092657545,3.846153846153846,0.03949928833526943,2,0,1.0,0.2,YELLOW,False
2026-07-13,S011,Chest Pain,8,15,1.875,0.0,-37.5,0.002158418859727875,2,2,0.8,0.2,YELLOW,False
2026-07-13,S015,Joint Pain,10,1538,153.8,8.746156151040692,10.555555555555555,0.17587666513288808,1,0,1.0,0.1,GREEN,False
2026-07-13,S016,Retro-orbital Pain,10,1211,121.1,8.626529230103,8.508771929824562,0.13770280904187154,1,0,1.0,0.1,GREEN,False
2026-07-13,S021,Abdominal Pain,10,901,90.1,6.741317858341131,5.201569264069264,0.10204981571446307,1,0,1.0,0.1,GREEN,False
2026-07-13,S019,Vomiting,10,1631,163.1,4.931052051055546,4.927336055729041,0.1852768437473215,0,0,1.0,0.0,GREEN,False
2026-07-13,S020,Diarrhoea,10,1274,127.4,4.8812979565775265,5.343137254901961,0.14428534420106015,0,0,1.0,0.0,GREEN,False
2026-07-13,S014,Muscle Pain,10,3586,358.6,4.808427280531648,5.319349962207105,0.406735247882989,0,0,1.0,0.0,GREEN,False
2026-07-13,S018,Nausea,10,1225,122.5,4.546115982291982,3.7732919254658386,0.13940768090398417,1,0,1.0,0.1,GREEN,False
2026-07-13,S001,Fever,10,7591,759.1,0.9842411181924847,1.3337468982630272,0.8619628623790584,0,0,1.0,0.0,GREEN,False
2026-07-13,S008,Sore Throat,10,2301,230.1,0.14324489576540228,4.5364156102411135,0.2609690176233681,0,0,1.0,0.0,GREEN,False
2026-07-13,S006,Dry Cough,10,3598,359.8,-0.19863033404671704,0.5333333333333334,0.4085189041113277,0,0,1.0,0.0,GREEN,False
2026-07-13,S002,Headache,10,3868,386.8,-1.2377531306432217,-3.1924302903253596,0.4389002207000532,0,0,1.0,0.0,GREEN,False
2026-07-13,S003,Fatigue,10,1739,173.9,-1.3073287803678786,-1.7647058823529411,0.19809467695907995,0,0,1.0,0.0,GREEN,False
2026-07-13,S009,Runny Nose,10,1407,140.7,-4.015356021894741,-6.611323459149546,0.1587340583941557,0,0,1.0,0.0,GREEN,False
2026-07-13,S007,Persistent Cough,10,242,24.2,-5.284995470479342,-9.722222222222221,0.02760636859673235,1,0,1.0,0.1,GREEN,False
2026-07-13,S004,Chills,10,1097,109.7,-7.274443276939179,-11.421770866391622,0.12403980213015661,0,0,1.0,0.0,GREEN,False
2026-07-13,S005,Sweating,10,1097,109.7,-7.274443276939179,-11.421770866391622,0.12403980213015661,0,0,1.0,0.0,GREEN,False
2026-07-13,S012,Loss of Taste,10,244,24.4,-15.334283192467552,-22.5,0.0281570388934262,1,0,1.0,0.1,GREEN,False
2026-07-13,S013,Loss of Smell,10,251,25.1,-16.848974035159166,-21.320346320346317,0.028800479368875732,0,0,1.0,0.0,GREEN,False
2026-07-13,S010,Breathlessness,10,76,7.6,-20.92085692085692,-34.52380952380952,0.008575020506205549,1,1,1.0,0.1,GREEN,False
2026-07-13,S023,Weight Loss,8,20,2.5,-25.625,-26.666666666666664,0.002838241976705375,1,0,0.8,0.1,GREEN,False
2026-07-20,S023,Weight Loss,10,41,4.1,80.83333333333333,37.5,0.00445896856382187,5,5,1.0,0.5,RED,True
2026-07-20,S024,Night Sweats,10,106,10.6,41.781274281274285,30.0,0.01190952014817425,5,5,1.0,0.5,RED,True
2026-07-20,S025,Bleeding,10,34,3.4,63.16666666666667,-33.33333333333333,0.00391410702022208,4,4,1.0,0.4,ORANGE,True
2026-07-20,S027,Dehydration,10,52,5.2,37.45238095238095,10.0,0.00581401559550027,4,3,1.0,0.4,ORANGE,True
2026-07-20,S007,Persistent Cough,10,320,32.0,33.06101918515712,30.128205128205124,0.03598751730555618,6,4,1.0,0.6,ORANGE,True
2026-07-20,S011,Chest Pain,10,23,2.3,30.0,16.666666666666664,0.00259819703124036,5,4,1.0,0.5,ORANGE,True
2026-07-20,S012,Loss of Taste,10,288,28.8,24.024245710429923,11.607142857142858,0.03223016734244963,4,2,1.0,0.4,ORANGE,False
2026-07-20,S013,Loss of Smell,10,294,29.4,22.504639274716006,7.983682983682983,0.03280393652943055,3,3,1.0,0.3,ORANGE,False
2026-07-20,S010,Breathlessness,10,82,8.2,21.085858585858585,-17.424242424242422,0.00927782195484864,4,4,1.0,0.4,ORANGE,False
2026-07-20,S026,Anaemia,9,28,3.111111111111111,39.074074074074076,-20.0,0.003500581123092411,3,3,0.9,0.3,ORANGE,True
2026-07-20,S022,Loss of Appetite,10,346,34.6,4.445579086694953,-3.7804878048780486,0.03894615577575344,2,1,1.0,0.2,YELLOW,False
2026-07-20,S003,Fatigue,10,1840,184.0,6.273943421409574,5.920649509803921,0.2066262770164812,1,0,1.0,0.1,GREEN,False
