week,symptom_id,symptom_name,baseline_score,baseline_z_max,baseline_deviation_max,baseline_hospitals_elevated,baseline_hospitals_observed,anomaly_score,temporal_score,persistence_score,spatial_score,best_matching_disease_id,b8_pattern_score,objective_a_score,b8_integration_score,severity_score,severe_cases,total_cases,disease_total_cases,raw_risk_score,risk_score,strong_evidence_count,moderate_evidence_count,persistence_support,spatial_support,temporal_support,risk_alert,outbreak_signal,risk_explanation
2026-08-24,S005,Sweating,0.0,-0.4199263064023151,-3.321554770318025,0,10,30.0,11.78,3.14,0.0,D002,41.852000000000004,39.22,45.8,71.56419602064199,68.0,945.0,945.0,21.6578294030963,21.66,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (71.6)."
2026-08-24,S001,Fever,0.0,-3.890857456250525,-12.453630100688924,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2)."
2026-08-24,S002,Headache,0.0,-2.214454461428313,-10.020876826722338,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2)."
2026-08-24,S014,Muscle Pain,0.0,-2.502440685714239,-13.098672821696477,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2)."
2026-08-24,S019,Vomiting,0.0,-0.1868891487024907,-1.378929950358528,0,10,30.0,0.0,0.0,0.0,D001,57.378,51.15,66.72,71.21365481174038,106.0,1460.0,1460.0,20.919848221761058,20.92,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.9, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (71.2)."
2026-08-24,S013,Loss of Smell,6.231607237243784,0.3004270464795249,4.081632653061232,0,10,32.1,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,20.791497279015438,20.79,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.8, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5)."
2026-08-24,S020,Diarrhoea,0.0,-0.7063784749755478,-3.3016228315612697,0,10,30.0,0.0,0.0,0.0,D008,48.106,42.95,55.84,75.7968771963547,38.0,1076.0,1076.0,20.680131579453203,20.68,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.7, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (75.8)."
2026-08-24,S012,Loss of Taste,3.6611168810674957,0.1481868684597175,3.971119133574012,0,10,31.04,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,20.246923725588992,20.25,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.2, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5)."
2026-08-24,S015,Joint Pain,0.0,-0.7714691056306098,-6.348281887012237,0,10,30.0,0.0,0.0,0.0,D001,50.532,48.56,53.49,71.21365481174038,106.0,1460.0,1460.0,20.235248221761058,20.24,1,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 20.2, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (50.5); severity burden from disease D001 (71.2)."
2026-08-24,S003,Fatigue,0.0,-0.8982525473879207,-6.372549019607843,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,19.54175619342887,19.54,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 19.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5)."
2026-08-24,S006,Dry Cough,0.0,-1.245977988268172,-6.395182104961279,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,19.54175619342887,19.54,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 19.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5)."
2026-08-24,S008,Sore Throat,0.0,-1.5700124281005683,-8.571428571428571,0,10,30.0,0.0,0.0,0.0,D005,55.126000000000005,53.05,58.24,63.52770795619247,70.0,1216.0,1216.0,19.54175619342887,19.54,2,2,False,False,False,GREEN,False,"Composite outbreak-risk score is 19.5, producing a GREEN alert. Supporting evidence: Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (63.5)."
2026-08-24,S009,Runny Nose,11.185109630337452,0.5877732444869138,4.62962962962963,0,10,34.11,10.13,2.7,0.0,,0.0,,,0.0,0.0,,0.0,8.718766444550617,8.72,0,0,False,False,False,GREEN,False,"Composite outbreak-risk score is 8.7, producing a GREEN alert. No major corroborating outbreak signals were detected."
