week,hospital_id,disease_id,total_cases,severe_cases,severe_case_proportion,previous_total_cases,previous_severe_cases,previous_severe_proportion,severe_case_growth,severe_proportion_change,previous_severe_growth,severe_growth_acceleration,severity_burden_score,severity_alert,severity_signal
2026-08-24,H001,D003,34,1,0.029411764705882353,44.0,0.0,0.0,1.0,0.029411764705882353,-1.0,2.0,63.01604205677749,ORANGE,True
2026-06-01,H001,D004,291,9,0.030927835051546393,0.0,0.0,0.0,1.0,0.030927835051546393,0.0,1.0,70.41237113402062,ORANGE,True
2026-06-08,H001,D004,291,12,0.041237113402061855,291.0,9.0,0.030927835051546393,0.3333333333333333,0.010309278350515462,1.0,-0.6666666666666667,35.549828178694156,YELLOW,True
2026-06-15,H001,D004,314,8,0.025477707006369428,291.0,12.0,0.041237113402061855,-0.3333333333333333,-0.015759406395692427,0.3333333333333333,-0.6666666666666666,24.45859872611465,GREEN,False
2026-06-22,H001,D004,317,11,0.03470031545741325,314.0,8.0,0.025477707006369428,0.375,0.00922260845104382,-0.3333333333333333,0.7083333333333333,55.44755520504732,ORANGE,True
2026-06-29,H001,D004,316,15,0.04746835443037975,317.0,11.0,0.03470031545741325,0.36363636363636365,0.012768038972966501,0.375,-0.011363636363636354,37.397871116225545,YELLOW,True
2026-07-06,H001,D004,309,3,0.009708737864077669,316.0,15.0,0.04746835443037975,-0.8,-0.037759616566302084,0.36363636363636365,-1.1636363636363636,21.699029126213592,GREEN,False
2026-07-13,H001,D004,319,8,0.025078369905956112,309.0,3.0,0.009708737864077669,1.6666666666666667,0.015369632041878443,-0.8,2.466666666666667,69.38871473354232,ORANGE,True
2026-07-20,H001,D004,338,6,0.01775147928994083,319.0,8.0,0.025078369905956112,-0.25,-0.007326890616015283,1.6666666666666667,-1.9166666666666667,23.106508875739646,GREEN,False
2026-07-27,H001,D004,337,12,0.03560830860534125,338.0,6.0,0.01775147928994083,1.0,0.01785682931540042,-0.25,1.25,71.23145400593472,ORANGE,True
2026-08-03,H001,D004,309,9,0.02912621359223301,337.0,12.0,0.03560830860534125,-0.25,-0.006482095013108237,1.0,-1.25,25.097087378640776,GREEN,False
2026-08-10,H001,D004,312,10,0.03205128205128205,309.0,9.0,0.02912621359223301,0.1111111111111111,0.002925068459049038,-0.25,0.3611111111111111,42.83119658119658,YELLOW,True
2026-08-17,H001,D004,345,9,0.02608695652173913,312.0,10.0,0.03205128205128205,-0.1,-0.005964325529542919,0.1111111111111111,-0.2111111111111111,24.565217391304348,GREEN,False
2026-08-24,H001,D004,283,11,0.038869257950530034,345.0,9.0,0.02608695652173913,0.2222222222222222,0.012782301428790905,-0.1,0.3222222222222222,45.2465645857872,YELLOW,True
2026-06-01,H001,D005,178,19,0.10674157303370786,0.0,0.0,0.0,1.0,0.10674157303370786,0.0,1.0,82.45610316925422,RED,True
2026-06-08,H001,D005,183,13,0.07103825136612021,178.0,19.0,0.10674157303370786,-0.3157894736842105,-0.03570332166758765,1.0,-1.3157894736842106,31.307742034567234,GREEN,False
2026-06-15,H001,D005,180,18,0.1,183.0,13.0,0.07103825136612021,0.38461538461538464,0.02896174863387979,-0.3157894736842105,0.7004048582995952,65.93193083714166,ORANGE,True
2026-06-22,H001,D005,176,14,0.07954545454545454,180.0,18.0,0.1,-0.2222222222222222,-0.02045454545454546,0.38461538461538464,-0.6068376068376069,32.65611219956592,GREEN,False
2026-06-29,H001,D005,179,12,0.0670391061452514,176.0,14.0,0.07954545454545454,-0.14285714285714285,-0.012506348400203149,-0.2222222222222222,0.07936507936507936,33.7029396641621,GREEN,False
2026-07-06,H001,D005,148,16,0.10810810810810811,179.0,12.0,0.0670391061452514,0.3333333333333333,0.04106900196285672,-0.14285714285714285,0.47619047619047616,64.4122192324979,ORANGE,True
2026-07-13,H001,D005,182,7,0.038461538461538464,148.0,16.0,0.10810810810810811,-0.5625,-0.06964656964656965,0.3333333333333333,-0.8958333333333333,25.587091817275564,GREEN,False
2026-07-20,H001,D005,175,16,0.09142857142857143,182.0,7.0,0.038461538461538464,1.2857142857142858,0.052967032967032965,-0.5625,1.8482142857142858,79.71514987819475,RED,True
2026-07-27,H001,D005,182,11,0.06043956043956044,175.0,16.0,0.09142857142857143,-0.3125,-0.03098901098901099,1.2857142857142858,-1.5982142857142858,29.433245663429407,GREEN,False
2026-08-03,H001,D005,198,23,0.11616161616161616,182.0,11.0,0.06043956043956044,1.0909090909090908,0.05572205572205572,-0.3125,1.4034090909090908,84.48799654962069,RED,True
2026-08-10,H001,D005,183,14,0.07650273224043716,198.0,23.0,0.11616161616161616,-0.391304347826087,-0.039658883921179,1.0909090909090908,-1.4822134387351777,32.264026187572696,GREEN,False
2026-08-17,H001,D005,197,9,0.04568527918781726,183.0,14.0,0.07650273224043716,-0.35714285714285715,-0.030817453052619903,-0.391304347826087,0.03416149068322982,28.502862342948493,GREEN,False
2026-08-24,H001,D005,163,13,0.07975460122699386,197.0,9.0,0.04568527918781726,0.4444444444444444,0.034069322039176606,-0.35714285714285715,0.8015873015873016,63.52770795619247,ORANGE,True
2026-06-01,H001,D006,27,5,0.18518518518518517,0.0,0.0,0.0,1.0,0.18518518518518517,0.0,1.0,89.46869739352317,RED,True
2026-06-08,H001,D006,35,2,0.05714285714285714,27.0,5.0,0.18518518518518517,-0.6,-0.12804232804232804,1.0,-1.6,22.970950899164436,GREEN,False
2026-06-15,H001,D006,31,4,0.12903225806451613,35.0,2.0,0.05714285714285714,1.0,0.07188940092165899,-0.6,1.6,80.12526708089823,RED,True
2026-06-22,H001,D006,24,6,0.25,31.0,4.0,0.12903225806451613,0.5,0.12096774193548387,1.0,-0.5,59.15108402995098,ORANGE,True
2026-06-29,H001,D006,34,6,0.17647058823529413,24.0,6.0,0.25,0.0,-0.07352941176470587,0.5,-0.5,43.75133617442455,YELLOW,True
2026-07-06,H001,D006,45,3,0.06666666666666667,34.0,6.0,0.17647058823529413,-0.5,-0.10980392156862746,0.0,-0.5,25.524865944319696,GREEN,False
2026-07-13,H001,D006,28,0,0.0,45.0,3.0,0.06666666666666667,-1.0,-0.06666666666666667,-0.5,-0.5,12.1883069753032,GREEN,False
2026-07-20,H001,D006,51,10,0.19607843137254902,28.0,0.0,0.0,1.0,0.19607843137254902,-1.0,2.0,93.61569769811533,RED,True
2026-07-27,H001,D006,30,6,0.2,51.0,10.0,0.19607843137254902,-0.4,0.003921568627450994,1.0,-1.4,47.42970392586397,YELLOW,True
2026-08-03,H001,D006,35,6,0.17142857142857143,30.0,6.0,0.2,0.0,-0.02857142857142858,-0.4,0.4,58.970950899164436,ORANGE,True
2026-08-10,H001,D006,36,4,0.1111111111111111,35.0,6.0,0.17142857142857143,-0.3333333333333333,-0.060317460317460325,0.0,-0.3333333333333333,32.514569020373266,GREEN,False
2026-08-17,H001,D006,23,4,0.17391304347826086,36.0,4.0,0.1111111111111111,0.0,0.06280193236714976,-0.3333333333333333,0.3333333333333333,55.27144015945437,ORANGE,True
2026-08-24,H001,D006,27,6,0.2222222222222222,23.0,4.0,0.17391304347826086,0.5,0.048309178743961345,0.0,0.5,79.56128998611575,RED,True
2026-06-01,H001,D007,53,3,0.05660377358490566,0.0,0.0,0.0,1.0,0.05660377358490566,0.0,1.0,69.34423795826198,ORANGE,True
2026-06-08,H001,D007,65,4,0.06153846153846154,53.0,3.0,0.05660377358490566,0.3333333333333333,0.00493468795355588,1.0,-0.6666666666666667,34.26749189465474,GREEN,False
2026-06-15,H001,D007,58,5,0.08620689655172414,65.0,4.0,0.06153846153846154,0.25,0.024668435013262602,0.3333333333333333,-0.08333333333333331,36.095313485002464,YELLOW,True
2026-06-22,H001,D007,65,7,0.1076923076923077,58.0,5.0,0.08620689655172414,0.4,0.021485411140583555,0.25,0.15000000000000002,50.01108163824449,YELLOW,True
2026-06-29,H001,D007,73,6,0.0821917808219178,65.0,7.0,0.1076923076923077,-0.14285714285714285,-0.025500526870389895,0.4,-0.5428571428571429,29.962610603686024,GREEN,False
2026-07-06,H001,D007,61,3,0.04918032786885246,73.0,6.0,0.0821917808219178,-0.5,-0.033011452953065346,-0.14285714285714285,-0.35714285714285715,23.545185686834728,GREEN,False
2026-07-13,H001,D007,59,5,0.0847457627118644,61.0,3.0,0.04918032786885246,0.6666666666666666,0.035565434843011945,-0.5,1.1666666666666665,66.31711698972222,ORANGE,True
2026-07-20,H001,D007,63,2,0.031746031746031744,59.0,5.0,0.0847457627118644,-0.6,-0.05299973096583266,0.6666666666666666,-1.2666666666666666,20.609101859085047,GREEN,False
2026-07-27,H001,D007,71,11,0.15492957746478872,63.0,2.0,0.031746031746031744,4.5,0.12318354571875698,-0.6,5.1,69.63255133942405,ORANGE,True
2026-08-03,H001,D007,65,5,0.07692307692307693,71.0,11.0,0.15492957746478872,-0.5454545454545454,-0.07800650054171179,4.5,-5.045454545454545,28.626466253629104,GREEN,False
2026-08-10,H001,D007,61,5,0.08196721311475409,65.0,5.0,0.07692307692307693,0.0,0.005044136191677165,-0.5454545454545454,0.5454545454545454,49.28289060486752,YELLOW,True
2026-08-17,H001,D007,57,3,0.05263157894736842,61.0,5.0,0.08196721311475409,-0.4,-0.029335634167385674,0.0,-0.4,23.907757675014253,GREEN,False
2026-08-24,H001,D007,55,4,0.07272727272727272,57.0,3.0,0.05263157894736842,0.3333333333333333,0.020095693779904306,-0.4,0.7333333333333334,55.6308204306434,ORANGE,True
2026-06-01,H001,D008,136,2,0.014705882352941176,0.0,0.0,0.0,1.0,0.014705882352941176,0.0,1.0,65.38195518256208,ORANGE,True
2026-06-08,H001,D008,132,7,0.05303030303030303,136.0,2.0,0.014705882352941176,2.5,0.03832442067736186,1.0,1.5,71.9814731681856,ORANGE,True
2026-06-15,H001,D008,142,4,0.028169014084507043,132.0,7.0,0.05303030303030303,-0.42857142857142855,-0.02486128894579599,2.5,-2.9285714285714284,22.89315324737325,GREEN,False
2026-06-22,H001,D008,127,3,0.023622047244094488,142.0,4.0,0.028169014084507043,-0.25,-0.004546966840412555,-0.42857142857142855,0.17857142857142855,28.839186098024758,GREEN,False
2026-06-29,H001,D008,134,6,0.04477611940298507,127.0,3.0,0.023622047244094488,1.0,0.021154072158890584,-0.25,1.25,70.59101610747979,ORANGE,True
2026-07-06,H001,D008,121,4,0.03305785123966942,134.0,6.0,0.04477611940298507,-0.3333333333333333,-0.01171826816331565,1.0,-1.3333333333333333,23.17381987170942,GREEN,False
2026-07-13,H001,D008,133,6,0.045112781954887216,121.0,4.0,0.03305785123966942,0.5,0.012054930715217793,-0.3333333333333333,0.8333333333333333,58.12302031100948,ORANGE,True
2026-07-20,H001,D008,149,6,0.040268456375838924,133.0,6.0,0.045112781954887216,0.0,-0.004844325579048292,0.5,-0.5,25.183539345305007,GREEN,False
2026-07-27,H001,D008,119,5,0.04201680672268908,149.0,6.0,0.040268456375838924,-0.16666666666666666,0.0017483503468501554,0.0,-0.16666666666666666,24.68180740887146,GREEN,False
2026-08-03,H001,D008,136,5,0.03676470588235294,119.0,5.0,0.04201680672268908,0.0,-0.005252100840336137,-0.16666666666666666,0.16666666666666666,30.908915966875796,GREEN,False
2026-08-10,H001,D008,135,8,0.05925925925925926,136.0,5.0,0.03676470588235294,0.6,0.02249455337690632,0.0,0.6,63.152278712921486,ORANGE,True
2026-08-17,H001,D008,134,5,0.03731343283582089,135.0,8.0,0.05925925925925926,-0.375,-0.02194582642343837,0.6,-0.975,24.285045958226057,GREEN,False
2026-08-24,H001,D008,126,5,0.03968253968253968,134.0,5.0,0.03731343283582089,0.0,0.002369106846718788,-0.375,0.375,39.4785258666265,YELLOW,True
2026-06-01,H002,D001,144,11,0.0763888888888889,0.0,0.0,0.0,1.0,0.0763888888888889,0.0,1.0,76.38190454583425,RED,True
2026-06-08,H002,D001,160,15,0.09375,144.0,11.0,0.0763888888888889,0.36363636363636365,0.017361111111111105,1.0,-0.6363636363636364,43.889875202913146,YELLOW,True
2026-06-15,H002,D001,173,21,0.12138728323699421,160.0,15.0,0.09375,0.4,0.027637283236994215,0.36363636363636365,0.036363636363636376,51.37110244590486,YELLOW,True
2026-06-22,H002,D001,177,12,0.06779661016949153,173.0,21.0,0.12138728323699421,-0.42857142857142855,-0.05359067306750269,0.4,-0.8285714285714285,30.62045667231036,GREEN,False
2026-06-29,H002,D001,173,12,0.06936416184971098,177.0,12.0,0.06779661016949153,0.0,0.0015675516802194506,-0.42857142857142855,0.42857142857142855,47.95536789144198,YELLOW,True
2026-07-06,H002,D001,173,13,0.07514450867052024,173.0,12.0,0.06936416184971098,0.08333333333333333,0.0057803468208092595,0.0,0.08333333333333333,37.240738108893126,YELLOW,True
2026-07-13,H002,D001,161,13,0.08074534161490683,173.0,13.0,0.07514450867052024,0.0,0.005600832944386597,0.08333333333333333,-0.08333333333333333,32.54556342917283,GREEN,False
2026-07-20,H002,D001,166,19,0.1144578313253012,161.0,13.0,0.08074534161490683,0.46153846153846156,0.03371248971039437,0.0,0.46153846153846156,68.55527622498232,ORANGE,True
2026-07-27,H002,D001,188,20,0.10638297872340426,166.0,19.0,0.1144578313253012,0.05263157894736842,-0.008074852601896942,0.46153846153846156,-0.40890688259109315,38.90590516553446,YELLOW,True
2026-08-03,H002,D001,177,8,0.04519774011299435,188.0,20.0,0.10638297872340426,-0.6,-0.061185238610409906,0.05263157894736842,-0.6526315789473685,26.665654412423358,GREEN,False
2026-08-10,H002,D001,197,16,0.08121827411167512,177.0,8.0,0.04519774011299435,1.0,0.03602053399868077,-0.6,1.6,78.35467682729443,RED,True
2026-08-17,H002,D001,152,19,0.125,197.0,16.0,0.08121827411167512,0.1875,0.04378172588832488,1.0,-0.8125,44.77073732210764,YELLOW,True
2026-08-24,H002,D001,155,16,0.1032258064516129,152.0,19.0,0.125,-0.15789473684210525,-0.021774193548387097,0.1875,-0.34539473684210525,36.34303940261215,YELLOW,True
2026-06-01,H002,D002,94,8,0.0851063829787234,0.0,0.0,0.0,1.0,0.0851063829787234,0.0,1.0,76.37688795586206,RED,True
2026-06-08,H002,D002,86,7,0.08139534883720931,94.0,8.0,0.0851063829787234,-0.125,-0.003711034141514094,1.0,-1.125,30.40904408747546,GREEN,False
2026-06-15,H002,D002,114,10,0.08771929824561403,86.0,7.0,0.08139534883720931,0.42857142857142855,0.006323949408404722,-0.125,0.5535714285714286,63.23997981597511,ORANGE,True
2026-06-22,H002,D002,104,6,0.057692307692307696,114.0,10.0,0.08771929824561403,-0.4,-0.030026990553306335,0.42857142857142855,-0.8285714285714285,26.94168814506257,GREEN,False
2026-06-29,H002,D002,107,2,0.018691588785046728,104.0,6.0,0.057692307692307696,-0.6666666666666666,-0.039000718907260964,-0.4,-0.2666666666666666,20.218530002208254,GREEN,False
2026-07-06,H002,D002,115,7,0.06086956521739131,107.0,2.0,0.018691588785046728,2.5,0.04217797643234458,-0.6666666666666666,3.1666666666666665,72.85832965618985,ORANGE,True
2026-07-13,H002,D002,94,6,0.06382978723404255,115.0,7.0,0.06086956521739131,-0.14285714285714285,0.0029602220166512414,2.5,-2.642857142857143,27.65348370054292,GREEN,False
2026-07-20,H002,D002,94,13,0.13829787234042554,94.0,6.0,0.06382978723404255,1.1666666666666667,0.07446808510638299,-0.14285714285714285,1.3095238095238095,85.68539859415993,RED,True
2026-07-27,H002,D002,103,10,0.0970873786407767,94.0,13.0,0.13829787234042554,-0.23076923076923078,-0.04121049369964884,1.1666666666666667,-1.3974358974358976,33.80118785397676,GREEN,False
2026-08-03,H002,D002,104,3,0.028846153846153848,103.0,10.0,0.0970873786407767,-0.7,-0.06824122479462286,-0.23076923076923078,-0.4692307692307692,21.893611221985648,GREEN,False
2026-08-10,H002,D002,94,7,0.07446808510638298,104.0,3.0,0.028846153846153848,1.3333333333333333,0.04562193126022913,-0.7,2.033333333333333,74.51518582820249,ORANGE,True
2026-08-17,H002,D002,104,9,0.08653846153846154,94.0,7.0,0.07446808510638298,0.2857142857142857,0.012070376432078561,1.3333333333333333,-1.0476190476190474,39.13262221099663,YELLOW,True
2026-08-24,H002,D002,90,8,0.08888888888888889,104.0,9.0,0.08653846153846154,-0.1111111111111111,0.002350427350427356,0.2857142857142857,-0.3968253968253968,31.883120213904242,GREEN,False
2026-06-01,H002,D003,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.656003408169061,GREEN,False
2026-06-08,H002,D003,36,3,0.08333333333333333,32.0,0.0,0.0,1.0,0.08333333333333333,0.0,1.0,72.65345790926216,ORANGE,True
2026-06-15,H002,D003,33,1,0.030303030303030304,36.0,3.0,0.08333333333333333,-0.6666666666666666,-0.053030303030303025,1.0,-1.6666666666666665,18.067089877738255,GREEN,False
2026-06-22,H002,D003,33,1,0.030303030303030304,33.0,1.0,0.030303030303030304,0.0,0.0,-0.6666666666666666,0.6666666666666666,38.067089877738255,YELLOW,True
2026-06-29,H002,D003,28,3,0.10714285714285714,33.0,1.0,0.030303030303030304,2.0,0.07683982683982683,0.0,2.0,75.93830697530319,RED,True
2026-07-06,H002,D003,20,0,0.0,28.0,3.0,0.10714285714285714,-1.0,-0.10714285714285714,2.0,-3.0,11.019992283933234,GREEN,False
2026-07-13,H002,D003,26,0,0.0,20.0,0.0,0.0,0.0,0.0,-1.0,1.0,31.92965319698191,GREEN,False
2026-07-20,H002,D003,31,1,0.03225806451612903,26.0,0.0,0.0,1.0,0.03225806451612903,0.0,1.0,63.189783209930496,ORANGE,True
2026-07-27,H002,D003,35,3,0.08571428571428572,31.0,1.0,0.03225806451612903,2.0,0.053456221198156684,1.0,1.0,72.97095089916444,ORANGE,True
2026-08-03,H002,D003,29,2,0.06896551724137931,35.0,3.0,0.08571428571428572,-0.3333333333333333,-0.016748768472906406,2.0,-2.3333333333333335,24.37998298179909,GREEN,False
2026-08-10,H002,D003,33,2,0.06060606060606061,29.0,2.0,0.06896551724137931,0.0,-0.008359456635318702,-0.3333333333333333,0.3333333333333333,36.703453514101895,YELLOW,True
2026-08-17,H002,D003,27,0,0.0,33.0,2.0,0.06060606060606061,-1.0,-0.06060606060606061,0.0,-1.0,12.06128998611576,GREEN,False
2026-08-24,H002,D003,28,3,0.10714285714285714,27.0,0.0,0.0,1.0,0.10714285714285714,-1.0,2.0,75.93830697530319,RED,True
2026-06-01,H002,D004,246,8,0.032520325203252036,0.0,0.0,0.0,1.0,0.032520325203252036,0.0,1.0,70.63290927025518,ORANGE,True
2026-06-08,H002,D004,261,7,0.02681992337164751,246.0,8.0,0.032520325203252036,-0.125,-0.005700401831604526,1.0,-1.125,24.69348659003831,GREEN,False
2026-06-15,H002,D004,225,7,0.03111111111111111,261.0,7.0,0.02681992337164751,0.0,0.0042911877394636,-0.125,0.125,30.06468212987849,GREEN,False
2026-06-22,H002,D004,274,9,0.032846715328467155,225.0,7.0,0.03111111111111111,0.2857142857142857,0.0017356042173560446,0.0,0.2857142857142857,44.31960375391033,YELLOW,True
2026-06-29,H002,D004,231,5,0.021645021645021644,274.0,9.0,0.032846715328467155,-0.4444444444444444,-0.01120169368344551,0.2857142857142857,-0.7301587301587301,23.50295891494674,GREEN,False
2026-07-06,H002,D004,231,9,0.03896103896103896,231.0,5.0,0.021645021645021644,0.8,0.017316017316017316,-0.4444444444444444,1.2444444444444445,66.53326194524976,ORANGE,True
2026-07-13,H002,D004,267,6,0.02247191011235955,231.0,9.0,0.03896103896103896,-0.3333333333333333,-0.01648912884867941,0.8,-1.1333333333333333,23.93258426966292,GREEN,False
2026-07-20,H002,D004,257,8,0.0311284046692607,267.0,6.0,0.02247191011235955,0.3333333333333333,0.008656494556901151,-0.3333333333333333,0.6666666666666666,53.78080415045395,YELLOW,True
2026-07-27,H002,D004,241,11,0.04564315352697095,257.0,8.0,0.0311284046692607,0.375,0.014514748857710251,0.3333333333333333,0.041666666666666685,38.89704760282501,YELLOW,True
2026-08-03,H002,D004,238,15,0.06302521008403361,241.0,11.0,0.04564315352697095,0.36363636363636365,0.01738205655706266,0.375,-0.011363636363636354,39.942998244274555,YELLOW,True
2026-08-10,H002,D004,246,10,0.04065040650406504,238.0,15.0,0.06302521008403361,-0.3333333333333333,-0.022374803579968572,0.36363636363636365,-0.696969696969697,27.055673497897462,GREEN,False
2026-08-17,H002,D004,245,3,0.012244897959183673,246.0,10.0,0.04065040650406504,-0.7,-0.028405508544881365,-0.3333333333333333,-0.36666666666666664,22.070025454953626,GREEN,False
2026-08-24,H002,D004,189,6,0.031746031746031744,245.0,3.0,0.012244897959183673,1.0,0.01950113378684807,-0.7,1.7,69.54775087406261,ORANGE,True
2026-06-01,H002,D005,168,16,0.09523809523809523,0.0,0.0,0.0,1.0,0.09523809523809523,0.0,1.0,80.23491354681885,RED,True
2026-06-08,H002,D005,154,4,0.025974025974025976,168.0,16.0,0.09523809523809523,-0.75,-0.06926406926406925,1.0,-1.75,22.800700486294,GREEN,False
2026-06-15,H002,D005,149,10,0.06711409395973154,154.0,4.0,0.025974025974025976,1.5,0.04114006798570557,-0.75,2.25,74.88152592248622,ORANGE,True
