week,symptom_id,symptom_name,hospitals_observed,hospitals_increasing,hospitals_orange_red,average_growth_rate,spread_proportion,cross_hospital_alert,potential_outbreak_signal,average_baseline_z,max_baseline_z,average_deviation_percent,baseline_red_hospitals,baseline_orange_hospitals,baseline_yellow_hospitals,anomaly_score,anomaly_alert,potential_outbreak
2026-06-08,S011,Chest Pain,8,2,2,23.809523809523814,0.8,YELLOW,False,,,,0,0,0,31.76,GREEN,False
2026-06-08,S007,Persistent Cough,10,4,0,7.66022153874051,1.0,ORANGE,False,,,,0,0,0,31.53,GREEN,False
2026-06-08,S009,Runny Nose,10,0,0,7.433199562312143,1.0,GREEN,False,,,,0,0,0,31.49,GREEN,False
2026-06-08,S015,Joint Pain,10,0,0,4.963545979283408,1.0,GREEN,False,,,,0,0,0,30.99,GREEN,False
2026-06-08,S006,Dry Cough,10,0,0,2.8395203814515138,1.0,GREEN,False,,,,0,0,0,30.57,GREEN,False
2026-06-08,S008,Sore Throat,10,0,0,1.8332869201699795,1.0,GREEN,False,,,,0,0,0,30.37,GREEN,False
2026-06-08,S014,Muscle Pain,10,0,0,1.1722434440023082,1.0,GREEN,False,,,,0,0,0,30.23,GREEN,False
2026-06-08,S001,Fever,10,0,0,-0.0981603155457996,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S020,Diarrhoea,10,0,0,-0.2434133087369287,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S021,Abdominal Pain,10,0,0,-0.8139916001347537,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S018,Nausea,10,1,0,-0.8447562224660039,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S017,Rash,10,0,0,-1.7410110098404528,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S019,Vomiting,10,0,0,-2.623033909442523,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S016,Retro-orbital Pain,10,0,0,-2.840539520292773,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S002,Headache,10,0,0,-3.622514244961122,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S003,Fatigue,10,0,0,-5.694691014139049,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S004,Chills,10,0,0,-7.876774441579871,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-08,S005,Sweating,10,0,0,-7.876774441579871,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S023,Weight Loss,10,7,6,75.38888888888889,1.0,RED,True,,,,0,0,0,54.08,YELLOW,True
2026-06-15,S011,Chest Pain,10,5,4,53.333333333333336,1.0,ORANGE,True,,,,0,0,0,46.67,YELLOW,True
2026-06-15,S024,Night Sweats,10,6,3,33.33050283050283,1.0,ORANGE,True,,,,0,0,0,41.17,YELLOW,True
2026-06-15,S025,Bleeding,7,4,4,70.47619047619047,0.7,ORANGE,True,,,,0,0,0,41.1,YELLOW,True
2026-06-15,S027,Dehydration,10,3,2,13.05952380952381,1.0,ORANGE,False,,,,0,0,0,35.61,YELLOW,True
2026-06-15,S026,Anaemia,8,4,4,26.25,0.8,ORANGE,True,,,,0,0,0,35.25,YELLOW,True
2026-06-15,S010,Breathlessness,10,3,2,8.771561771561773,1.0,ORANGE,False,,,,0,0,0,34.75,GREEN,False
2026-06-15,S007,Persistent Cough,10,2,1,9.289577424491217,1.0,YELLOW,False,,,,0,0,0,33.36,GREEN,False
2026-06-15,S021,Abdominal Pain,10,3,0,14.423737808133495,1.0,ORANGE,False,,,,0,0,0,32.88,GREEN,False
2026-06-15,S012,Loss of Taste,10,2,1,3.9890239265239273,1.0,YELLOW,False,,,,0,0,0,32.3,GREEN,False
2026-06-15,S018,Nausea,10,0,0,8.281300198742391,1.0,GREEN,False,,,,0,0,0,31.66,GREEN,False
2026-06-15,S020,Diarrhoea,10,0,0,7.1751697814208,1.0,GREEN,False,,,,0,0,0,31.44,GREEN,False
2026-06-15,S004,Chills,10,2,0,6.811105742532111,1.0,YELLOW,False,,,,0,0,0,31.36,GREEN,False
2026-06-15,S005,Sweating,10,2,0,6.811105742532111,1.0,YELLOW,False,,,,0,0,0,31.36,GREEN,False
2026-06-15,S019,Vomiting,10,0,0,6.797697898567111,1.0,GREEN,False,,,,0,0,0,31.36,GREEN,False
2026-06-15,S022,Loss of Appetite,10,2,0,3.5712889419461957,1.0,YELLOW,False,,,,0,0,0,30.71,GREEN,False
2026-06-15,S017,Rash,10,3,0,2.7240158527226077,1.0,ORANGE,False,,,,0,0,0,30.54,GREEN,False
2026-06-15,S003,Fatigue,10,1,0,0.9449992436733912,1.0,GREEN,False,,,,0,0,0,30.19,GREEN,False
2026-06-15,S002,Headache,10,0,0,-0.3560122039400888,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S008,Sore Throat,10,0,0,-0.6977750130982194,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S001,Fever,10,0,0,-1.534280452465339,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S016,Retro-orbital Pain,10,0,0,-1.6271815982616915,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S006,Dry Cough,10,0,0,-2.1117877457589893,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S014,Muscle Pain,10,0,0,-4.123955185728261,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S009,Runny Nose,10,0,0,-5.184409161991153,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S013,Loss of Smell,10,1,0,-5.790842884889375,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-15,S015,Joint Pain,10,0,0,-8.480247785226624,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S027,Dehydration,10,4,4,63.583333333333336,1.0,ORANGE,True,,,,0,0,0,48.72,YELLOW,True
2026-06-22,S012,Loss of Taste,10,4,4,31.930045529183463,1.0,ORANGE,True,,,,0,0,0,42.39,YELLOW,True
2026-06-22,S023,Weight Loss,10,4,4,28.611111111111114,1.0,ORANGE,True,,,,0,0,0,41.72,YELLOW,True
2026-06-22,S011,Chest Pain,9,4,4,30.55555555555556,0.9,ORANGE,True,,,,0,0,0,39.11,YELLOW,True
2026-06-22,S010,Breathlessness,10,4,3,21.729097699685934,1.0,ORANGE,False,,,,0,0,0,38.85,YELLOW,True
2026-06-22,S013,Loss of Smell,10,4,2,28.398214814913104,1.0,ORANGE,True,,,,0,0,0,38.68,YELLOW,True
2026-06-22,S017,Rash,10,2,2,8.700569582922524,1.0,YELLOW,False,,,,0,0,0,34.74,GREEN,False
2026-06-22,S024,Night Sweats,10,2,2,6.967338217338217,1.0,YELLOW,False,,,,0,0,0,34.39,GREEN,False
2026-06-22,S025,Bleeding,10,2,1,13.5,1.0,YELLOW,False,,,,0,0,0,34.2,GREEN,False
2026-06-22,S016,Retro-orbital Pain,10,0,0,8.86023964298835,1.0,GREEN,False,,,,0,0,0,31.77,GREEN,False
2026-06-22,S015,Joint Pain,10,1,0,8.420521603607645,1.0,GREEN,False,,,,0,0,0,31.68,GREEN,False
2026-06-22,S007,Persistent Cough,10,2,1,-2.720905839572061,1.0,YELLOW,False,,,,0,0,0,31.5,GREEN,False
2026-06-22,S003,Fatigue,10,0,0,7.1991838873319125,1.0,GREEN,False,,,,0,0,0,31.44,GREEN,False
2026-06-22,S014,Muscle Pain,10,0,0,5.898234910941948,1.0,GREEN,False,,,,0,0,0,31.18,GREEN,False
2026-06-22,S006,Dry Cough,10,0,0,4.169950879100016,1.0,GREEN,False,,,,0,0,0,30.83,GREEN,False
2026-06-22,S009,Runny Nose,10,1,0,4.128915130987339,1.0,GREEN,False,,,,0,0,0,30.83,GREEN,False
2026-06-22,S001,Fever,10,0,0,4.111688761002605,1.0,GREEN,False,,,,0,0,0,30.82,GREEN,False
2026-06-22,S008,Sore Throat,10,0,0,3.851611673578264,1.0,GREEN,False,,,,0,0,0,30.77,GREEN,False
2026-06-22,S002,Headache,10,0,0,3.822581739162545,1.0,GREEN,False,,,,0,0,0,30.76,GREEN,False
2026-06-22,S022,Loss of Appetite,10,2,0,-6.157888859108373,1.0,YELLOW,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S004,Chills,10,0,0,0.0032973462664543,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S005,Sweating,10,0,0,0.0032973462664543,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S019,Vomiting,10,0,0,-1.4315353564185442,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S020,Diarrhoea,10,0,0,-4.940855159739665,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S018,Nausea,10,0,0,-5.460264817743923,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S021,Abdominal Pain,10,0,0,-6.383756119033333,1.0,GREEN,False,,,,0,0,0,30.0,GREEN,False
2026-06-22,S026,Anaemia,7,3,3,20.95238095238096,0.7,ORANGE,False,,,,0,0,0,29.69,GREEN,False
2026-06-29,S025,Bleeding,10,3,3,64.80952380952381,1.0,ORANGE,True,1.185201979406902,9.5,51.305109922756984,1,1,0,82.46,RED,True
2026-06-29,S023,Weight Loss,10,5,4,77.88888888888889,1.0,ORANGE,True,0.17362933667567276,3.6742346141747673,18.231499617177366,1,0,0,77.3,RED,True
2026-06-29,S022,Loss of Appetite,10,4,0,8.744486803115228,1.0,ORANGE,False,0.6630296506148856,7.1030549646267325,0.658352479636493,1,0,2,66.75,ORANGE,True
2026-06-29,S026,Anaemia,10,4,4,49.16666666666666,1.0,ORANGE,True,0.22187477506488285,2.449489742783178,20.897435897435898,0,1,0,62.98,ORANGE,True
2026-06-29,S010,Breathlessness,10,2,1,0.8799762329174101,1.0,YELLOW,False,0.481216776052902,4.438980226870294,-0.8414777724844609,2,0,0,62.75,ORANGE,True
2026-06-29,S011,Chest Pain,10,4,3,7.333333333333334,1.0,ORANGE,False,0.3257083658230587,2.8722813232690143,23.774891774891778,0,2,1,56.07,ORANGE,True
2026-06-29,S015,Joint Pain,10,0,0,-1.7453036013380536,1.0,GREEN,False,-0.013878959207546027,3.517169590410852,0.24480470302627025,1,0,0,54.62,YELLOW,False
2026-06-29,S024,Night Sweats,10,3,2,13.01010101010101,1.0,ORANGE,False,0.5471975218473031,2.598076211353316,15.251325383516326,0,1,1,53.79,YELLOW,True
2026-06-29,S027,Dehydration,10,3,2,13.787878787878787,1.0,ORANGE,False,0.09124595952001666,1.891624771144944,8.25890483785221,0,0,1,49.0,YELLOW,True
2026-06-29,S014,Muscle Pain,10,0,0,-3.1269809885451343,1.0,GREEN,False,-0.31661301163588007,2.274004575698253,-1.3517582507182417,0,1,0,45.92,YELLOW,False
2026-06-29,S006,Dry Cough,10,0,0,-1.910582485227456,1.0,GREEN,False,0.12423365468421199,2.251940297371412,0.14724623729840483,0,1,0,45.76,YELLOW,False
2026-06-29,S012,Loss of Taste,10,0,0,-10.931509105505656,1.0,GREEN,False,0.02353425314170393,2.110674535892834,3.4639497467978018,0,1,0,44.77,YELLOW,False
2026-06-29,S002,Headache,10,0,0,-2.2211620671276195,1.0,GREEN,False,-0.37330141754080726,2.089373536621037,-0.781497633581064,0,1,0,44.63,YELLOW,False
2026-06-29,S003,Fatigue,10,0,0,-0.7477314992392323,1.0,GREEN,False,0.058174918289798115,1.8655370462689176,2.6329771600701486,0,0,2,43.06,YELLOW,False
2026-06-29,S008,Sore Throat,10,0,0,0.2395061349218729,1.0,GREEN,False,0.3548736410774063,1.837551562455011,2.287496340091294,0,0,1,42.91,YELLOW,False
2026-06-29,S007,Persistent Cough,10,2,1,14.676406926406926,1.0,YELLOW,False,0.45962557136110566,1.1825341841884291,9.089813870364736,0,0,0,42.71,YELLOW,True
2026-06-29,S001,Fever,10,0,0,-1.3383591361274807,1.0,GREEN,False,0.412529516089699,1.727754361920448,0.7731491657420119,0,0,1,42.09,YELLOW,False
2026-06-29,S009,Runny Nose,10,0,0,-2.0432133605387106,1.0,GREEN,False,-0.33133063183276923,1.656472891122698,-1.480757283223085,0,0,1,41.6,YELLOW,False
2026-06-29,S017,Rash,10,1,1,0.4423435246450203,1.0,GREEN,False,-2.7813532064768975,1.2997603954770751,0.08183098123697459,0,0,0,40.69,YELLOW,False
2026-06-29,S016,Retro-orbital Pain,10,0,0,-3.89039686996025,1.0,GREEN,False,-0.2688321660271135,1.252012597789534,-0.48293496704936556,0,0,0,38.76,YELLOW,False
2026-06-29,S019,Vomiting,10,0,0,-4.387497635079162,1.0,GREEN,False,-0.5483952119360507,1.1650513434043848,-3.7401419910073352,0,0,0,38.16,YELLOW,False
2026-06-29,S004,Chills,10,1,0,4.7237545664927945,1.0,GREEN,False,0.24993381715935353,0.8521325328823184,3.6742558631470517,0,0,0,36.91,YELLOW,False
2026-06-29,S005,Sweating,10,1,0,4.7237545664927945,1.0,GREEN,False,0.24993381715935353,0.8521325328823184,3.6742558631470517,0,0,0,36.91,YELLOW,False
2026-06-29,S013,Loss of Smell,10,2,0,-2.2282537664463566,1.0,YELLOW,False,-0.16093856672738643,0.8751577343945898,2.9787859631483746,0,0,0,36.13,YELLOW,True
2026-06-29,S020,Diarrhoea,10,0,0,-4.210656805606232,1.0,GREEN,False,-1.0538472595338266,0.813733471206735,-5.515724042241532,0,0,0,35.7,YELLOW,False
2026-06-29,S018,Nausea,10,1,0,-2.27820542790189,1.0,GREEN,False,-0.6538290632619695,0.7444638346102761,-5.184880950152395,0,0,0,35.21,YELLOW,False
2026-06-29,S021,Abdominal Pain,10,0,0,-8.197636098761919,1.0,GREEN,False,-0.7782052466043325,0.7262040090592468,-8.64143408096972,0,0,0,35.08,YELLOW,False
2026-07-06,S013,Loss of Smell,10,3,0,6.314537346133347,1.0,ORANGE,False,0.7378862667937497,6.857556923316182,6.388925886163183,1,0,0,66.26,ORANGE,True
2026-07-06,S025,Bleeding,10,6,5,29.416666666666664,1.0,RED,True,0.5202170618806423,2.7701415506299165,38.86048162363952,0,1,1,62.77,ORANGE,True
2026-07-06,S024,Night Sweats,10,1,1,-16.183455433455435,1.0,GREEN,False,-0.4517248414755424,4.034466888812334,-10.515836150888443,1,0,1,59.74,ORANGE,False
2026-07-06,S004,Chills,10,0,0,2.795055122560368,1.0,GREEN,False,0.8576489550567563,3.653728591496754,5.280414883682946,1,0,1,56.14,ORANGE,False
2026-07-06,S005,Sweating,10,0,0,2.795055122560368,1.0,GREEN,False,0.8576489550567563,3.653728591496754,5.280414883682946,1,0,1,56.14,ORANGE,False
2026-07-06,S009,Runny Nose,10,0,0,7.844598893201857,1.0,GREEN,False,0.8282954654102801,3.3993463423951917,5.68666078823925,1,0,2,55.36,ORANGE,False
2026-07-06,S007,Persistent Cough,10,1,0,-11.261883363477471,1.0,GREEN,False,-0.2875259995469266,3.17710705148408,-5.007381918714673,1,0,0,52.24,YELLOW,False
2026-07-06,S012,Loss of Taste,10,4,2,12.146979344116543,1.0,ORANGE,False,0.3151884270668213,2.3845875802994514,8.353590146584793,0,1,0,52.12,YELLOW,True
2026-07-06,S010,Breathlessness,10,6,4,20.485209235209236,1.0,ORANGE,False,-0.0632362029229531,1.7143892308290465,5.455894525884675,0,0,2,52.1,YELLOW,True
2026-07-06,S011,Chest Pain,8,4,2,39.58333333333333,0.8,ORANGE,True,-0.22652048227546634,2.0083160441856096,0.8450577200577222,0,2,0,48.97,YELLOW,True
2026-07-06,S014,Muscle Pain,10,0,0,-0.719209272051457,1.0,GREEN,False,-0.301490327955865,1.7979158631475616,-1.9491544784765076,0,0,1,42.59,YELLOW,False
2026-07-06,S001,Fever,10,0,0,-1.0633481213952831,1.0,GREEN,False,-0.33756147284354476,1.6976993213033236,-0.462134365759684,0,0,1,41.88,YELLOW,False
2026-07-06,S018,Nausea,10,0,0,3.876163717754429,1.0,GREEN,False,-0.20024252616784163,1.5284204639008356,-1.047097131738394,0,0,1,41.47,YELLOW,False
2026-07-06,S008,Sore Throat,10,0,0,-2.846896931821991,1.0,GREEN,False,-0.5922541300738132,1.590990257669732,-1.265875755696597,0,0,1,41.14,YELLOW,False
2026-07-06,S023,Weight Loss,10,2,2,-11.714285714285714,1.0,YELLOW,False,-0.49407892561166644,1.1293678311839803,-21.197981586427552,0,0,0,40.91,YELLOW,True
2026-07-06,S022,Loss of Appetite,10,3,0,7.01510302013219,1.0,ORANGE,False,0.22072043552395293,1.3372491518477951,3.1044467963173994,0,0,0,40.76,YELLOW,True
2026-07-06,S015,Joint Pain,10,0,0,-3.632339224184359,1.0,GREEN,False,-0.5778279136200669,1.4075157116241714,-3.7302647300587752,0,0,0,39.85,YELLOW,False
2026-07-06,S002,Headache,10,0,0,2.9422200179048,1.0,GREEN,False,0.4123674908569461,1.1570396111137384,2.158007317758984,0,0,0,38.69,YELLOW,False
2026-07-06,S027,Dehydration,10,2,2,-20.3030303030303,1.0,YELLOW,False,-0.470536693660803,0.7302967433402213,-26.306475387357743,0,0,0,38.11,YELLOW,True
2026-07-06,S006,Dry Cough,10,0,0,0.0108823950444138,1.0,GREEN,False,-0.2566079926599056,1.1151821580359371,0.008273465630460209,0,0,0,37.81,YELLOW,False
2026-07-06,S017,Rash,10,2,0,-2.868339725790616,1.0,YELLOW,False,-0.4474145195100358,0.8959840715358683,-5.601877763167576,0,0,0,36.27,YELLOW,True
2026-07-06,S003,Fatigue,10,0,0,-2.8401973311992967,1.0,GREEN,False,-0.2722711581819372,0.8059682475959332,-1.3671317485583854,0,0,0,35.64,YELLOW,False
2026-07-06,S026,Anaemia,8,2,2,9.79166666666667,0.8,YELLOW,False,-0.6272464990735612,0.9203579866168444,-34.800824175824175,0,0,0,35.4,YELLOW,True
2026-07-06,S019,Vomiting,10,0,0,-0.349550185273026,1.0,GREEN,False,-0.8182856646456692,0.5934424260562089,-3.9395574480741162,0,0,0,34.15,GREEN,False
2026-07-06,S016,Retro-orbital Pain,10,0,0,-4.4975014664150335,1.0,GREEN,False,-0.4914602615658919,0.562955455224223,-5.105167044134803,0,0,0,33.94,GREEN,False
2026-07-06,S020,Diarrhoea,10,0,0,0.1371453047610305,1.0,GREEN,False,-0.7180885750558696,0.4985415622798052,-4.696692099189695,0,0,0,33.52,GREEN,False
2026-07-06,S021,Abdominal Pain,10,2,0,3.709037586938328,1.0,YELLOW,False,-0.49866186015057556,0.3288326927328338,-5.112109906509934,0,0,0,33.04,GREEN,False
2026-07-13,S027,Dehydration,10,5,5,80.47619047619048,1.0,RED,True,0.34471924103206997,3.134811641096994,17.497280562296037,1,0,0,75.54,RED,True
2026-07-13,S026,Anaemia,9,4,4,92.5925925925926,0.9,ORANGE,True,0.34997449479276366,2.3836564731139807,26.230392156862752,0,1,0,68.2,ORANGE,True
2026-07-13,S022,Loss of Appetite,10,2,0,4.1326700092657545,1.0,YELLOW,False,0.7910810633130473,4.265283190204454,6.736347704308278,2,0,1,60.68,ORANGE,True
2026-07-13,S016,Retro-orbital Pain,10,1,0,8.626529230103,1.0,GREEN,False,0.6317167861563477,3.5594305366675543,3.2781045835312113,2,0,1,56.64,ORANGE,False
2026-07-13,S018,Nausea,10,1,0,4.546115982291982,1.0,GREEN,False,0.5464211539786723,2.930188889603249,3.137501430342381,0,2,0,51.42,YELLOW,False
2026-07-13,S014,Muscle Pain,10,0,0,4.808427280531648,1.0,GREEN,False,0.6503677864713022,2.8178526450152326,2.899929198509452,0,1,0,50.69,YELLOW,False
2026-07-13,S002,Headache,10,0,0,-1.2377531306432217,1.0,GREEN,False,0.14494593613880064,2.8876915027377343,0.4483406749265747,0,1,0,50.21,YELLOW,False
2026-07-13,S004,Chills,10,0,0,-7.274443276939179,1.0,GREEN,False,-0.32846538836722694,2.290919806822869,-3.4687089671587996,0,1,0,46.04,YELLOW,False
2026-07-13,S005,Sweating,10,0,0,-7.274443276939179,1.0,GREEN,False,-0.32846538836722694,2.290919806822869,-3.4687089671587996,0,1,0,46.04,YELLOW,False
2026-07-13,S019,Vomiting,10,0,0,4.931052051055546,1.0,GREEN,False,0.2781841006494469,2.1269248984883125,1.3367655227206028,0,1,0,45.87,YELLOW,False
2026-07-13,S024,Night Sweats,10,3,2,17.619047619047613,1.0,ORANGE,False,-0.6734664280277636,1.3258610570414522,-14.687709156815306,0,0,0,45.8,YELLOW,True
2026-07-13,S021,Abdominal Pain,10,1,0,6.741317858341131,1.0,GREEN,False,0.1450908012565426,1.9827405196096828,1.936883260655101,0,0,1,45.23,YELLOW,False
2026-07-13,S015,Joint Pain,10,1,0,8.746156151040692,1.0,GREEN,False,0.5637115833983318,1.905586732340784,4.4644766526944775,0,0,3,45.09,YELLOW,False
2026-07-13,S001,Fever,10,0,0,0.9842411181924848,1.0,GREEN,False,0.2829361937797708,2.065372093412048,0.5211733367457969,0,1,1,44.65,YELLOW,False
2026-07-13,S025,Bleeding,10,3,2,-4.5,1.0,ORANGE,False,0.07724738104854631,1.5498260496951666,-2.297774406608147,0,0,1,43.85,YELLOW,True
2026-07-13,S017,Rash,10,2,1,7.518764902757856,1.0,YELLOW,False,0.02158813198769245,1.5191698526848267,0.03518497305467179,0,0,1,43.64,YELLOW,True
2026-07-13,S009,Runny Nose,10,0,0,-4.015356021894741,1.0,GREEN,False,-0.017044060404215678,1.8132963018384136,0.28566673503404943,0,0,1,42.69,YELLOW,False
2026-07-13,S010,Breathlessness,10,1,1,-20.92085692085692,1.0,GREEN,False,-0.724365505582999,1.4301938838683883,-20.81837725362946,0,0,0,41.51,YELLOW,False
2026-07-13,S020,Diarrhoea,10,0,0,4.881297956577527,1.0,GREEN,False,0.02237595486945876,1.3801225083369355,0.5432147134726554,0,0,0,40.64,YELLOW,False
2026-07-13,S006,Dry Cough,10,0,0,-0.198630334046717,1.0,GREEN,False,-0.12568796698931795,1.3627281872955432,-0.374898623142481,0,0,0,39.54,YELLOW,False
2026-07-13,S003,Fatigue,10,0,0,-1.3073287803678786,1.0,GREEN,False,-0.3132623417083462,1.21379425806881,-2.5960393843249236,0,0,0,38.5,YELLOW,False
2026-07-13,S008,Sore Throat,10,0,0,0.1432448957654022,1.0,GREEN,False,-0.18638824835804577,1.1943320206981691,-1.321703039296424,0,0,0,38.39,YELLOW,False
2026-07-13,S013,Loss of Smell,10,0,0,-16.848974035159166,1.0,GREEN,False,-0.7641752171990588,1.1785113019775793,-12.238861798905626,0,0,0,38.25,YELLOW,False
2026-07-13,S012,Loss of Taste,10,1,0,-15.334283192467552,1.0,GREEN,False,-0.7031339423693773,1.0878756313824398,-12.168727354984934,0,0,0,37.62,YELLOW,False
2026-07-13,S011,Chest Pain,8,2,2,0.0,0.8,YELLOW,False,-0.7661212946528058,0.4428074427700475,-34.32018961430727,0,0,0,30.1,GREEN,False
2026-07-13,S007,Persistent Cough,10,1,0,-5.284995470479342,1.0,GREEN,False,-0.6843547428908258,0.0,-13.226721594098597,0,0,0,30.0,GREEN,False
2026-07-13,S023,Weight Loss,8,1,0,-25.625,0.8,GREEN,False,-1.111641680936659,0.0719443078836192,-54.05184840734713,0,0,0,24.5,GREEN,False
